,features,importance
290,race_name_八雲特別 ,0
291,race_name_六社ステークス ,0
292,race_name_内房ステークス ,0
294,race_name_函館日刊スポーツ杯 ,0
304,race_name_別府特別 ,0
295,race_name_函館道新スポーツ杯 ,0
296,race_name_刈谷特別 ,0
297,race_name_初凪賞 ,0
298,race_name_初富士ステークス ,0
299,race_name_初春ステークス ,0
300,race_name_初茜賞 ,0
301,race_name_初霞賞 ,0
302,race_name_初音ステークス ,0
303,race_name_初風ステークス ,0
407,race_name_山藤賞 ,0
