race_name,course_len,rotation,weather,race_type,ground_state,date
阿武隈ステークス ,2000,右,曇,芝,稍重,2020年7月18日
3歳以上1勝クラス,1150,右,曇,ダート,稍重,2020年7月18日
2歳未勝利,1200,右,晴,芝,良,2020年7月19日
2歳未勝利,1800,右,晴,芝,良,2020年7月19日
3歳未勝利,1700,右,晴,ダート,稍重,2020年7月19日
3歳未勝利,2000,右,晴,芝,良,2020年7月19日
2歳新馬,1800,右,晴,芝,良,2020年7月19日
2歳新馬,1200,右,晴,芝,良,2020年7月19日
3歳未勝利,1150,右,晴,ダート,良,2020年7月19日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年7月19日
信夫山特別 ,2600,右,晴,芝,良,2020年7月19日
横手特別 ,1700,右,晴,ダート,良,2020年7月19日
福島テレビオープン ,1200,右,晴,芝,良,2020年7月19日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年7月19日
2歳未勝利,1150,右,晴,ダート,良,2020年10月31日
2歳未勝利,2000,右,晴,芝,良,2020年10月31日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年10月31日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年10月31日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年10月31日
3歳以上1勝クラス,1150,右,晴,ダート,良,2020年10月31日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年10月31日
二本松特別 ,1800,右,晴,芝,良,2020年10月31日
フルーツラインカップ ,2000,右,晴,芝,良,2020年10月31日
三陸特別 ,1700,右,晴,ダート,良,2020年10月31日
2歳未勝利,1700,右,晴,ダート,良,2020年11月1日
2歳未勝利,1200,右,晴,芝,良,2020年11月1日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月1日
2歳新馬,2000,右,晴,芝,良,2020年11月1日
3歳以上1勝クラス,2400,右,晴,ダート,良,2020年11月1日
3歳以上1勝クラス,1150,右,晴,ダート,良,2020年11月1日
3歳以上1勝クラス,1200,右,曇,芝,良,2020年11月1日
3歳以上1勝クラス,2000,右,曇,芝,良,2020年11月1日
磐梯山特別 ,2600,右,曇,芝,良,2020年11月1日
福島民友カップ(L),1700,右,曇,ダート,良,2020年11月1日
五色沼特別 ,1200,右,曇,芝,良,2020年11月1日
2歳未勝利,1700,右,晴,ダート,良,2020年11月7日
2歳未勝利,1800,右,晴,芝,良,2020年11月7日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月7日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月7日
3歳以上1勝クラス,1150,右,曇,ダート,良,2020年11月7日
3歳以上1勝クラス,1200,右,曇,芝,良,2020年11月7日
3歳以上1勝クラス,2000,右,曇,芝,良,2020年11月7日
飯坂温泉特別 ,1200,右,曇,芝,良,2020年11月7日
河北新報杯 ,1150,右,曇,ダート,良,2020年11月7日
土湯温泉特別 ,2600,右,曇,芝,良,2020年11月7日
2歳未勝利,1150,右,晴,ダート,良,2020年11月8日
2歳未勝利,1200,右,晴,芝,良,2020年11月8日
2歳未勝利,1700,右,晴,ダート,良,2020年11月8日
2歳新馬,1200,右,晴,芝,良,2020年11月8日
3歳以上1勝クラス,2600,右,晴,芝,良,2020年11月8日
3歳以上1勝クラス,1150,右,晴,ダート,良,2020年11月8日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年11月8日
3歳以上1勝クラス,2000,右,晴,芝,良,2020年11月8日
高湯温泉特別 ,1800,右,晴,芝,良,2020年11月8日
奥羽ステークス ,1700,右,曇,ダート,良,2020年11月8日
西郷特別 ,1150,右,曇,ダート,良,2020年11月8日
2歳未勝利,1700,右,晴,ダート,良,2020年11月14日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月14日
2歳未勝利,2000,右,晴,芝,良,2020年11月14日
2歳未勝利,1200,右,晴,芝,良,2020年11月14日
2歳新馬,1700,右,晴,ダート,良,2020年11月14日
3歳以上1勝クラス,2600,右,晴,芝,良,2020年11月14日
3歳以上1勝クラス,2000,右,晴,芝,良,2020年11月14日
3歳以上1勝クラス,1150,右,晴,ダート,良,2020年11月14日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年11月14日
三春駒特別 ,1800,右,晴,芝,良,2020年11月14日
みちのくステークス ,1200,右,晴,芝,良,2020年11月14日
相馬特別 ,1700,右,晴,ダート,良,2020年11月14日
2歳未勝利,1150,右,晴,ダート,良,2020年11月15日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月15日
3歳以上1勝クラス,1700,右,晴,ダート,良,2020年11月15日
3歳以上1勝クラス,2400,右,晴,ダート,良,2020年11月15日
3歳以上1勝クラス,1200,右,晴,芝,良,2020年11月15日
3歳以上1勝クラス,1800,右,晴,芝,良,2020年11月15日
3歳以上1勝クラス,1150,右,晴,ダート,良,2020年11月15日
福島2歳ステークス ,1200,右,晴,芝,良,2020年11月15日
第56回福島記念(G3),2000,右,晴,芝,良,2020年11月15日
会津特別 ,1200,右,晴,芝,良,2020年11月15日
3歳未勝利,1800,左,曇,ダート,良,2020年5月9日
3歳未勝利,1200,左,曇,ダート,良,2020年5月9日
3歳未勝利,1200,左,曇,ダート,良,2020年5月9日
3歳未勝利,2000,左,曇,芝,良,2020年5月9日
4歳以上1勝クラス,1200,左,曇,ダート,良,2020年5月9日
4歳以上1勝クラス,1800,左,曇,ダート,良,2020年5月9日
3歳未勝利,1800,左,小雨,ダート,稍重,2020年5月10日
3歳未勝利,1200,左,小雨,ダート,稍重,2020年5月10日
3歳未勝利,1800,左,小雨,ダート,稍重,2020年5月10日
3歳未勝利,1200,左,曇,芝,良,2020年5月10日
4歳以上1勝クラス,1200,左,曇,ダート,稍重,2020年5月10日
4歳以上1勝クラス,1800,左,曇,ダート,稍重,2020年5月10日
五泉特別 ,1200,左,曇,芝,良,2020年5月10日
3歳未勝利,1800,左,曇,ダート,良,2020年5月16日
3歳未勝利,1200,左,曇,ダート,良,2020年5月16日
3歳未勝利,2000,左,曇,芝,良,2020年5月16日
3歳未勝利,1200,左,曇,ダート,良,2020年5月16日
3歳未勝利,2400,左,曇,芝,良,2020年5月16日
4歳以上1勝クラス,1800,左,曇,ダート,良,2020年5月16日
4歳以上1勝クラス,1200,左,曇,ダート,良,2020年5月16日
4歳以上1勝クラス,2200,左,雨,芝,良,2020年5月16日
わらび賞 ,1800,左,雨,ダート,稍重,2020年5月16日
3歳未勝利,1400,左,曇,芝,稍重,2020年5月17日
3歳未勝利,1800,左,曇,ダート,稍重,2020年5月17日
3歳未勝利,1800,左,曇,ダート,稍重,2020年5月17日
4歳以上1勝クラス,1200,左,曇,ダート,稍重,2020年5月17日
4歳以上1勝クラス,1800,左,曇,ダート,良,2020年5月17日
八海山ステークス ,1200,左,曇,ダート,良,2020年5月17日
中ノ岳特別 ,1800,左,曇,ダート,良,2020年5月17日
3歳未勝利,1800,左,晴,ダート,稍重,2020年5月23日
3歳未勝利,1200,左,晴,ダート,稍重,2020年5月23日
3歳未勝利,1800,左,晴,ダート,稍重,2020年5月23日
4歳以上1勝クラス,1200,左,晴,ダート,良,2020年5月23日
4歳以上1勝クラス,1800,左,晴,ダート,良,2020年5月23日
大日岳特別 ,1200,左,晴,芝,良,2020年5月23日
荒川峡特別 ,2400,左,晴,芝,良,2020年5月23日
3歳未勝利,1200,左,晴,芝,良,2020年5月24日
3歳未勝利,1200,左,晴,ダート,良,2020年5月24日
3歳未勝利,1800,左,晴,ダート,良,2020年5月24日
3歳未勝利,2200,左,晴,芝,良,2020年5月24日
4歳以上1勝クラス,1800,左,晴,ダート,良,2020年5月24日
4歳以上1勝クラス,1400,左,晴,芝,良,2020年5月24日
4歳以上1勝クラス,1200,左,晴,ダート,良,2020年5月24日
火打山特別 ,1200,左,晴,ダート,良,2020年5月24日
3歳未勝利,1200,左,曇,ダート,稍重,2020年7月25日
3歳未勝利,1800,左,曇,ダート,稍重,2020年7月25日
2歳新馬,1200,左,曇,ダート,稍重,2020年7月25日
3歳以上1勝クラス,1800,左,曇,ダート,稍重,2020年7月25日
燕特別 ,2400,左,曇,芝,良,2020年7月25日
豊栄特別 ,1400,左,曇,芝,良,2020年7月25日
越後ステークス ,1200,左,曇,ダート,稍重,2020年7月25日
2歳未勝利,1400,左,曇,芝,良,2020年7月26日
3歳未勝利,1200,左,曇,ダート,稍重,2020年7月26日
3歳未勝利,2000,左,曇,芝,良,2020年7月26日
2歳新馬,1400,左,曇,芝,良,2020年7月26日
3歳未勝利,1800,左,曇,ダート,稍重,2020年7月26日
苗場特別 ,1800,左,曇,ダート,稍重,2020年7月26日
3歳以上1勝クラス,1200,左,曇,ダート,稍重,2020年7月26日
2歳未勝利,1200,左,曇,ダート,重,2020年8月1日
3歳未勝利,1800,左,曇,ダート,重,2020年8月1日
3歳未勝利,1200,左,晴,ダート,重,2020年8月1日
3歳未勝利,2200,左,晴,芝,稍重,2020年8月1日
3歳以上1勝クラス,1800,左,晴,ダート,稍重,2020年8月1日
麒麟山特別 ,1800,左,晴,ダート,稍重,2020年8月1日
新潟日報賞 ,1400,左,晴,芝,良,2020年8月1日
2歳未勝利,1200,左,晴,芝,良,2020年8月2日
3歳未勝利,1800,左,晴,ダート,稍重,2020年8月2日
2歳新馬,1200,左,晴,芝,良,2020年8月2日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年8月2日
柳都ステークス ,1800,左,晴,ダート,良,2020年8月2日
3歳以上2勝クラス,1200,左,晴,ダート,良,2020年8月2日
3歳未勝利,1200,左,雨,ダート,重,2020年8月8日
3歳未勝利,1800,左,雨,ダート,重,2020年8月8日
3歳未勝利,1400,左,雨,芝,稍重,2020年8月8日
2歳新馬,1800,左,雨,ダート,重,2020年8月8日
3歳未勝利,2000,左,雨,芝,稍重,2020年8月8日
ダリア賞 ,1400,左,曇,芝,重,2020年8月8日
高田城特別 ,1200,左,曇,ダート,不良,2020年8月8日
3歳以上1勝クラス,1800,左,曇,ダート,不良,2020年8月8日
3歳未勝利,1800,左,曇,ダート,不良,2020年8月9日
3歳未勝利,1800,左,雨,ダート,不良,2020年8月9日
2歳新馬,2000,左,曇,芝,不良,2020年8月9日
3歳以上1勝クラス,1200,左,雨,ダート,不良,2020年8月9日
3歳以上1勝クラス,2200,左,雨,芝,不良,2020年8月9日
第12回レパードステークス(G3),1800,左,曇,ダート,不良,2020年8月9日
3歳以上1勝クラス,1400,左,曇,芝,不良,2020年8月9日
3歳未勝利,1200,左,曇,ダート,良,2020年8月15日
3歳未勝利,2000,左,曇,芝,良,2020年8月15日
3歳未勝利,1800,左,曇,ダート,良,2020年8月15日
2歳新馬,1400,左,曇,芝,良,2020年8月15日
3歳以上1勝クラス,1200,左,曇,ダート,良,2020年8月15日
新発田城特別 ,1400,左,曇,芝,良,2020年8月15日
上越ステークス ,1200,左,曇,ダート,良,2020年8月15日
3歳以上1勝クラス,1800,左,曇,ダート,良,2020年8月15日
3歳未勝利,1800,左,曇,ダート,稍重,2020年8月16日
2歳未勝利,1200,左,曇,芝,稍重,2020年8月16日
3歳未勝利,1200,左,晴,ダート,稍重,2020年8月16日
3歳以上1勝クラス,1800,左,曇,ダート,良,2020年8月16日
浦佐特別 ,1800,左,晴,ダート,良,2020年8月16日
3歳以上1勝クラス,1200,左,晴,芝,良,2020年8月16日
3歳未勝利,1800,左,晴,ダート,良,2020年8月22日
2歳未勝利,1200,左,晴,ダート,良,2020年8月22日
2歳新馬,1800,左,晴,ダート,良,2020年8月22日
3歳未勝利,2400,左,晴,芝,良,2020年8月22日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年8月22日
瀬波温泉特別 ,1800,左,晴,ダート,良,2020年8月22日
清津峡ステークス ,1200,左,晴,芝,良,2020年8月22日
日本海ステークス ,2200,左,晴,芝,良,2020年8月22日
2歳未勝利,1400,左,晴,芝,良,2020年8月23日
3歳未勝利,1200,左,晴,ダート,良,2020年8月23日
3歳未勝利,2000,左,晴,芝,良,2020年8月23日
2歳新馬,1200,左,晴,芝,良,2020年8月23日
3歳未勝利,1800,左,晴,ダート,良,2020年8月23日
3歳以上1勝クラス,2400,左,晴,芝,良,2020年8月23日
阿賀野川特別 ,2200,左,晴,芝,良,2020年8月23日
NST賞 ,1200,左,晴,ダート,良,2020年8月23日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年8月23日
2歳未勝利,1800,左,曇,ダート,良,2020年8月29日
3歳未勝利,1200,左,曇,ダート,良,2020年8月29日
3歳未勝利,1800,左,曇,ダート,良,2020年8月29日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年8月29日
岩室温泉特別 ,1200,左,晴,ダート,良,2020年8月29日
BSN賞(L),1800,左,晴,ダート,良,2020年8月29日
3歳以上1勝クラス,1400,左,晴,芝,良,2020年8月29日
3歳未勝利,1800,左,晴,ダート,良,2020年8月30日
3歳未勝利,1200,左,曇,ダート,良,2020年8月30日
2歳新馬,2000,左,曇,芝,良,2020年8月30日
3歳未勝利,1200,左,晴,芝,良,2020年8月30日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年8月30日
朱鷺ステークス(L),1400,左,晴,芝,良,2020年8月30日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年8月30日
3歳未勝利,1800,左,晴,ダート,良,2020年9月5日
2歳新馬,1200,左,晴,ダート,良,2020年9月5日
2歳新馬,1400,左,晴,芝,良,2020年9月5日
3歳未勝利,2000,左,晴,芝,良,2020年9月5日
3歳未勝利,1400,左,晴,芝,良,2020年9月5日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年9月5日
両津湾特別 ,1800,左,晴,ダート,良,2020年9月5日
2歳未勝利,2000,左,晴,芝,良,2020年9月6日
3歳未勝利,1200,左,晴,ダート,良,2020年9月6日
3歳未勝利,1800,左,晴,ダート,良,2020年9月6日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年9月6日
3歳以上1勝クラス,2200,左,晴,芝,良,2020年9月6日
飯豊特別 ,1200,左,晴,芝,良,2020年9月6日
古町ステークス ,1800,左,晴,ダート,良,2020年9月6日
2歳未勝利,1800,左,曇,ダート,良,2020年10月10日
3歳以上1勝クラス,1200,左,曇,ダート,良,2020年10月10日
2歳未勝利,2000,左,曇,芝,良,2020年10月10日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年10月10日
3歳以上1勝クラス,1800,左,曇,ダート,良,2020年10月10日
萬代橋特別 ,2400,左,曇,芝,良,2020年10月10日
朝日岳特別 ,1200,左,曇,芝,良,2020年10月10日
2歳未勝利,1400,左,晴,芝,良,2020年10月11日
2歳未勝利,1200,左,晴,ダート,良,2020年10月11日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年10月11日
2歳新馬,1200,左,晴,ダート,良,2020年10月11日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年10月11日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年10月11日
北陸ステークス ,1200,左,晴,芝,良,2020年10月11日
菅名岳特別 ,1800,左,晴,ダート,良,2020年10月11日
2歳未勝利,1800,左,曇,ダート,良,2020年10月17日
2歳未勝利,1200,左,曇,ダート,良,2020年10月17日
2歳新馬,1400,左,曇,芝,良,2020年10月17日
3歳以上1勝クラス,2500,左,曇,ダート,良,2020年10月17日
3歳以上1勝クラス,1800,左,曇,ダート,良,2020年10月17日
3歳以上1勝クラス,1200,左,曇,ダート,良,2020年10月17日
2歳未勝利,1800,左,晴,ダート,良,2020年10月18日
2歳未勝利,1200,左,晴,芝,良,2020年10月18日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年10月18日
2歳新馬,1800,左,晴,ダート,良,2020年10月18日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年10月18日
3歳以上1勝クラス,1200,左,晴,ダート,良,2020年10月18日
3歳以上1勝クラス,1800,左,晴,ダート,良,2020年10月18日
信越ステークス(L),1400,左,晴,芝,良,2020年10月18日
妙高特別 ,1200,左,晴,ダート,良,2020年10月18日
2歳未勝利,1800,左,曇,ダート,重,2020年10月24日
2歳未勝利,1200,左,晴,ダート,重,2020年10月24日
3歳以上1勝クラス,1200,左,曇,ダート,重,2020年10月24日
3歳以上1勝クラス,1800,左,雨,ダート,重,2020年10月24日
十日町特別 ,1400,左,雨,芝,重,2020年10月24日
新潟牝馬ステークス ,2200,左,雨,芝,重,2020年10月24日
2歳未勝利,1400,左,晴,芝,重,2020年10月25日
2歳未勝利,1200,左,雨,ダート,不良,2020年10月25日
3歳以上1勝クラス,1800,左,雨,ダート,不良,2020年10月25日
3歳以上1勝クラス,1200,左,曇,ダート,重,2020年10月25日
3歳以上1勝クラス,1800,左,曇,ダート,重,2020年10月25日
3歳以上1勝クラス,1200,左,晴,ダート,重,2020年10月25日
岩船特別 ,2200,左,晴,芝,重,2020年10月25日
鳥屋野特別 ,1800,左,晴,ダート,重,2020年10月25日
3歳未勝利,1300,左,晴,ダート,稍重,2020年2月1日
3歳新馬,1400,左,晴,ダート,稍重,2020年2月1日
3歳未勝利,1600,左,晴,ダート,稍重,2020年2月1日
3歳1勝クラス,1600,左,晴,ダート,稍重,2020年2月1日
3歳未勝利,1600,左,晴,芝,良,2020年2月1日
3歳未勝利,2400,左,晴,芝,良,2020年2月1日
4歳以上1勝クラス,1400,左,晴,ダート,稍重,2020年2月1日
4歳以上2勝クラス,2100,左,晴,ダート,稍重,2020年2月1日
銀蹄ステークス ,1400,左,晴,ダート,稍重,2020年2月1日
クロッカスステークス(L),1400,左,晴,芝,良,2020年2月1日
白富士ステークス(L),2000,左,晴,芝,良,2020年2月1日
4歳以上1勝クラス,1800,左,晴,芝,良,2020年2月1日
3歳未勝利,1400,左,晴,ダート,良,2020年2月2日
3歳未勝利,2100,左,晴,ダート,良,2020年2月2日
3歳未勝利,1600,左,晴,ダート,良,2020年2月2日
3歳新馬,1600,左,晴,ダート,良,2020年2月2日
3歳未勝利,1800,左,晴,芝,良,2020年2月2日
3歳新馬,1600,左,晴,芝,良,2020年2月2日
4歳以上1勝クラス,2100,左,晴,ダート,良,2020年2月2日
4歳以上2勝クラス,1400,左,晴,ダート,良,2020年2月2日
セントポーリア賞 ,1800,左,晴,芝,良,2020年2月2日
早春ステークス ,2400,左,晴,芝,良,2020年2月2日
第34回根岸ステークス(G3),1400,左,晴,ダート,良,2020年2月2日
4歳以上2勝クラス,1800,左,晴,芝,良,2020年2月2日
3歳未勝利,1300,左,晴,ダート,良,2020年2月8日
3歳新馬,1400,左,晴,ダート,良,2020年2月8日
3歳未勝利,1600,左,晴,ダート,良,2020年2月8日
3歳1勝クラス,1400,左,晴,ダート,良,2020年2月8日
3歳未勝利,1800,左,晴,芝,良,2020年2月8日
3歳未勝利,2400,左,晴,芝,良,2020年2月8日
4歳以上1勝クラス,1300,左,晴,ダート,良,2020年2月8日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年2月8日
春菜賞 ,1400,左,晴,芝,良,2020年2月8日
箱根特別 ,2400,左,晴,芝,良,2020年2月8日
節分ステークス ,1600,左,晴,芝,良,2020年2月8日
4歳以上2勝クラス,1600,左,晴,ダート,良,2020年2月8日
3歳未勝利,1400,左,晴,ダート,良,2020年2月9日
3歳未勝利,2100,左,晴,ダート,良,2020年2月9日
3歳新馬,1600,左,晴,ダート,良,2020年2月9日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年2月9日
3歳未勝利,1600,左,晴,芝,良,2020年2月9日
3歳新馬,1800,左,晴,芝,良,2020年2月9日
4歳以上1勝クラス,2400,左,晴,芝,良,2020年2月9日
4歳以上2勝クラス,1300,左,晴,ダート,良,2020年2月9日
ゆりかもめ賞 ,2400,左,晴,芝,良,2020年2月9日
白嶺ステークス ,1600,左,晴,ダート,良,2020年2月9日
第70回東京新聞杯(G3),1600,左,晴,芝,良,2020年2月9日
4歳以上2勝クラス,1400,左,晴,芝,良,2020年2月9日
3歳未勝利,1400,左,晴,ダート,良,2020年2月15日
3歳未勝利,2100,左,晴,ダート,良,2020年2月15日
3歳未勝利,1600,左,晴,ダート,良,2020年2月15日
3歳1勝クラス,1600,左,晴,ダート,良,2020年2月15日
3歳未勝利,1400,左,晴,芝,良,2020年2月15日
3歳新馬,1800,左,晴,芝,良,2020年2月15日
4歳以上1勝クラス,1600,左,晴,芝,良,2020年2月15日
4歳以上1勝クラス,1400,左,晴,ダート,良,2020年2月15日
テレビ山梨杯 ,1800,左,曇,芝,良,2020年2月15日
雲雀ステークス ,1400,左,曇,芝,良,2020年2月15日
第55回デイリー杯クイーンC(G3),1600,左,曇,芝,良,2020年2月15日
4歳以上2勝クラス,1400,左,曇,ダート,良,2020年2月15日
3歳未勝利,1400,左,雨,ダート,稍重,2020年2月16日
3歳未勝利,1300,左,雨,ダート,稍重,2020年2月16日
3歳未勝利,1600,左,雨,ダート,稍重,2020年2月16日
3歳新馬,1600,左,雨,ダート,稍重,2020年2月16日
3歳未勝利,1800,左,曇,芝,稍重,2020年2月16日
3歳1勝クラス,1400,左,曇,芝,稍重,2020年2月16日
4歳以上1勝クラス,1600,左,曇,ダート,稍重,2020年2月16日
4歳以上2勝クラス,2100,左,曇,ダート,稍重,2020年2月16日
初音ステークス ,1800,左,曇,芝,稍重,2020年2月16日
バレンタインS ,1400,左,曇,ダート,稍重,2020年2月16日
第54回共同通信杯(G3),1800,左,曇,芝,稍重,2020年2月16日
4歳以上2勝クラス,1600,左,曇,芝,稍重,2020年2月16日
3歳未勝利,1400,左,曇,ダート,良,2020年2月22日
3歳未勝利,2100,左,晴,ダート,良,2020年2月22日
3歳1勝クラス,1400,左,晴,ダート,良,2020年2月22日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年2月22日
3歳未勝利,1600,左,晴,芝,良,2020年2月22日
3歳新馬,1800,左,晴,芝,良,2020年2月22日
4歳以上1勝クラス,1400,左,晴,ダート,良,2020年2月22日
フリージア賞 ,2000,左,晴,芝,良,2020年2月22日
4歳以上2勝クラス,1600,左,晴,ダート,良,2020年2月22日
金蹄ステークス ,2100,左,晴,ダート,良,2020年2月22日
第70回ダイヤモンドS(G3),3400,左,曇,芝,良,2020年2月22日
4歳以上2勝クラス,1400,左,曇,芝,良,2020年2月22日
3歳未勝利,1400,左,晴,ダート,良,2020年2月23日
3歳新馬,1400,左,晴,ダート,良,2020年2月23日
3歳未勝利,1600,左,晴,ダート,良,2020年2月23日
3歳未勝利,2400,左,晴,芝,良,2020年2月23日
3歳1勝クラス,1600,左,晴,芝,良,2020年2月23日
4歳以上1勝クラス,2100,左,晴,ダート,良,2020年2月23日
4歳以上1勝クラス,1800,左,晴,芝,良,2020年2月23日
4歳以上2勝クラス,2000,左,晴,芝,良,2020年2月23日
ヒヤシンスステークス(L),1600,左,晴,ダート,良,2020年2月23日
アメジストステークス ,2000,左,晴,芝,良,2020年2月23日
第37回フェブラリーS(G1),1600,左,晴,ダート,良,2020年2月23日
大島特別 ,1400,左,晴,ダート,良,2020年2月23日
3歳未勝利,1600,左,晴,ダート,良,2020年4月25日
3歳未勝利,1400,左,晴,ダート,良,2020年4月25日
3歳未勝利,2100,左,晴,ダート,良,2020年4月25日
3歳未勝利,2000,左,晴,芝,良,2020年4月25日
3歳未勝利,1400,左,晴,芝,良,2020年4月25日
3歳未勝利,1800,左,晴,芝,良,2020年4月25日
3歳1勝クラス,1400,左,晴,ダート,良,2020年4月25日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年4月25日
新緑賞 ,2300,左,晴,芝,良,2020年4月25日
府中特別 ,1400,左,晴,芝,良,2020年4月25日
オアシスステークス(L),1600,左,晴,ダート,良,2020年4月25日
4歳以上2勝クラス,1400,左,晴,ダート,良,2020年4月25日
3歳未勝利,1400,左,晴,ダート,良,2020年4月26日
3歳未勝利,1600,左,晴,ダート,良,2020年4月26日
3歳未勝利,2400,左,晴,芝,良,2020年4月26日
3歳未勝利,1600,左,晴,芝,良,2020年4月26日
3歳未勝利,1400,左,晴,芝,良,2020年4月26日
3歳1勝クラス,1600,左,晴,ダート,良,2020年4月26日
4歳以上1勝クラス,2000,左,晴,芝,良,2020年4月26日
4歳以上1勝クラス,1400,左,晴,ダート,良,2020年4月26日
石和特別 ,1800,左,晴,芝,良,2020年4月26日
鎌倉ステークス ,1400,左,晴,ダート,良,2020年4月26日
第55回サンスポ賞フローラS(G2),2000,左,晴,芝,良,2020年4月26日
4歳以上2勝クラス,1600,左,晴,ダート,良,2020年4月26日
3歳未勝利,1600,左,晴,ダート,良,2020年5月2日
3歳未勝利,1400,左,晴,ダート,良,2020年5月2日
3歳未勝利,2100,左,晴,ダート,良,2020年5月2日
3歳未勝利,1400,左,晴,芝,良,2020年5月2日
3歳未勝利,1800,左,晴,芝,良,2020年5月2日
3歳1勝クラス,1600,左,晴,芝,良,2020年5月2日
3歳1勝クラス,1400,左,晴,ダート,良,2020年5月2日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年5月2日
秩父特別 ,1600,左,晴,芝,良,2020年5月2日
春光ステークス ,2100,左,晴,ダート,良,2020年5月2日
第27回テレビ東京杯青葉賞(G2),2400,左,晴,芝,良,2020年5月2日
4歳以上2勝クラス,1300,左,晴,ダート,良,2020年5月2日
3歳未勝利,1400,左,晴,ダート,良,2020年5月3日
3歳未勝利,1600,左,晴,ダート,良,2020年5月3日
3歳未勝利,1300,左,晴,ダート,良,2020年5月3日
3歳未勝利,1600,左,晴,芝,良,2020年5月3日
3歳未勝利,2000,左,晴,芝,良,2020年5月3日
3歳1勝クラス,1600,左,晴,ダート,良,2020年5月3日
4歳以上1勝クラス,1600,左,晴,芝,良,2020年5月3日
4歳以上1勝クラス,1400,左,晴,ダート,良,2020年5月3日
陣馬特別 ,2400,左,晴,芝,良,2020年5月3日
晩春ステークス ,1400,左,晴,芝,良,2020年5月3日
スイートピーS(L),1800,左,晴,芝,良,2020年5月3日
4歳以上2勝クラス,2100,左,晴,ダート,良,2020年5月3日
3歳未勝利,1600,左,晴,ダート,良,2020年5月9日
3歳未勝利,1300,左,晴,ダート,良,2020年5月9日
3歳未勝利,1600,左,晴,ダート,良,2020年5月9日
3歳未勝利,1400,左,晴,ダート,良,2020年5月9日
3歳未勝利,1600,左,晴,芝,良,2020年5月9日
3歳1勝クラス,1600,左,晴,ダート,良,2020年5月9日
4歳以上1勝クラス,2400,左,晴,芝,良,2020年5月9日
4歳以上2勝クラス,1400,左,晴,芝,良,2020年5月9日
立夏ステークス ,1600,左,晴,ダート,良,2020年5月9日
メトロポリタンS(L),2400,左,曇,芝,良,2020年5月9日
プリンシパルS(L),2000,左,曇,芝,良,2020年5月9日
4歳以上2勝クラス,1400,左,曇,ダート,良,2020年5月9日
3歳未勝利,1400,左,晴,ダート,良,2020年5月10日
3歳未勝利,1600,左,晴,ダート,良,2020年5月10日
3歳未勝利,2300,左,晴,芝,良,2020年5月10日
3歳未勝利,1800,左,晴,芝,良,2020年5月10日
3歳1勝クラス,1400,左,晴,芝,良,2020年5月10日
4歳以上1勝クラス,1300,左,晴,ダート,良,2020年5月10日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年5月10日
4歳以上2勝クラス,2000,左,晴,芝,良,2020年5月10日
緑風ステークス ,2400,左,晴,芝,良,2020年5月10日
ブリリアントS(L),2100,左,晴,ダート,良,2020年5月10日
第25回NHKマイルカップ(G1),1600,左,晴,芝,良,2020年5月10日
立川特別 ,1600,左,晴,ダート,良,2020年5月10日
3歳未勝利,1400,左,雨,ダート,良,2020年5月16日
3歳未勝利,1600,左,雨,ダート,良,2020年5月16日
3歳未勝利,1300,左,雨,ダート,良,2020年5月16日
3歳未勝利,1800,左,雨,芝,良,2020年5月16日
3歳未勝利,2000,左,雨,芝,稍重,2020年5月16日
3歳1勝クラス,1400,左,雨,ダート,稍重,2020年5月16日
3歳1勝クラス,1600,左,雨,芝,稍重,2020年5月16日
4歳以上1勝クラス,1600,左,雨,ダート,稍重,2020年5月16日
