,race_id,race_name,race_class,course_len,rotation,weather,race_type,ground_state,date
0,202101010101,3歳未勝利,3歳未勝利,1200,右,小雨,芝,良,2021年6月12日
1,202101010102,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年6月12日
2,202101010103,3歳未勝利,3歳未勝利,1000,右,曇,ダート,良,2021年6月12日
3,202101010104,3歳未勝利,3歳未勝利,2000,右,曇,芝,良,2021年6月12日
4,202101010105,2歳新馬,2歳新馬,1000,右,曇,芝,良,2021年6月12日
5,202101010106,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年6月12日
6,202101010107,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,曇,ダート,良,2021年6月12日
7,202101010108,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,曇,芝,良,2021年6月12日
8,202101010109,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年6月12日
9,202101010110,積丹特別 ,3歳以上1勝クラス,2600,右,晴,芝,良,2021年6月12日
10,202101010111,大倉山特別 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年6月12日
11,202101010112,HTB賞 ,3歳以上2勝クラス,1800,右,晴,芝,良,2021年6月12日
12,202101010201,3歳未勝利,3歳未勝利,1500,右,晴,芝,良,2021年6月13日
13,202101010202,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年6月13日
14,202101010203,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年6月13日
15,202101010204,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年6月13日
16,202101010205,2歳新馬,2歳新馬,1200,右,晴,芝,良,2021年6月13日
17,202101010206,3歳未勝利,3歳未勝利,1800,右,晴,芝,良,2021年6月13日
18,202101010207,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年6月13日
19,202101010208,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年6月13日
20,202101010209,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年6月13日
21,202101010210,十勝岳特別 ,3歳以上1勝クラス,1800,右,晴,芝,良,2021年6月13日
22,202101010211,第28回函館スプリントS(G3),3歳以上オープン,1200,右,晴,芝,良,2021年6月13日
23,202101010212,桑園特別 ,3歳以上2勝クラス,1700,右,晴,ダート,良,2021年6月13日
24,202101010301,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年6月19日
25,202101010302,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年6月19日
26,202101010303,3歳未勝利,3歳未勝利,2600,右,晴,芝,良,2021年6月19日
27,202101010304,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年6月19日
28,202101010305,2歳新馬,2歳新馬,1200,右,曇,芝,良,2021年6月19日
29,202101010306,2歳新馬,2歳新馬,1000,右,曇,ダート,良,2021年6月19日
30,202101010307,3歳未勝利,3歳未勝利,1800,右,曇,芝,良,2021年6月19日
31,202101010308,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,曇,ダート,良,2021年6月19日
32,202101010309,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,良,2021年6月19日
33,202101010310,利尻特別 ,3歳以上1勝クラス,2000,右,曇,芝,良,2021年6月19日
34,202101010311,STV賞 ,3歳以上2勝クラス,1500,右,曇,芝,良,2021年6月19日
35,202101010312,礼文特別 ,3歳以上1勝クラス,1200,右,曇,芝,良,2021年6月19日
36,202101010401,3歳未勝利,3歳未勝利,1200,右,曇,芝,稍重,2021年6月20日
37,202101010402,3歳未勝利,3歳未勝利,1700,右,曇,ダート,重,2021年6月20日
38,202101010403,3歳未勝利,3歳未勝利,1000,右,晴,ダート,重,2021年6月20日
39,202101010404,3歳未勝利,3歳未勝利,2000,右,晴,芝,稍重,2021年6月20日
40,202101010405,2歳新馬,2歳新馬,1200,右,曇,芝,稍重,2021年6月20日
41,202101010406,3歳未勝利,3歳未勝利,1700,右,曇,ダート,稍重,2021年6月20日
42,202101010407,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,曇,芝,良,2021年6月20日
43,202101010408,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,稍重,2021年6月20日
44,202101010409,3歳以上1勝クラス,3歳以上1勝クラス,1500,右,曇,芝,良,2021年6月20日
45,202101010410,知床特別 ,3歳以上1勝クラス,1800,右,曇,芝,良,2021年6月20日
46,202101010411,しらかばステークス ,3歳以上3勝クラス,1200,右,曇,芝,良,2021年6月20日
47,202101010412,報知杯大雪山特別 ,3歳以上2勝クラス,1700,右,曇,ダート,稍重,2021年6月20日
48,202101010501,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年6月26日
49,202101010502,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年6月26日
50,202101010503,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年6月26日
51,202101010504,3歳未勝利,3歳未勝利,1500,右,晴,芝,良,2021年6月26日
52,202101010505,2歳新馬,2歳新馬,1200,右,晴,芝,良,2021年6月26日
53,202101010506,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年6月26日
54,202101010507,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年6月26日
55,202101010508,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年6月26日
56,202101010509,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年6月26日
57,202101010510,北辰特別 ,3歳以上1勝クラス,1800,右,晴,芝,良,2021年6月26日
58,202101010511,TVh賞 ,3歳以上オープン,1200,右,晴,芝,良,2021年6月26日
59,202101010512,ポプラ特別 ,3歳以上2勝クラス,1700,右,晴,ダート,良,2021年6月26日
60,202101010601,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年6月27日
61,202101010602,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年6月27日
62,202101010603,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年6月27日
63,202101010604,3歳未勝利,3歳未勝利,1800,右,晴,芝,良,2021年6月27日
64,202101010605,2歳新馬,2歳新馬,1200,右,晴,芝,良,2021年6月27日
65,202101010606,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年6月27日
66,202101010607,3歳以上1勝クラス,3歳以上1勝クラス,2600,右,晴,芝,良,2021年6月27日
67,202101010608,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年6月27日
68,202101010609,3歳以上1勝クラス,3歳以上1勝クラス,1500,右,晴,芝,良,2021年6月27日
69,202101010610,ライラック賞 ,3歳以上2勝クラス,2000,右,晴,芝,良,2021年6月27日
70,202101010611,大沼ステークス(L),3歳以上オープン,1700,右,晴,ダート,良,2021年6月27日
71,202101010612,HBC賞 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年6月27日
72,202101020101,2歳未勝利,2歳未勝利,1800,右,晴,芝,良,2021年8月14日
73,202101020102,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月14日
74,202101020103,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年8月14日
75,202101020104,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年8月14日
76,202101020105,2歳新馬,2歳新馬,1500,右,晴,芝,良,2021年8月14日
77,202101020106,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月14日
78,202101020107,3歳以上1勝クラス,3歳以上1勝クラス,2600,右,晴,芝,良,2021年8月14日
79,202101020108,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,良,2021年8月14日
80,202101020109,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,曇,芝,良,2021年8月14日
81,202101020110,コスモス賞 ,2歳オープン,1800,右,曇,芝,良,2021年8月14日
82,202101020111,羊蹄山ステークス ,3歳以上3勝クラス,1700,右,曇,ダート,良,2021年8月14日
83,202101020112,札幌道新スポーツ賞 ,3歳以上2勝クラス,1500,右,曇,芝,良,2021年8月14日
84,202101020201,2歳未勝利,2歳未勝利,1200,右,曇,芝,良,2021年8月15日
85,202101020202,3歳未勝利,3歳未勝利,2400,右,曇,ダート,良,2021年8月15日
86,202101020203,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年8月15日
87,202101020204,3歳未勝利,3歳未勝利,1500,右,曇,芝,良,2021年8月15日
88,202101020205,2歳新馬,2歳新馬,2000,右,曇,芝,良,2021年8月15日
89,202101020206,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,曇,ダート,良,2021年8月15日
90,202101020207,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,良,2021年8月15日
91,202101020208,3歳以上1勝クラス,3歳以上1勝クラス,1500,右,曇,芝,良,2021年8月15日
92,202101020209,3歳以上2勝クラス,3歳以上2勝クラス,1000,右,曇,ダート,良,2021年8月15日
93,202101020210,石狩特別 ,3歳以上1勝クラス,1800,右,曇,芝,良,2021年8月15日
94,202101020211,UHB賞 ,3歳以上オープン,1200,右,曇,芝,良,2021年8月15日
95,202101020212,藻岩山特別 ,3歳以上2勝クラス,2000,右,曇,芝,良,2021年8月15日
96,202101020301,2歳未勝利,2歳未勝利,1800,右,晴,芝,良,2021年8月21日
97,202101020302,2歳未勝利,2歳未勝利,1700,右,晴,ダート,良,2021年8月21日
98,202101020303,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月21日
99,202101020304,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年8月21日
100,202101020305,2歳新馬,2歳新馬,1500,右,晴,芝,良,2021年8月21日
101,202101020306,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月21日
102,202101020307,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年8月21日
103,202101020308,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年8月21日
104,202101020309,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年8月21日
105,202101020310,富良野特別 ,3歳以上1勝クラス,2000,右,晴,芝,良,2021年8月21日
106,202101020311,札幌日刊スポーツ杯 ,3歳以上2勝クラス,2600,右,晴,芝,良,2021年8月21日
107,202101020312,千歳特別 ,3歳以上1勝クラス,1500,右,晴,芝,良,2021年8月21日
108,202101020401,2歳未勝利,2歳未勝利,1500,右,晴,芝,良,2021年8月22日
109,202101020402,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年8月22日
110,202101020403,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月22日
111,202101020404,3歳未勝利,3歳未勝利,2600,右,晴,芝,良,2021年8月22日
112,202101020405,2歳新馬,2歳新馬,1800,右,晴,芝,良,2021年8月22日
113,202101020406,3歳以上1勝クラス,3歳以上1勝クラス,2400,右,晴,ダート,良,2021年8月22日
114,202101020407,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年8月22日
115,202101020408,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,曇,芝,良,2021年8月22日
116,202101020409,クローバー賞 ,2歳オープン,1500,右,曇,芝,良,2021年8月22日
117,202101020410,大通公園特別 ,3歳以上2勝クラス,1700,右,曇,ダート,良,2021年8月22日
118,202101020411,第57回札幌記念(G2),3歳以上オープン,2000,右,曇,芝,良,2021年8月22日
119,202101020412,手稲山特別 ,3歳以上2勝クラス,1200,右,小雨,芝,良,2021年8月22日
120,202101020501,2歳未勝利,2歳未勝利,1800,右,晴,芝,良,2021年8月28日
121,202101020502,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年8月28日
122,202101020503,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年8月28日
123,202101020504,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月28日
124,202101020505,2歳新馬,2歳新馬,1700,右,晴,ダート,良,2021年8月28日
125,202101020506,3歳未勝利,3歳未勝利,1500,右,曇,芝,良,2021年8月28日
126,202101020507,3歳以上1勝クラス,3歳以上1勝クラス,1800,右,曇,芝,良,2021年8月28日
127,202101020508,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,良,2021年8月28日
128,202101020509,ルスツ特別 ,3歳以上1勝クラス,2600,右,晴,芝,良,2021年8月28日
129,202101020510,摩周湖特別 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年8月28日
130,202101020511,オホーツクステークス ,3歳以上3勝クラス,2000,右,晴,芝,良,2021年8月28日
131,202101020512,ニセコ特別 ,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年8月28日
132,202101020601,2歳未勝利,2歳未勝利,1500,右,晴,芝,良,2021年8月29日
133,202101020602,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年8月29日
134,202101020603,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月29日
135,202101020604,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年8月29日
136,202101020605,2歳新馬,2歳新馬,1800,右,晴,芝,良,2021年8月29日
137,202101020606,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月29日
138,202101020607,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年8月29日
139,202101020608,3歳以上1勝クラス,3歳以上1勝クラス,1500,右,晴,芝,良,2021年8月29日
140,202101020609,小樽特別 ,3歳以上1勝クラス,1200,右,晴,芝,良,2021年8月29日
141,202101020610,苫小牧特別 ,3歳以上2勝クラス,1700,右,晴,ダート,良,2021年8月29日
142,202101020611,第16回キーンランドカップ(G3),3歳以上オープン,1200,右,晴,芝,良,2021年8月29日
143,202101020612,支笏湖特別 ,3歳以上2勝クラス,1800,右,晴,芝,良,2021年8月29日
144,202101020701,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年9月4日
145,202101020702,2歳未勝利,2歳未勝利,1700,右,晴,ダート,良,2021年9月4日
146,202101020703,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年9月4日
147,202101020704,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年9月4日
148,202101020705,2歳新馬,2歳新馬,1500,右,晴,芝,良,2021年9月4日
149,202101020706,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年9月4日
150,202101020707,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年9月4日
151,202101020708,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,晴,芝,良,2021年9月4日
152,202101020709,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年9月4日
153,202101020710,札幌スポニチ賞 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年9月4日
154,202101020711,第56回札幌2歳ステークス(G3),2歳オープン,1800,右,晴,芝,良,2021年9月4日
155,202101020712,日高ステークス ,3歳以上3勝クラス,1500,右,晴,芝,良,2021年9月4日
156,202101020801,2歳未勝利,2歳未勝利,2000,右,晴,芝,稍重,2021年9月5日
157,202101020802,2歳未勝利,2歳未勝利,1500,右,晴,芝,稍重,2021年9月5日
158,202101020803,3歳未勝利,3歳未勝利,1700,右,晴,ダート,稍重,2021年9月5日
159,202101020804,3歳未勝利,3歳未勝利,1200,右,晴,芝,稍重,2021年9月5日
160,202101020805,3歳未勝利,3歳未勝利,1700,右,晴,ダート,稍重,2021年9月5日
161,202101020806,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,稍重,2021年9月5日
162,202101020807,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,稍重,2021年9月5日
163,202101020808,3歳以上1勝クラス,3歳以上1勝クラス,1800,右,晴,芝,稍重,2021年9月5日
164,202101020809,3歳以上2勝クラス,3歳以上2勝クラス,1700,右,晴,ダート,稍重,2021年9月5日
165,202101020810,すずらん賞 ,2歳オープン,1200,右,晴,芝,良,2021年9月5日
166,202101020811,丹頂ステークス ,3歳以上オープン,2600,右,晴,芝,良,2021年9月5日
167,202101020812,釧路湿原特別 ,3歳以上2勝クラス,2000,右,晴,芝,良,2021年9月5日
168,202102010101,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年7月3日
169,202102010102,3歳未勝利,3歳未勝利,2400,右,晴,ダート,良,2021年7月3日
170,202102010103,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月3日
171,202102010104,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年7月3日
172,202102010105,2歳新馬,2歳新馬,1200,右,晴,芝,良,2021年7月3日
173,202102010106,3歳未勝利,3歳未勝利,1800,右,晴,芝,良,2021年7月3日
174,202102010107,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年7月3日
175,202102010108,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年7月3日
176,202102010109,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月3日
177,202102010110,臥牛山特別 ,3歳以上1勝クラス,2000,右,晴,芝,良,2021年7月3日
178,202102010111,函館日刊スポーツ杯 ,3歳以上3勝クラス,1200,右,晴,芝,良,2021年7月3日
179,202102010112,洞爺湖特別 ,3歳以上2勝クラス,1800,右,晴,芝,良,2021年7月3日
180,202102010201,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年7月4日
181,202102010202,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月4日
182,202102010203,3歳未勝利,3歳未勝利,1000,右,曇,ダート,良,2021年7月4日
183,202102010204,3歳未勝利,3歳未勝利,2000,右,曇,芝,良,2021年7月4日
184,202102010205,2歳新馬,2歳新馬,1800,右,曇,芝,良,2021年7月4日
185,202102010206,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月4日
186,202102010207,3歳以上1勝クラス,3歳以上1勝クラス,2400,右,曇,ダート,良,2021年7月4日
187,202102010208,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,曇,芝,良,2021年7月4日
188,202102010209,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,曇,芝,良,2021年7月4日
189,202102010210,檜山特別 ,3歳以上2勝クラス,1700,右,曇,ダート,良,2021年7月4日
190,202102010211,巴賞 ,3歳以上オープン,1800,右,曇,芝,良,2021年7月4日
191,202102010212,HTB杯 ,3歳以上2勝クラス,1200,右,曇,芝,良,2021年7月4日
192,202102010301,2歳未勝利,2歳未勝利,1200,右,曇,芝,良,2021年7月10日
193,202102010302,3歳未勝利,3歳未勝利,1000,右,曇,ダート,良,2021年7月10日
194,202102010303,3歳未勝利,3歳未勝利,1200,右,曇,芝,良,2021年7月10日
195,202102010304,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月10日
196,202102010305,2歳新馬,2歳新馬,1200,右,小雨,芝,良,2021年7月10日
197,202102010306,3歳未勝利,3歳未勝利,2000,右,雨,芝,良,2021年7月10日
198,202102010307,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,雨,ダート,稍重,2021年7月10日
199,202102010308,3歳以上1勝クラス,3歳以上1勝クラス,1800,右,雨,芝,稍重,2021年7月10日
200,202102010309,3歳以上2勝クラス,3歳以上2勝クラス,1000,右,雨,ダート,稍重,2021年7月10日
201,202102010310,下北半島特別 ,3歳以上1勝クラス,1200,右,雨,芝,稍重,2021年7月10日
202,202102010311,マリーンステークス ,3歳以上オープン,1700,右,小雨,ダート,稍重,2021年7月10日
203,202102010312,駒ケ岳特別 ,3歳以上2勝クラス,2600,右,小雨,芝,稍重,2021年7月10日
204,202102010401,2歳未勝利,2歳未勝利,1000,右,曇,ダート,重,2021年7月11日
205,202102010402,3歳未勝利,3歳未勝利,1200,右,曇,芝,稍重,2021年7月11日
206,202102010403,3歳未勝利,3歳未勝利,1800,右,曇,芝,稍重,2021年7月11日
207,202102010404,3歳未勝利,3歳未勝利,1700,右,曇,ダート,重,2021年7月11日
208,202102010405,2歳新馬,2歳新馬,1800,右,曇,芝,稍重,2021年7月11日
209,202102010406,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,曇,ダート,重,2021年7月11日
210,202102010407,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,曇,芝,稍重,2021年7月11日
211,202102010408,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,重,2021年7月11日
212,202102010409,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,曇,芝,稍重,2021年7月11日
213,202102010410,津軽海峡特別 ,3歳以上2勝クラス,1700,右,曇,ダート,重,2021年7月11日
214,202102010411,五稜郭ステークス ,3歳以上3勝クラス,1800,右,曇,芝,稍重,2021年7月11日
215,202102010412,函館道新スポーツ杯 ,3歳以上2勝クラス,1200,右,曇,芝,稍重,2021年7月11日
216,202102010501,2歳未勝利,2歳未勝利,1800,右,晴,芝,良,2021年7月17日
217,202102010502,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月17日
218,202102010503,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年7月17日
219,202102010504,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月17日
220,202102010505,2歳新馬,2歳新馬,1000,右,晴,ダート,良,2021年7月17日
221,202102010506,3歳未勝利,3歳未勝利,1800,右,晴,芝,良,2021年7月17日
222,202102010507,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年7月17日
223,202102010508,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年7月17日
224,202102010509,3歳以上1勝クラス,3歳以上1勝クラス,2600,右,晴,芝,良,2021年7月17日
225,202102010510,湯浜特別 ,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月17日
226,202102010511,第53回函館2歳ステークス(G3),2歳オープン,1200,右,晴,芝,良,2021年7月17日
227,202102010512,かもめ島特別 ,3歳以上2勝クラス,1800,右,晴,芝,良,2021年7月17日
228,202102010601,2歳未勝利,2歳未勝利,1200,右,晴,芝,良,2021年7月18日
229,202102010602,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月18日
230,202102010603,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年7月18日
231,202102010604,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年7月18日
232,202102010605,2歳新馬,2歳新馬,1800,右,晴,芝,良,2021年7月18日
233,202102010606,3歳未勝利,3歳未勝利,2600,右,晴,芝,良,2021年7月18日
234,202102010607,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月18日
235,202102010608,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年7月18日
236,202102010609,恵山特別 ,3歳以上1勝クラス,1800,右,晴,芝,良,2021年7月18日
237,202102010610,渡島特別 ,3歳以上2勝クラス,1700,右,晴,ダート,良,2021年7月18日
238,202102010611,第57回函館記念(G3),3歳以上オープン,2000,右,晴,芝,良,2021年7月18日
239,202102010612,湯の川温泉特別 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年7月18日
240,202102010701,2歳未勝利,2歳未勝利,1800,右,曇,芝,良,2021年7月24日
241,202102010702,3歳未勝利,3歳未勝利,1200,右,曇,芝,良,2021年7月24日
242,202102010703,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月24日
243,202102010704,3歳未勝利,3歳未勝利,1200,右,曇,芝,良,2021年7月24日
244,202102010705,2歳新馬,2歳新馬,1700,右,曇,ダート,良,2021年7月24日
245,202102010706,3歳未勝利,3歳未勝利,1800,右,曇,芝,良,2021年7月24日
246,202102010707,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年7月24日
247,202102010708,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月24日
248,202102010709,奥尻特別 ,3歳以上1勝クラス,2000,右,晴,芝,良,2021年7月24日
249,202102010710,噴火湾特別 ,3歳以上2勝クラス,1000,右,晴,ダート,良,2021年7月24日
250,202102010711,TVh杯 ,3歳以上3勝クラス,1200,右,晴,芝,良,2021年7月24日
251,202102010712,3歳以上2勝クラス,3歳以上2勝クラス,1700,右,晴,ダート,良,2021年7月24日
252,202102010801,2歳未勝利,2歳未勝利,1200,右,曇,芝,良,2021年7月25日
253,202102010802,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月25日
254,202102010803,3歳未勝利,3歳未勝利,1000,右,曇,ダート,良,2021年7月25日
255,202102010804,3歳未勝利,3歳未勝利,2000,右,晴,芝,良,2021年7月25日
256,202102010805,2歳新馬,2歳新馬,1800,右,晴,芝,良,2021年7月25日
257,202102010806,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年7月25日
258,202102010807,3歳以上1勝クラス,3歳以上1勝クラス,1800,右,晴,芝,良,2021年7月25日
259,202102010808,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月25日
260,202102010809,北海ハンデキャップ ,3歳以上2勝クラス,2000,右,晴,芝,良,2021年7月25日
261,202102010810,立待岬特別 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年7月25日
262,202102010811,UHB杯 ,3歳以上3勝クラス,1700,右,晴,ダート,良,2021年7月25日
263,202102010812,3歳以上1勝クラス,3歳以上1勝クラス,1200,右,晴,芝,良,2021年7月25日
264,202102010901,2歳未勝利,2歳未勝利,1200,右,曇,芝,良,2021年7月31日
265,202102010902,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月31日
266,202102010903,3歳未勝利,3歳未勝利,1000,右,曇,ダート,良,2021年7月31日
267,202102010904,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年7月31日
268,202102010905,2歳新馬,2歳新馬,1200,右,晴,芝,良,2021年7月31日
269,202102010906,3歳未勝利,3歳未勝利,1800,右,晴,芝,良,2021年7月31日
270,202102010907,3歳以上1勝クラス,3歳以上1勝クラス,2000,右,晴,芝,良,2021年7月31日
271,202102010908,3歳以上1勝クラス,3歳以上1勝クラス,1000,右,晴,ダート,良,2021年7月31日
272,202102010909,八甲田山特別 ,3歳以上1勝クラス,2600,右,晴,芝,良,2021年7月31日
273,202102010910,美利河特別 ,3歳以上2勝クラス,1200,右,晴,芝,良,2021年7月31日
274,202102010911,STV杯 ,3歳以上3勝クラス,2000,右,晴,芝,良,2021年7月31日
275,202102010912,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,晴,ダート,良,2021年7月31日
276,202102011001,2歳未勝利,2歳未勝利,1000,右,曇,ダート,良,2021年8月1日
277,202102011002,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年8月1日
278,202102011003,3歳未勝利,3歳未勝利,2000,右,小雨,芝,良,2021年8月1日
279,202102011004,3歳未勝利,3歳未勝利,1700,右,曇,ダート,良,2021年8月1日
280,202102011005,2歳新馬,2歳新馬,2000,右,曇,芝,良,2021年8月1日
281,202102011006,3歳未勝利,3歳未勝利,1200,右,曇,芝,良,2021年8月1日
282,202102011007,3歳以上1勝クラス,3歳以上1勝クラス,1800,右,曇,芝,良,2021年8月1日
283,202102011008,3歳以上1勝クラス,3歳以上1勝クラス,1700,右,曇,ダート,良,2021年8月1日
284,202102011009,長万部特別 ,3歳以上1勝クラス,1200,右,曇,芝,良,2021年8月1日
285,202102011010,横津岳特別 ,3歳以上2勝クラス,2600,右,曇,芝,良,2021年8月1日
286,202102011011,第69回クイーンステークス(G3),3歳以上オープン,1800,右,雨,芝,良,2021年8月1日
287,202102011012,竜飛崎特別 ,3歳以上2勝クラス,1700,右,曇,ダート,良,2021年8月1日
288,202102011101,2歳未勝利,2歳未勝利,1800,右,晴,芝,良,2021年8月7日
289,202102011102,3歳未勝利,3歳未勝利,1700,右,晴,ダート,良,2021年8月7日
290,202102011103,3歳未勝利,3歳未勝利,1200,右,晴,芝,良,2021年8月7日
291,202102011104,3歳未勝利,3歳未勝利,1000,右,晴,ダート,良,2021年8月7日
