,race_id,着順,枠番,馬番,馬名,斤量,騎手,タイム,上り,単勝,人気,性,年齢,体重,体重変化
8,201901010104,9,2,2,ハルノナゴリ,54,石川裕紀,2:03.4,36.8,87.4,9,牝,3,424,-4
9,201901010104,10,1,1,デルマトリアノン,54,荻野極,2:03.4,35.7,174.7,11,牝,3,448,-10
10,201901010104,11,6,9,プロース,53,菅原明良,2:03.7,37.0,84.2,8,牡,3,478,2
11,201901010104,12,4,5,マミーフィンガー,54,横山和生,2:03.7,35.6,186.4,12,牝,3,434,0
12,201901010104,13,8,13,ヴェルトラウン,56,古川吉洋,2:03.7,35.8,100.8,10,牡,3,424,0
13,201901010104,14,3,4,アビトレイタ,56,黛弘人,2:04.4,36.3,223.2,13,牡,3,504,-4
0,201901010105,1,1,1,エイリアス,54,柴山雄一,1:31.1,34.7,10.7,4,牡,2,466,0
1,201901010105,2,7,8,インプルソ,54,黛弘人,1:31.1,35.1,67.0,8,牡,2,448,0
2,201901010105,3,3,3,アルファウェーブ,54,ルメール,1:31.1,34.7,1.5,1,牡,2,516,0
3,201901010105,4,4,4,ポーカークイーン,54,松田大作,1:31.2,35.3,7.0,3,牝,2,430,0
4,201901010105,5,2,2,ウインセレナード,54,松岡正海,1:31.4,35.2,5.2,2,牝,2,456,0
5,201901010105,6,5,5,サイモンルグラン,54,勝浦正樹,1:31.8,35.2,18.8,5,牡,2,476,0
6,201901010105,7,8,9,クレパト,54,吉田隼人,1:32.1,36.0,26.9,6,牝,2,468,0
7,201901010105,8,8,10,オーケーメジャー,54,石川裕紀,1:32.3,36.0,42.7,7,牡,2,458,0
8,201901010105,9,7,7,ジェッティー,54,国分恭介,1:32.6,36.1,106.1,10,牡,2,430,0
0,201901010106,1,8,8,ダイヤレイジング,54,岩田康誠,1:46.9,40.0,8.6,5,牝,3,444,-4
1,201901010106,2,5,5,シゲルクロダイヤ,56,古川吉洋,1:46.9,39.6,2.2,1,牡,3,496,4
2,201901010106,3,2,2,ピエナガウディ,56,城戸義政,1:47.2,40.2,95.0,8,牡,3,432,-4
3,201901010106,4,4,4,コンシード,56,丹内祐次,1:47.5,40.3,3.8,2,牡,3,454,-12
4,201901010106,5,6,6,ルルド,56,荻野極,1:47.8,39.9,13.7,6,牡,3,416,-11
5,201901010106,6,3,3,オウケンスターマン,53,団野大成,1:47.8,40.7,6.9,4,牡,3,478,-2
6,201901010106,7,7,7,エメラルドカット,54,的場勇人,1:48.4,40.4,47.5,7,牝,3,476,-4
0,201901010107,1,7,8,マイネルバトゥータ,54,丹内祐次,0:58.5,35.5,1.8,1,牡,3,476,-12
1,201901010107,2,4,4,エルピド,54,勝浦正樹,0:58.6,35.2,28.0,9,牡,3,450,-10
2,201901010107,3,6,7,プリンセスヨウク,55,黛弘人,0:58.8,34.3,52.0,11,牝,5,446,-2
3,201901010107,4,3,3,ペイシャディア,55,横山和生,0:58.9,35.9,20.6,6,牝,4,440,-2
4,201901010107,5,8,10,タイキラメール,57,荻野琢真,0:58.9,35.2,8.4,3,牡,6,478,2
5,201901010107,6,1,1,クリノカサット,55,加藤祥太,0:59.1,35.3,34.8,10,牝,4,436,-4
6,201901010107,7,5,5,ラガーユミリン,55,池添謙一,0:59.3,35.2,12.4,5,牝,5,458,-2
7,201901010107,8,2,2,ハービーボンズ,57,吉田隼人,0:59.5,35.5,25.6,8,セ,4,430,2
8,201901010107,9,6,6,ロシアンブルー,49,菅原明良,0:59.9,36.9,10.5,4,牝,3,414,-14
9,201901010107,10,8,11,ヒロノオリオン,55,岩田康誠,0:59.9,36.8,5.1,2,牝,4,486,-2
10,201901010107,11,7,9,ヘーザ,55,城戸義政,1:00.5,37.4,25.1,7,牝,4,430,-4
0,201901010108,1,2,2,マーマレードガール,52,丹内祐次,1:08.5,34.8,4.3,3,牝,3,456,-4
1,201901010108,2,5,6,ヴィーナスフローラ,55,藤岡康太,1:08.6,34.4,6.1,4,牝,5,490,-6
2,201901010108,3,5,5,ファンシャン,49,団野大成,1:08.6,34.6,21.6,8,牝,3,414,-6
3,201901010108,4,1,1,ブラウンローズ,55,勝浦正樹,1:08.6,34.7,21.3,7,牝,5,480,-2
4,201901010108,5,6,8,コルデトゥリーニ,52,菱田裕二,1:08.7,34.1,3.3,1,牝,3,438,2
5,201901010108,6,7,10,スズカユース,49,菅原明良,1:08.8,34.8,13.3,6,牝,3,446,-4
6,201901010108,7,7,9,パレニア,52,国分恭介,1:08.8,35.0,9.1,5,牝,3,490,-2
7,201901010108,8,8,12,メイショウコミチ,52,古川吉洋,1:08.9,34.6,106.3,10,牝,3,440,-12
8,201901010108,9,8,11,ドゥモワゼル,54,横山武史,1:09.0,35.0,69.8,9,牝,5,458,-6
9,201901010108,10,4,4,グッドワード,55,岩田康誠,1:09.2,35.5,3.9,2,牝,4,478,-10
10,201901010108,11,6,7,ディアバビアナ,55,的場勇人,1:09.6,35.2,148.0,11,牝,4,476,0
0,201901010109,1,3,3,ヨハン,54,古川吉洋,1:45.1,36.5,1.7,1,牡,3,432,2
1,201901010109,2,6,6,オメガレインボー,54,岩田康誠,1:45.3,36.9,5.1,2,牡,3,448,6
2,201901010109,3,7,8,シンアンドケン,57,横山典弘,1:45.4,36.8,6.3,3,牡,4,484,-4
3,201901010109,4,5,5,ガトーブリランテ,54,横山武史,1:45.6,37.3,11.0,5,牝,4,474,12
4,201901010109,5,4,4,コスモハヤテ,54,丹内祐次,1:45.9,37.2,58.9,8,牡,3,454,2
5,201901010109,6,2,2,ニシノアメイズ,49,菅原明良,1:46.1,37.0,36.7,6,牝,3,498,4
6,201901010109,7,1,1,リキサンゴルト,57,柴山雄一,1:46.2,37.1,107.4,9,牡,4,492,-4
7,201901010109,8,8,9,ロードラナキラ,57,藤岡佑介,1:46.5,37.2,6.7,4,牡,4,446,-8
8,201901010109,9,8,10,スーペルゴラッソ,51,団野大成,1:47.1,38.1,53.2,7,牡,3,504,2
9,201901010109,10,7,7,パークス,52,原田和真,1:47.3,37.7,215.0,10,牝,3,526,2
0,201901010110,1,5,5,カルリーノ,54,岩田康誠,1:28.3,34.1,2.1,1,牡,3,492,-6
1,201901010110,2,8,9,ラフェリシテ,52,藤岡康太,1:28.6,34.7,4.5,3,牝,3,426,14
2,201901010110,3,1,1,セントセシリア,52,吉田隼人,1:28.7,35.3,22.6,7,牝,3,390,4
3,201901010110,4,7,7,ファストライフ,55,横山武史,1:28.9,34.6,6.9,4,牝,4,450,-6
4,201901010110,5,4,4,ヒロノオウカン,57,川島信二,1:29.1,35.2,184.7,10,牡,4,430,-14
5,201901010110,6,8,10,グレイスアン,52,池添謙一,1:29.2,35.6,4.0,2,牝,3,484,-14
6,201901010110,7,6,6,センティフォリア,55,国分恭介,1:29.4,34.9,22.3,6,牝,4,432,8
7,201901010110,8,3,3,パブロフテソーロ,54,黛弘人,1:30.3,36.0,31.3,8,牡,3,532,14
8,201901010110,9,2,2,イッツマイターン,57,柴山雄一,1:31.6,38.0,18.7,5,牡,4,502,-6
9,201901010110,10,7,8,マッチョベリー,55,勝浦正樹,1:33.1,39.4,146.1,9,牝,4,474,-6
0,201901010111,1,6,9,ウインシャトレーヌ,52,横山武史,1:46.4,35.4,10.2,4,牝,5,506,8
1,201901010111,2,3,3,ハナズレジェンド,55,川島信二,1:46.4,34.6,40.6,11,牡,6,454,-4
2,201901010111,3,4,5,ウインイクシード,54,松岡正海,1:46.4,34.9,5.6,2,牡,5,490,0
3,201901010111,4,5,8,ブレステイキング,57,ルメール,1:46.4,35.1,1.8,1,牡,4,490,6
4,201901010111,5,6,10,サンティール,54,池添謙一,1:46.5,34.7,9.2,3,牝,5,480,-6
5,201901010111,6,1,1,スリーマキシマム,54,松田大作,1:46.7,35.2,29.5,8,牡,8,508,-10
6,201901010111,7,3,4,ゴールドギア,55,古川吉洋,1:46.8,34.5,16.0,6,牡,4,464,-14
7,201901010111,8,5,7,ロライマ,56,藤岡康太,1:46.9,34.8,37.0,9,セ,6,446,-14
8,201901010111,9,2,2,ペイドメルヴェイユ,52,団野大成,1:47.0,35.7,27.0,7,牝,5,468,-8
9,201901010111,10,4,6,プロフェット,56,藤岡佑介,1:47.2,34.8,45.7,13,セ,6,468,-10
10,201901010111,11,8,13,ドゥーカ,54,勝浦正樹,1:47.2,35.5,15.6,5,牡,6,494,-4
11,201901010111,12,8,14,ギブアンドテイク,54,岩田康誠,1:47.4,35.3,56.3,14,セ,8,474,-8
12,201901010111,13,7,11,カレンシリエージョ,52,石川裕紀,1:47.8,35.6,37.3,10,牝,4,484,0
13,201901010111,14,7,12,サウンドバーニング,54,国分恭介,1:48.7,37.7,45.2,12,牡,7,420,0
0,201901010112,1,1,1,ヒシゲッコウ,54,ルメール,2:39.4,35.8,1.6,1,牡,3,486,6
1,201901010112,2,2,2,サンシロウ,57,勝浦正樹,2:39.7,36.6,18.0,5,牡,5,496,6
2,201901010112,3,5,5,トロピカルストーム,57,藤岡康太,2:39.7,36.2,21.4,6,セ,6,444,-4
3,201901010112,4,8,8,ラクローチェ,54,藤岡佑介,2:39.9,36.9,4.4,2,牡,3,454,-4
4,201901010112,5,7,7,リンディスファーン,57,松田大作,2:40.0,36.5,9.8,4,牡,4,492,4
5,201901010112,6,4,4,ジャディード,57,古川吉洋,2:40.2,36.9,46.8,7,牡,4,436,-20
6,201901010112,7,8,9,ハナザカリ,55,横山武史,2:40.5,36.8,54.0,8,牝,4,486,-8
7,201901010112,8,6,6,ラボーナ,57,池添謙一,2:40.5,37.3,6.6,3,セ,5,536,-8
8,201901010112,9,3,3,クアトレフォイル,57,岩田康誠,2:44.8,41.3,71.4,9,牡,4,492,2
0,201901010201,1,1,1,アメージングサン,54,ルメール,1:09.1,35.2,1.3,1,牡,2,456,-2
1,201901010201,2,3,3,セイラブミー,54,三浦皇成,1:09.9,35.9,12.6,4,牝,2,458,-4
2,201901010201,3,5,5,プロヴィデンス,53,横山武史,1:10.1,35.8,51.7,7,牡,2,468,-8
3,201901010201,4,6,6,カミーノ,54,岩田康誠,1:10.2,35.4,7.5,3,牡,2,478,4
4,201901010201,5,7,7,アーマーバローズ,54,武豊,1:10.4,36.1,5.7,2,牡,2,456,2
5,201901010201,6,2,2,ニジュッケンドーロ,54,池添謙一,1:10.4,36.2,17.7,5,牡,2,414,-8
6,201901010201,7,4,4,オーヴァル,54,松岡正海,1:11.8,37.7,46.7,6,牡,2,488,-8
0,201901010202,1,7,8,ジーガーローレンス,51,菅原明良,0:58.7,35.6,8.5,5,牝,3,486,0
1,201901010202,2,2,2,ゴールデンチョイス,56,菱田裕二,0:58.9,36.0,3.7,2,牡,3,458,6
2,201901010202,3,7,7,ビービーアライヴ,54,三浦皇成,0:59.5,36.2,8.1,4,牝,3,448,4
3,201901010202,4,8,9,メイショウワキザシ,56,池添謙一,0:59.6,36.0,6.5,3,牡,3,468,-4
4,201901010202,5,8,10,フロレンザール,54,藤岡康太,0:59.7,36.6,2.3,1,牝,3,472,-6
5,201901010202,6,6,6,ローゼンオルデン,54,石川裕紀,1:00.3,36.5,14.8,6,牝,3,410,-2
6,201901010202,7,5,5,ドラゴンエナジー,53,団野大成,1:00.4,36.4,34.9,7,牡,3,460,10
7,201901010202,8,4,4,デルマジュベルニー,56,丹内祐次,1:00.5,36.7,39.8,9,牡,3,478,-6
8,201901010202,9,3,3,ハーモニーソード,56,横山和生,1:00.8,36.4,35.4,8,牡,3,522,-2
9,201901010202,10,1,1,ヤマニンヒラソル,53,横山武史,1:01.5,36.5,77.4,10,牝,3,466,-8
0,201901010203,1,5,5,ギフトオブアート,54,三浦皇成,1:45.9,38.0,1.4,1,牝,3,476,-4
1,201901010203,2,7,7,ノーリミッツ,56,古川吉洋,1:46.2,38.4,13.6,4,牡,3,430,-2
2,201901010203,3,1,1,スリーヴリーグ,55,横山武史,1:47.0,39.1,5.0,2,牡,3,504,2
3,201901010203,4,8,8,ラキエストバイオ,54,黛弘人,1:47.7,39.8,15.6,5,牝,3,448,6
4,201901010203,5,4,4,レルシュタープ,56,吉田隼人,1:47.9,40.3,24.8,8,牡,3,446,-2
5,201901010203,6,8,9,オールドボンバー,56,岩田康誠,1:48.1,39.3,18.7,6,牡,3,470,-3
6,201901010203,7,2,2,ウインゴライアス,56,丹内祐次,1:48.2,40.1,13.5,3,牡,3,538,2
7,201901010203,8,3,3,アテングローリー,53,団野大成,1:48.4,39.9,45.5,9,牡,3,458,-4
8,201901010203,9,6,6,エストリル,54,藤岡康太,1:49.2,40.9,22.3,7,牝,3,490,2
0,201901010204,1,5,7,スリーカナロアー,56,柴山雄一,1:28.5,34.9,3.0,1,牡,3,506,-2
1,201901010204,2,4,5,クロランサス,53,横山武史,1:28.6,34.6,5.0,2,牝,3,406,0
2,201901010204,3,7,10,ティレニア,54,藤岡佑介,1:28.8,35.4,8.9,5,牝,3,444,-4
3,201901010204,4,8,12,ソルパシオン,56,松岡正海,1:28.8,35.3,23.2,7,牡,3,478,0
4,201901010204,5,5,6,グレイシャスギャル,54,川田将雅,1:29.0,35.2,5.3,4,牝,3,416,0
5,201901010204,6,1,1,サトノプロミネント,56,勝浦正樹,1:29.3,35.3,32.5,9,セ,3,416,-16
6,201901010204,7,6,8,ランランウイング,54,藤岡康太,1:29.4,36.1,5.0,3,牝,3,470,16
7,201901010204,8,3,3,ワイルドオーキッド,54,丹内祐次,1:29.5,35.7,28.9,8,牝,3,400,2
8,201901010204,9,8,13,シュンカジョウ,54,武豊,1:30.0,35.2,14.2,6,牝,3,430,-6
9,201901010204,10,4,4,キュートアクトレス,54,古川吉洋,1:30.2,36.0,131.7,11,牝,3,406,16
10,201901010204,11,6,9,ボーズキャット,51,団野大成,1:30.2,36.4,152.0,12,牝,3,446,-12
11,201901010204,12,2,2,ルパンスール,51,菅原明良,1:30.4,36.1,210.6,13,牝,3,440,8
12,201901010204,13,7,11,サトノエレーナ,54,池添謙一,1:30.9,36.1,34.7,10,牝,3,434,4
0,201901010205,1,7,7,レザネフォール,54,三浦皇成,1:53.3,35.5,1.8,1,牡,2,444,0
1,201901010205,2,1,1,マイネルブラシウス,54,丹内祐次,1:53.3,35.1,7.4,3,牡,2,464,0
2,201901010205,3,4,4,リトルマンマミーア,54,武豊,1:53.4,35.8,13.0,6,牝,2,442,0
3,201901010205,4,3,3,インウィクトス,54,荻野極,1:53.4,35.5,122.6,9,牡,2,440,0
4,201901010205,5,8,9,レイコックアビー,54,池添謙一,1:53.5,35.5,9.3,5,牡,2,468,0
5,201901010205,6,8,8,キンブレル,54,岩田康誠,1:53.6,35.9,7.8,4,牡,2,448,0
6,201901010205,7,5,5,セルフィー,54,ルメール,1:53.7,36.1,6.0,2,牝,2,466,0
7,201901010205,8,2,2,マルタクロス,54,横山和生,1:54.1,36.2,52.4,7,牡,2,490,0
8,201901010205,9,6,6,ダブルスカーレット,53,横山武史,1:57.8,39.1,59.5,8,牝,2,456,0
0,201901010206,1,8,13,セラン,54,武豊,1:48.7,38.1,2.0,1,牝,2,478,0
1,201901010206,2,3,3,ヤウガウ,54,ルメール,1:48.8,38.0,3.9,2,牡,2,452,0
2,201901010206,3,6,9,コバルトウィング,54,三浦皇成,1:49.0,38.0,5.4,3,牡,2,514,0
3,201901010206,4,5,7,フラーレン,54,藤岡康太,1:49.3,38.5,9.4,4,牝,2,502,0
4,201901010206,5,8,14,アイルビーメジャー,54,丹内祐次,1:49.5,38.7,198.1,14,牡,2,456,0
5,201901010206,6,5,8,デルマオニキス,54,横山和生,1:49.6,38.4,84.7,11,牡,2,458,0
6,201901010206,7,7,12,ハヤブサピアーノ,54,吉田隼人,1:50.0,39.5,77.5,10,牝,2,448,0
7,201901010206,8,7,11,スウェアー,53,横山武史,1:50.7,39.1,35.8,5,牡,2,492,0
8,201901010206,9,6,10,デルマトルマリン,51,団野大成,1:51.6,40.2,98.1,12,牝,2,460,0
9,201901010206,10,3,4,ゴーンホーム,54,荻野極,1:51.8,41.3,63.1,8,牡,2,456,0
10,201901010206,11,4,5,グレイトサンディー,54,岩田康誠,1:52.0,40.8,45.9,6,牝,2,432,0
11,201901010206,12,4,6,メイショウフルサト,54,池添謙一,1:52.2,40.9,72.0,9,牡,2,480,0
12,201901010206,13,2,2,ディーエスサンダー,54,勝浦正樹,1:53.0,41.3,49.8,7,牡,2,442,0
13,201901010206,14,1,1,キャプテンカーク,54,松田大作,1:55.7,44.3,125.0,13,牡,2,436,0
0,201901010207,1,4,4,クラサーヴィツァ,52,三浦皇成,2:00.9,35.0,3.1,2,牝,3,444,-4
1,201901010207,2,7,7,ダンスロマネスク,49,菅原明良,2:01.2,36.8,7.9,4,牝,3,464,0
2,201901010207,3,1,1,キングテセウス,54,ルメール,2:01.4,34.4,2.0,1,牡,3,492,-6
3,201901010207,4,5,5,マイネルユニブラン,57,丹内祐次,2:01.6,36.5,24.5,6,牡,5,522,6
4,201901010207,5,6,6,アドマイヤリーブラ,54,岩田康誠,2:02.3,35.1,5.8,3,牡,3,458,-2
5,201901010207,6,3,3,ピースフルサンデー,54,藤岡康太,2:02.4,36.6,16.6,5,牡,3,444,-4
6,201901010207,7,2,2,ラストプライドワン,57,柴山雄一,2:03.3,38.5,66.1,8,牡,5,478,2
7,201901010207,8,8,9,サージュミノル,56,横山武史,2:03.6,36.8,61.2,7,牡,4,470,-4
8,201901010207,9,8,8,キングポセイドン,57,石川裕紀,2:03.6,36.9,110.5,9,牡,4,450,-12
0,201901010208,1,1,1,ウォーターパルフェ,57,武豊,1:48.4,34.8,3.6,3,牡,4,478,-2
1,201901010208,2,5,5,マイネルウィルトス,54,丹内祐次,1:48.4,35.1,2.9,2,牡,3,476,14
2,201901010208,3,4,4,エンシュラウド,54,ルメール,1:48.6,35.7,2.0,1,セ,3,470,-4
3,201901010208,4,2,2,グランツリヒター,54,三浦皇成,1:49.0,35.7,12.3,4,牡,3,496,-8
4,201901010208,5,7,7,エピローグ,52,荻野極,1:49.4,36.8,19.5,5,牝,3,458,-8
5,201901010208,6,3,3,サイモンルチアーノ,57,黛弘人,1:49.9,36.3,147.5,7,牡,4,492,6
6,201901010208,7,6,6,ミツオサウスポー,57,団野大成,1:49.9,36.8,98.3,6,牡,4,522,-4
0,201901010209,1,7,9,リフトトゥヘヴン,57,ルメール,1:44.5,37.0,1.8,1,牡,5,486,2
1,201901010209,2,2,2,ライジングドラゴン,57,武豊,1:45.4,37.6,8.7,5,牡,4,446,20
2,201901010209,3,1,1,オウケンスターダム,57,三浦皇成,1:45.8,37.8,33.9,9,牡,5,478,-4
3,201901010209,4,7,10,キングスクロス,57,藤岡康太,1:45.9,37.9,24.4,7,牡,4,472,-4
4,201901010209,5,4,4,フクノワイルド,54,加藤祥太,1:46.3,40.3,7.0,2,牡,3,480,-2
5,201901010209,6,8,11,ボルンカズマ,53,横山武史,1:46.6,39.0,7.0,3,牡,3,488,-6
6,201901010209,7,3,3,インナーハート,54,岩田康誠,1:46.6,39.1,7.4,4,牡,3,522,16
7,201901010209,8,5,6,ロードソリスト,54,団野大成,1:46.7,38.9,82.1,11,牡,5,456,4
8,201901010209,9,5,5,カリブメーカー,55,吉田隼人,1:46.8,38.9,37.2,10,牝,4,510,0
9,201901010209,10,6,7,ウォーターファラオ,54,菱田裕二,1:46.9,38.6,160.9,12,牡,3,446,4
10,201901010209,11,8,12,スプリングフット,57,原田和真,1:47.3,37.9,32.3,8,牡,5,490,10
11,201901010209,12,6,8,ディープスピリッツ,57,丹内祐次,1:47.3,39.2,23.9,6,牡,5,458,-2
0,201901010210,1,1,1,レッドレグナント,55,池添謙一,1:28.1,35.2,8.4,4,牝,4,478,0
1,201901010210,2,8,9,スカルバン,57,吉田隼人,1:28.2,35.2,19.0,7,牡,5,516,10
2,201901010210,3,4,4,ダブルシャープ,57,柴山雄一,1:28.2,34.9,2.5,1,牡,4,492,12
3,201901010210,4,6,6,ワールドヘリテージ,57,横山典弘,1:28.3,35.6,10.2,5,牡,4,458,4
4,201901010210,5,2,2,オーパキャマラード,52,横山武史,1:28.5,36.2,13.1,6,牝,3,486,4
5,201901010210,6,8,8,ヤマニンペダラーダ,57,岩田康誠,1:28.5,35.0,4.2,3,牡,5,474,4
6,201901010210,7,3,3,スタークニナガ,57,松岡正海,1:28.7,35.4,30.9,8,牡,4,440,0
7,201901010210,8,7,7,スズカアーチスト,55,黛弘人,1:28.7,36.2,4.1,2,牝,4,474,0
8,201901010210,9,5,5,ウォーターバオバブ,57,国分恭介,1:29.3,36.2,204.7,9,牡,6,500,4
0,201901010211,1,8,13,ミッキーチャーム,56,川田将雅,1:47.0,34.0,2.3,1,牝,4,456,10
1,201901010211,2,4,6,スカーレットカラー,55,岩田康誠,1:47.0,33.4,8.8,5,牝,4,464,-6
2,201901010211,3,8,14,カリビアンゴールド,55,柴山雄一,1:47.0,33.8,48.6,9,牝,5,470,-6
3,201901010211,4,7,12,ウラヌスチャーム,55,藤岡佑介,1:47.2,33.6,8.3,4,牝,4,506,10
4,201901010211,5,7,11,エイシンティンクル,55,武豊,1:47.3,33.9,20.4,8,牝,6,506,6
5,201901010211,6,1,1,サトノガーネット,55,ルメール,1:47.4,33.5,6.6,3,牝,4,430,2
6,201901010211,7,3,3,フロンテアクイーン,56,三浦皇成,1:47.4,34.3,6.6,2,牝,6,482,2
7,201901010211,8,4,5,メイショウショウブ,51,池添謙一,1:47.5,34.7,13.6,7,牝,3,484,2
8,201901010211,9,5,7,シャンティローザ,55,藤岡康太,1:47.6,33.7,77.7,12,牝,5,482,-8
9,201901010211,10,5,8,フィニフティ,55,吉田隼人,1:47.8,34.1,69.6,10,牝,4,442,-8
10,201901010211,11,6,10,ウインファビラス,55,松岡正海,1:47.8,35.2,158.7,14,牝,6,472,-12
11,201901010211,12,6,9,リンディーホップ,55,荻野極,1:48.0,34.8,106.4,13,牝,4,470,8
12,201901010211,13,2,2,リリックドラマ,55,菱田裕二,1:48.0,35.5,69.7,11,牝,5,466,4
13,201901010211,14,3,4,ダノングレース,55,蛯名正義,1:48.4,35.1,10.7,6,牝,4,424,2
0,201901010212,1,7,10,シベリウス,57,横山和生,1:44.8,36.2,15.8,5,牡,6,470,-2
1,201901010212,2,7,9,ケルティックソード,57,三浦皇成,1:44.9,36.7,8.2,4,牡,6,490,8
2,201901010212,3,5,6,フォルツァエフ,57,武豊,1:44.9,37.0,20.9,8,牡,4,480,-2
3,201901010212,4,3,3,カフジキング,57,藤岡康太,1:45.0,36.8,2.4,1,牡,6,470,6
4,201901010212,5,1,1,サザンブリーズ,57,岩田康誠,1:45.0,36.5,3.6,2,牡,5,524,-6
5,201901010212,6,6,8,サトノゲイル,57,藤岡佑介,1:45.1,36.3,16.8,6,牡,4,466,0
6,201901010212,7,8,12,テイエムグッドマン,57,古川吉洋,1:45.7,37.4,7.6,3,牡,5,482,-4
7,201901010212,8,8,11,メイショウイッポン,57,柴山雄一,1:45.9,37.4,51.9,10,牡,5,488,-4
8,201901010212,9,2,2,タイキダイヤモンド,57,菅原明良,1:45.9,37.5,57.1,11,牡,5,472,-2
9,201901010212,10,5,5,リキサンダイオー,57,横山武史,1:46.1,38.1,87.6,12,牡,6,466,0
10,201901010212,11,4,4,セイリスペクト,57,国分恭介,1:46.2,38.7,21.3,9,牡,4,476,0
11,201901010212,12,6,7,メイショウテンダン,54,池添謙一,1:46.8,37.1,20.7,7,牡,3,470,-2
0,201901010301,1,3,3,キラットダイヤ,51,団野大成,1:00.0,36.7,1.8,1,牝,2,456,-4
1,201901010301,2,2,2,ストレガ,51,菅原明良,1:00.2,36.8,26.2,7,牝,2,448,-10
2,201901010301,3,6,6,スピーニディローザ,54,石川裕紀,1:00.8,37.3,5.5,2,牝,2,444,2
