,race_id,着順,枠番,馬番,馬名,斤量,騎手,タイム,上り,単勝,人気,性,年齢,体重,体重変化
4,201501010607,5,1,1,ブルールーク,54,吉田隼人,1:46.0,37.7,3.8,2,牡,3,480,6
5,201501010607,6,7,11,セルリアンラビット,57,古川吉洋,1:46.2,37.1,70.7,11,牡,6,454,0
6,201501010607,7,5,7,キングイマデショウ,54,横山典弘,1:46.2,37.8,17.4,6,牡,3,468,-4
7,201501010607,8,2,2,デモニオ,57,岩田康誠,1:46.2,37.3,2.9,1,牡,4,492,2
8,201501010607,9,7,10,セフティーエムアイ,57,小林徹弥,1:46.7,37.7,48.7,9,牡,4,464,-6
9,201501010607,10,8,13,ヤマイチキセキ,54,幸英明,1:46.9,37.7,59.3,10,牡,3,488,8
10,201501010607,11,4,4,ウインヤード,54,井上敏樹,1:47.0,38.4,168.4,12,牡,4,466,4
11,201501010607,12,6,8,ビービーボイジャー,57,丸山元気,1:47.8,39.1,23.3,7,牡,5,500,0
12,201501010607,13,3,3,ソリッドアクシス,54,長岡禎仁,1:47.8,38.8,371.8,13,牡,3,446,4
0,201501010608,1,5,7,レオフラッパー,52,横山典弘,1:30.4,34.5,10.2,6,牝,3,456,-12
1,201501010608,2,4,6,シャルール,52,四位洋文,1:30.5,35.4,3.9,1,牝,3,458,18
2,201501010608,3,1,1,ビーウィッチド,52,古川吉洋,1:30.5,35.2,5.6,3,牝,3,446,0
3,201501010608,4,3,3,プラチナテーラー,55,丸田恭介,1:30.6,35.5,9.0,5,牝,5,486,8
4,201501010608,5,8,14,ヘヴンズチョイス,55,横山和生,1:30.7,35.9,5.2,2,牝,4,496,12
5,201501010608,6,5,8,アイムユアドリーム,55,ルメール,1:30.9,35.7,6.3,4,牝,4,452,4
6,201501010608,7,7,12,ステラレガーロ,49,加藤祥太,1:30.9,35.2,20.9,9,牝,3,436,4
7,201501010608,8,4,5,ビキニスタイル,55,菱田裕二,1:31.0,35.6,18.8,8,牝,4,436,-6
8,201501010608,9,6,10,ラブミーテンダー,52,池添謙一,1:31.2,36.5,60.9,12,牝,3,502,22
9,201501010608,10,2,2,リリーグランツ,52,岩田康誠,1:31.2,35.6,37.2,11,牝,3,438,-2
10,201501010608,11,7,11,ウインマハロ,52,丹内祐次,1:31.2,36.4,13.8,7,牝,3,418,-2
11,201501010608,12,3,4,サクラパリュール,55,丸山元気,1:31.4,36.0,30.9,10,牝,4,492,0
12,201501010608,13,6,9,クリアーパッション,55,吉田隼人,1:31.4,35.8,95.6,13,牝,4,454,2
13,201501010608,14,8,13,ミュゼミランダ,52,井上敏樹,1:31.6,36.6,167.8,14,牝,4,440,18
0,201501010609,1,4,5,アルテ,57,藤岡康太,1:50.0,35.3,3.4,2,牡,4,470,-4
1,201501010609,2,3,3,セルバンテス,54,加藤祥太,1:50.2,35.0,10.3,4,牡,4,438,4
2,201501010609,3,6,10,コーラルタワー,57,幸英明,1:50.4,34.8,40.3,10,牡,5,436,-8
3,201501010609,4,7,11,アドマイヤメテオ,57,岩田康誠,1:50.5,35.1,2.7,1,牡,4,456,-6
4,201501010609,5,3,4,ラガーギアチェンジ,57,池添謙一,1:50.5,36.0,16.3,6,牡,4,486,0
5,201501010609,6,5,8,ハイドンセット,54,勝浦正樹,1:50.6,35.6,56.5,11,牡,3,470,10
6,201501010609,7,6,9,エイブルボス,54,武豊,1:50.8,36.0,20.3,7,牡,3,454,-6
7,201501010609,8,5,7,ジャストフォーユー,52,城戸義政,1:50.8,36.4,12.7,5,牡,3,464,4
8,201501010609,9,1,1,トーセンカナロア,51,井上敏樹,1:50.8,35.8,5.8,3,牡,3,474,6
9,201501010609,10,2,2,ベネフィットユー,57,松田大作,1:51.1,35.8,22.5,8,牡,6,454,-8
10,201501010609,11,4,6,ダンツカペラ,54,藤田伸二,1:51.4,35.6,24.9,9,牡,3,480,-16
11,201501010609,12,8,14,マイネルグルマン,54,丹内祐次,1:51.5,35.4,197.9,14,牡,3,492,-2
12,201501010609,13,7,12,エイシンアリエル,52,四位洋文,1:51.5,36.4,132.6,12,牝,3,468,-6
13,201501010609,14,8,13,グランスエルテ,57,菱田裕二,1:52.3,36.5,189.7,13,牡,5,470,2
0,201501010610,1,8,9,ネコタイショウ,57,武豊,2:02.2,35.0,9.5,4,牡,5,452,10
1,201501010610,2,4,4,マイネグレヴィル,55,ルメール,2:02.5,35.1,6.8,3,牝,4,472,2
2,201501010610,3,7,8,オールステイ,57,黛弘人,2:02.9,37.3,13.3,6,牡,4,498,6
3,201501010610,4,2,2,アメリカンダイナー,57,松田大作,2:03.0,35.3,50.5,9,セ,6,478,6
4,201501010610,5,5,5,アドマイヤガスト,54,岩田康誠,2:03.1,35.1,10.6,5,牡,3,530,2
5,201501010610,6,8,10,ダイワレジェンド,55,三浦皇成,2:03.2,37.7,2.6,1,牝,4,504,20
6,201501010610,7,3,3,レッドライジェル,54,柴田善臣,2:03.2,35.3,2.9,2,牡,3,448,18
7,201501010610,8,7,7,ティアーモ,55,藤岡康太,2:03.3,35.5,19.9,7,牝,5,454,-6
8,201501010610,9,6,6,ハギノサキガチ,57,池添謙一,2:04.3,36.0,79.2,10,牡,5,450,-2
9,201501010610,10,1,1,キングブレイク,57,幸英明,2:04.3,36.3,43.3,8,牡,6,514,-8
0,201501010611,1,4,4,ジェベルムーサ,56,岩田康誠,1:43.0,37.1,4.1,2,牡,5,562,-4
1,201501010611,2,4,5,グレープブランデー,58,ルメール,1:43.0,37.0,8.5,5,牡,7,526,0
2,201501010611,3,6,8,エーシンモアオバー,58,三浦皇成,1:43.2,37.4,35.3,7,牡,9,510,-10
3,201501010611,4,8,12,クリノスターオー,57,幸英明,1:43.3,37.3,2.2,1,牡,5,534,-8
4,201501010611,5,8,13,ソロル,56,吉田隼人,1:43.5,37.3,6.1,3,牡,5,492,-12
5,201501010611,6,7,11,マルカフリート,56,四位洋文,1:43.9,36.8,97.4,11,牡,9,482,2
6,201501010611,7,2,2,ヒラボクプリンス,56,菱田裕二,1:43.9,37.3,23.3,6,牡,5,494,0
7,201501010611,8,6,9,マイネルバイカ,56,丹内祐次,1:44.1,37.0,79.9,10,牡,6,488,12
8,201501010611,9,7,10,ゴールスキー,56,池添謙一,1:44.2,37.3,38.6,8,牡,8,486,-6
9,201501010611,10,5,6,ウルトラカイザー,56,井上俊彦,1:44.4,38.0,108.5,12,牡,7,484,-10
10,201501010611,11,5,7,アウヤンテプイ,56,宮崎光行,1:44.5,38.3,146.6,13,牡,6,494,-6
11,201501010611,12,3,3,カチューシャ,54,武豊,1:45.2,38.9,7.6,4,牝,6,488,6
12,201501010611,13,1,1,フレイムコード,54,丸田恭介,1:46.7,40.1,50.4,9,牝,6,472,0
0,201501010612,1,2,2,サクラエール,56,池添謙一,1:44.1,36.8,8.6,4,牡,4,474,-14
1,201501010612,2,5,7,モルトベーネ,53,岩田康誠,1:44.1,37.3,13.6,5,牡,3,452,2
2,201501010612,3,8,13,コパノチャーリー,54,ルメール,1:44.1,37.5,1.8,1,牡,3,502,0
3,201501010612,4,5,6,マーブルケーキ,52,三浦皇成,1:44.3,37.2,21.8,8,牝,4,480,-8
4,201501010612,5,7,10,ロゼッタストーン,53,黛弘人,1:44.5,37.0,240.3,13,牡,6,472,2
5,201501010612,6,3,3,ナンヨーカノン,53,横山典弘,1:44.8,38.0,7.8,3,牝,5,460,-2
6,201501010612,7,4,5,ノッキングオン,54,丸山元気,1:45.1,37.8,143.3,11,牡,5,442,-2
7,201501010612,8,7,11,エビスグレイト,56,菱田裕二,1:45.3,38.9,30.0,9,牡,5,496,6
8,201501010612,9,4,4,スリーアロー,53,古川吉洋,1:45.3,39.0,5.9,2,牝,4,494,2
9,201501010612,10,6,9,ティーポイズン,54,藤岡康太,1:45.3,38.2,40.8,10,牡,4,508,10
10,201501010612,11,6,8,ワースムーン,56,武豊,1:45.3,38.1,17.6,6,牡,5,506,-8
11,201501010612,12,1,1,ハヤブサペコチャン,51,丸田恭介,1:46.1,39.4,19.3,7,牝,5,466,2
12,201501010612,13,8,12,モンプレジール,53,長岡禎仁,1:46.6,38.4,225.7,12,牡,5,454,0
0,201501020101,1,3,3,マダムクレアシオン,54,福永祐一,1:10.5,36.1,5.1,4,牝,2,446,-2
1,201501020101,2,1,1,シシャモスペシャル,51,加藤祥太,1:10.6,36.3,39.6,7,牝,2,450,18
2,201501020101,3,4,4,ノアビジン,54,田中健,1:10.7,36.6,23.5,6,牝,2,448,-4
3,201501020101,4,6,6,メイショウトキン,54,藤岡康太,1:10.8,36.3,3.7,2,牡,2,468,0
4,201501020101,5,2,2,タカイチモン,52,城戸義政,1:10.9,36.4,12.3,5,牝,2,416,-2
5,201501020101,6,5,5,コウセイカルメン,54,松田大作,1:11.1,36.0,3.0,1,牝,2,380,0
6,201501020101,7,8,11,スーパーラビット,54,柴山雄一,1:11.3,37.0,53.0,8,牡,2,422,4
7,201501020101,8,6,7,ミスズスター,54,池添謙一,1:11.7,37.5,4.9,3,牡,2,448,-8
8,201501020101,9,7,9,コパデグレース,54,古川吉洋,1:12.0,36.6,53.6,9,牝,2,468,6
9,201501020101,10,8,10,モモハイ,54,嶋田純次,1:12.1,37.3,123.8,10,牝,2,452,-4
10,201501020101,11,7,8,ハナヨリダンゴ,54,横山和生,1:12.8,38.2,174.9,11,牝,2,408,0
0,201501020102,1,6,7,ペイシャフェリシタ,54,勝浦正樹,1:53.0,35.7,3.1,1,牝,2,476,2
1,201501020102,2,5,6,ザスターイズミー,51,井上敏樹,1:53.5,36.1,3.2,2,牝,2,464,2
2,201501020102,3,2,2,ヒットマン,54,松田大作,1:53.6,36.1,13.2,5,牡,2,460,4
3,201501020102,4,8,12,マコトクラダリング,54,藤岡康太,1:53.7,35.5,5.7,4,牝,2,490,2
4,201501020102,5,7,9,マジメ,54,丸山元気,1:53.8,36.1,20.2,6,牡,2,486,-18
5,201501020102,6,8,11,シャルメーヌ,54,福永祐一,1:53.9,35.3,5.7,3,牝,2,476,-10
6,201501020102,7,1,1,トーアディラン,54,黛弘人,1:53.9,36.0,51.8,8,牡,2,468,2
7,201501020102,8,6,8,スリーハーツクライ,54,古川吉洋,1:54.0,36.2,59.2,9,牡,2,470,2
8,201501020102,9,5,5,ヘッドストロング,54,横山典弘,1:54.2,37.0,24.3,7,牡,2,510,-10
9,201501020102,10,4,4,コスモライフワーク,54,柴山雄一,1:54.6,36.9,95.3,10,牡,2,444,-16
10,201501020102,11,7,10,ネオレグルス,54,水口優也,1:56.1,37.9,351.7,12,牡,2,470,-6
0,201501020103,1,5,5,サトノハーデス,54,城戸義政,0:59.5,35.6,7.0,5,牡,3,466,2
1,201501020103,2,2,2,ワンダーグロワール,56,田中博康,0:59.6,36.4,19.2,7,牡,3,496,14
2,201501020103,3,7,9,パイロスター,56,柴山雄一,0:59.6,35.9,4.5,2,牡,3,490,8
3,201501020103,4,1,1,ヌンチェルラ,56,勝浦正樹,0:59.7,36.5,3.5,1,牡,3,490,-6
4,201501020103,5,8,12,サンライズシーズン,56,藤田伸二,0:59.8,36.5,5.0,3,牡,3,460,-2
5,201501020103,6,4,4,ニシノアウリイ,54,丸山元気,0:59.8,36.3,73.1,8,牝,3,440,-10
6,201501020103,7,7,10,スパツィオ,56,丸田恭介,0:59.8,35.6,84.9,9,牡,3,456,-10
7,201501020103,8,6,8,ショウナンラージャ,53,加藤祥太,0:59.9,36.3,7.3,6,牡,3,438,-2
8,201501020103,9,5,6,サンダルエチケット,54,嶋田純次,1:00.2,36.7,171.5,11,牝,3,484,22
9,201501020103,10,6,7,デピュートアゲン,56,丹内祐次,1:00.4,36.5,5.7,4,牡,3,496,4
10,201501020103,11,3,3,デルフト,54,西村太一,1:01.2,37.0,488.0,12,牝,3,386,-8
11,201501020103,12,8,11,ユキンコ,54,長岡禎仁,1:01.4,36.9,155.9,10,牝,3,430,-8
0,201501020104,1,7,10,エスティルンバ,54,横山典弘,1:47.2,37.4,10.2,7,牝,3,420,4
1,201501020104,2,8,13,エヴリホープ,52,城戸義政,1:47.4,38.2,7.3,3,牝,3,446,4
2,201501020104,3,6,8,キタノマドンナ,51,井上敏樹,1:47.7,38.9,13.8,9,牝,3,476,4
3,201501020104,4,8,12,テップシー,51,加藤祥太,1:47.7,38.2,3.8,1,牝,3,442,-10
4,201501020104,5,3,3,プラチナムスタング,54,横山和生,1:48.8,39.3,123.2,12,牝,3,478,16
5,201501020104,6,2,2,ハマギク,54,藤田伸二,1:49.0,38.9,11.7,8,牝,3,476,-8
6,201501020104,7,4,4,フロリアード,54,丸田恭介,1:49.1,40.5,9.5,6,牝,3,458,-8
7,201501020104,8,6,9,マルトクビクトリー,54,松田大作,1:49.5,40.3,8.4,5,牝,3,452,-2
8,201501020104,9,5,6,ライムスカッシュ,54,福永祐一,1:50.0,40.9,7.9,4,牝,3,512,-4
9,201501020104,10,4,5,シャトーブリアン,54,黛弘人,1:50.1,40.5,86.3,11,牝,3,478,8
10,201501020104,11,5,7,メガミチャン,54,ルメール,1:50.9,41.6,4.7,2,牝,3,472,0
11,201501020104,12,1,1,ナミカゼ,54,服部茂史,1:51.1,41.3,300.3,13,牝,3,394,-14
12,201501020104,13,7,11,ウインドマックス,54,田中健,1:51.5,42.6,65.1,10,牝,3,444,-10
0,201501020105,1,2,2,ウインムート,54,三浦皇成,1:31.0,35.7,3.0,2,牡,2,464,0
1,201501020105,2,8,9,ドラゴンシュバリエ,54,福永祐一,1:31.2,35.5,1.9,1,牡,2,508,0
2,201501020105,3,7,7,グランプリアクセル,54,柴山雄一,1:31.3,35.7,15.4,4,牡,2,484,0
3,201501020105,4,1,1,クラウンラーク,54,田中博康,1:32.0,35.9,59.2,6,牡,2,438,0
4,201501020105,5,3,3,ドリーミーモトヒメ,51,井上敏樹,1:32.2,36.1,115.4,8,牝,2,422,0
5,201501020105,6,6,6,マオウ,54,横山典弘,1:32.6,37.0,5.1,3,牡,2,476,0
6,201501020105,7,4,4,チェイスダウン,54,勝浦正樹,1:32.7,37.3,29.4,5,牡,2,458,0
7,201501020105,8,5,5,フレンドロイヤル,54,丹内祐次,1:32.9,36.5,96.9,7,牝,2,436,0
8,201501020105,9,8,8,イチザプラチナ,52,城戸義政,1:33.3,37.8,130.3,9,牝,2,406,0
0,201501020106,1,6,9,ステイリッチ,56,ルメール,1:45.8,37.4,2.4,1,牡,3,530,-3
1,201501020106,2,8,12,デュアルフレイム,56,勝浦正樹,1:46.4,37.5,5.0,3,牡,3,444,-4
2,201501020106,3,4,5,バルタンセージ,56,藤岡康太,1:46.6,37.5,157.1,12,セ,3,504,0
3,201501020106,4,5,7,ダンスオーレ,53,井上敏樹,1:46.8,36.7,16.3,5,牡,3,458,4
4,201501020106,5,5,6,ガンクラブチェック,56,三浦皇成,1:47.0,38.9,37.0,8,牡,3,496,-2
5,201501020106,6,7,10,ワークオブゴッド,56,田中健,1:47.2,38.4,24.9,7,牡,3,480,0
6,201501020106,7,2,2,オフビートジャズ,53,加藤祥太,1:47.4,38.7,3.6,2,牡,3,530,-6
7,201501020106,8,4,4,ダイワパフォーム,56,丸山元気,1:48.2,39.9,7.4,4,牡,3,468,0
8,201501020106,9,1,1,ローレルロケッツ,56,柴山雄一,1:48.5,38.6,17.7,6,牡,3,492,-2
9,201501020106,10,8,13,フランシスカ,54,横山和生,1:48.8,39.2,190.9,13,牝,3,440,4
10,201501020106,11,7,11,マイグレートレルム,56,菱田裕二,1:50.5,41.6,118.2,11,牡,3,460,2
11,201501020106,12,3,3,ヤマイチサクラ,54,藤田伸二,1:50.6,40.2,109.1,10,牝,3,472,10
12,201501020106,13,6,8,カレイカルロッタ,54,丸田恭介,1:51.3,41.7,57.9,9,牝,3,452,26
0,201501020107,1,2,4,シップーコウライ,56,福永祐一,2:03.2,36.3,4.3,3,牡,3,458,-8
1,201501020107,2,1,1,ピアノコンチェルト,54,ルメール,2:03.3,35.9,2.7,1,牝,3,428,4
2,201501020107,3,7,13,ガニメード,56,勝浦正樹,2:03.6,36.0,12.2,5,牡,3,520,-2
3,201501020107,4,6,11,マインリーバー,56,丸山元気,2:03.9,36.6,24.5,7,牡,3,472,-8
4,201501020107,5,3,6,オールマイアイ,56,藤岡康太,2:04.0,36.9,4.2,2,牡,3,512,-2
5,201501020107,6,1,2,アグネスイヴァン,56,古川吉洋,2:04.0,36.8,156.3,14,牡,3,480,0
6,201501020107,7,4,8,マイネルプロンプト,56,黛弘人,2:04.1,37.2,7.3,4,牡,3,470,6
7,201501020107,8,4,7,アキタノユキ,54,丹内祐次,2:04.4,37.3,44.3,9,牝,3,470,10
8,201501020107,9,7,14,クラレンスハウス,54,嶋田純次,2:04.5,37.3,134.4,12,牝,3,450,2
9,201501020107,10,6,12,ヤマニンクラケット,51,井上敏樹,2:04.5,36.2,217.5,16,牝,3,484,4
10,201501020107,11,8,16,エアシーラン,56,松田大作,2:04.6,37.1,16.2,6,牡,3,484,8
11,201501020107,12,3,5,トモノサンドラ,54,菱田裕二,2:04.7,37.9,181.9,15,牝,3,470,0
12,201501020107,13,5,9,ダイゴサクラ,52,城戸義政,2:04.8,37.6,44.1,8,牝,3,456,-4
13,201501020107,14,5,10,ウォーターエライ,53,加藤祥太,2:04.8,38.0,112.6,11,牡,3,424,-2
14,201501020107,15,2,3,エンパイアライン,54,丸田恭介,2:05.0,38.5,71.7,10,牝,3,500,6
15,201501020107,16,8,15,カレイジルベルト,56,柴山雄一,2:05.0,37.2,150.0,13,牡,3,460,-10
0,201501020108,1,5,6,ラスパジャサーダス,52,福永祐一,0:58.3,36.0,1.7,1,牝,3,454,14
1,201501020108,2,4,4,オールオブユー,52,三浦皇成,0:58.9,36.0,6.2,2,牝,3,486,0
2,201501020108,3,8,12,クラシックマーク,52,加藤祥太,0:59.0,35.7,34.7,7,牝,4,436,2
3,201501020108,4,8,11,アヴァール,55,四位洋文,0:59.0,36.0,9.1,5,牝,4,460,2
4,201501020108,5,7,10,ボストンビリーヴ,55,松田大作,0:59.2,35.4,18.5,6,牝,5,454,4
5,201501020108,6,3,3,トキワ,52,藤岡康太,0:59.2,35.3,7.6,4,牝,3,456,-2
6,201501020108,7,6,7,プレシャスベガ,55,勝浦正樹,0:59.2,35.5,119.8,11,牝,4,472,6
7,201501020108,8,7,9,スリーチアサウス,53,城戸義政,0:59.5,36.0,75.5,9,牝,4,478,6
8,201501020108,9,1,1,シゲルハナガサ,52,藤田伸二,0:59.8,35.5,35.4,8,牝,3,448,6
9,201501020108,10,5,5,ゴッドマザー,55,丸田恭介,0:59.8,35.8,82.7,10,牝,4,450,4
10,201501020108,11,6,8,プレシャスヴィガー,55,横山和生,1:00.2,37.9,7.5,3,牝,4,478,10
11,201501020108,12,2,2,ケージーサクランボ,55,丸山元気,1:00.5,35.5,121.3,12,牝,5,444,0
0,201501020109,1,3,3,ヘルツフロイント,57,ルメール,2:34.1,38.9,4.5,2,牡,4,480,2
1,201501020109,2,7,10,カラマ,54,柴山雄一,2:34.2,38.7,15.0,5,牡,3,532,18
2,201501020109,3,5,5,サトノセレリティ,57,福永祐一,2:34.6,39.6,2.2,1,牡,4,488,0
3,201501020109,4,8,12,スリーヴェローチェ,57,水口優也,2:34.8,39.5,20.0,7,牡,6,464,0
4,201501020109,5,7,9,アクアマリンブレス,57,三浦皇成,2:35.2,40.4,21.9,8,牡,4,506,4
5,201501020109,6,1,1,アドマイヤスター,54,藤岡康太,2:35.7,39.8,17.0,6,牡,3,488,-4
6,201501020109,7,6,7,オペラハット,57,藤田伸二,2:35.8,40.0,6.6,3,牡,4,462,12
7,201501020109,8,8,11,セイカアヴァンサ,54,丸田恭介,2:36.5,41.4,6.9,4,牡,3,456,8
8,201501020109,9,5,6,フィーユブルー,57,服部茂史,2:37.1,42.0,99.9,11,セ,6,488,12
9,201501020109,10,4,4,メイショウクローバ,53,城戸義政,2:37.3,41.9,34.9,9,牝,4,502,-8
10,201501020109,11,2,2,バイタルフォルム,57,西村太一,2:38.0,42.4,39.1,10,牡,5,492,0
11,201501020109,12,6,8,ターフデザイナー,52,井上敏樹,2:38.1,42.3,135.8,12,牝,4,510,14
0,201501020110,1,2,3,アドマイヤゴッド,54,丸山元気,1:08.9,34.8,15.3,7,牡,3,492,-4
1,201501020110,2,8,16,エクシードリミッツ,52,三浦皇成,1:09.0,35.5,6.3,2,牝,3,470,6
2,201501020110,3,8,15,コスモマイルール,55,井上敏樹,1:09.1,34.4,329.5,16,牝,4,444,-6
3,201501020110,4,1,1,ダイワプロパー,52,加藤祥太,1:09.1,35.3,6.5,3,牝,3,480,-4
4,201501020110,5,3,5,サウンドドゥイット,54,松田大作,1:09.2,35.1,11.0,6,牡,3,454,4
5,201501020110,6,1,2,イズモ,54,柴山雄一,1:09.3,35.7,41.2,12,牡,3,458,-20
6,201501020110,7,5,9,アミーキティア,52,丸田恭介,1:09.4,35.3,10.1,5,牝,3,456,-2
7,201501020110,8,4,8,グランジゲレイロ,54,福永祐一,1:09.5,35.5,22.1,9,牡,3,470,2
8,201501020110,9,7,14,タカミツスズラン,55,勝浦正樹,1:09.6,35.5,9.6,4,牝,4,460,0
9,201501020110,10,7,13,ディアポジション,57,菱田裕二,1:09.6,34.6,176.6,14,牡,4,468,-14
10,201501020110,11,4,7,ノボリクリーン,54,岩橋勇二,1:09.6,35.2,103.4,13,牡,3,458,4
11,201501020110,12,3,6,ユヅルノオンガエシ,52,服部茂史,1:09.7,35.2,20.1,8,牝,3,448,-2
12,201501020110,13,2,4,ベルモントラハイナ,55,横山典弘,1:10.1,36.2,2.7,1,牝,4,456,2
13,201501020110,14,5,10,スペチアーレ,52,藤岡康太,1:10.4,36.7,22.9,10,牝,3,474,8
14,201501020110,15,6,12,クリノツネチャン,55,城戸義政,1:10.6,36.4,180.6,15,牝,4,454,6
15,201501020110,16,6,11,スイートガーデン,55,丹内祐次,1:11.3,36.7,35.8,11,牝,4,494,-14
0,201501020111,1,5,8,トゥインクル,54,菱田裕二,2:40.2,35.1,14.0,6,牡,4,466,4
1,201501020111,2,3,3,ヴェラヴァルスター,54,柴山雄一,2:40.4,35.9,7.2,4,牡,3,496,2
2,201501020111,3,4,5,クロニクルスカイ,54,松田大作,2:40.7,37.1,30.6,9,牡,4,526,0
3,201501020111,4,7,12,クルーガー,54,池添謙一,2:41.0,36.6,3.1,1,牡,3,528,0
4,201501020111,5,6,9,シンボリジャズ,55,四位洋文,2:41.3,37.2,21.6,8,牡,5,490,-2
5,201501020111,6,1,1,パリソワール,54,丸田恭介,2:41.6,36.7,111.5,13,牡,6,432,-2
6,201501020111,7,6,10,ラルプデュエズ,56,三浦皇成,2:42.0,37.5,12.5,5,牡,5,498,-4
7,201501020111,8,3,4,サトノメサイア,54,福永祐一,2:42.0,37.3,3.3,2,牡,3,514,-2
8,201501020111,9,5,7,レッドルモンド,53,藤田伸二,2:42.1,38.8,18.5,7,牡,3,518,-6
9,201501020111,10,7,11,ヤマニンプードレ,52,丹内祐次,2:42.3,37.9,38.4,10,牝,5,476,12
10,201501020111,11,8,14,シップウ,54,勝浦正樹,2:42.4,36.9,80.5,12,セ,4,482,-4
11,201501020111,12,4,6,シャンパーニュ,57,ルメール,2:42.7,38.4,6.6,3,牡,4,492,-2
12,201501020111,13,8,13,アドマイヤネアルコ,54,丸山元気,2:44.8,38.3,196.3,14,牡,7,486,4
0,201501020112,1,7,11,ミツバ,54,ルメール,1:44.7,37.3,3.0,2,牡,3,446,0
1,201501020112,2,7,10,ファインドヌーヴ,52,勝浦正樹,1:45.0,38.2,16.1,5,牝,3,448,-8
2,201501020112,3,5,7,ジュガンティーヤ,57,横山和生,1:45.2,38.0,19.5,6,牡,4,520,-8
3,201501020112,4,6,9,エイユービリオネア,57,池添謙一,1:45.5,37.8,11.0,4,牡,4,460,4
4,201501020112,5,4,5,ショウナンガッチャ,57,丸山元気,1:45.8,38.3,55.5,9,牡,4,484,2
5,201501020112,6,6,8,オアフライダー,57,松田大作,1:45.8,38.5,40.8,7,牡,5,490,6
6,201501020112,7,8,13,カフジスター,57,藤岡康太,1:45.9,38.2,147.2,11,牡,4,460,-4
7,201501020112,8,8,12,モンドアルジェンテ,54,三浦皇成,1:45.9,38.0,2.0,1,牡,3,510,2
8,201501020112,9,1,1,ツクバイーメーカー,54,古川吉洋,1:46.1,39.0,6.7,3,牡,3,506,6
9,201501020112,10,3,3,ロワサーブル,57,柴山雄一,1:46.2,38.2,147.0,10,牡,4,488,-6
10,201501020112,11,4,4,レオネプチューン,57,嶋田純次,1:46.3,39.0,253.8,13,牡,7,468,-8
11,201501020112,12,2,2,フクノドービル,54,丹内祐次,1:46.3,37.9,46.3,8,牡,3,494,2
12,201501020112,13,5,6,キュールエアリス,55,菱田裕二,1:47.8,39.8,155.7,12,牝,5,460,-4
0,201501020201,1,1,1,キャンディバローズ,54,ルメール,1:29.1,35.3,1.7,1,牝,2,406,4
1,201501020201,2,7,11,エフティスパークル,54,蛯名正義,1:29.2,34.5,10.8,3,牡,2,438,4
2,201501020201,3,5,6,ショウザイシンホー,54,三浦皇成,1:30.0,36.5,3.4,2,牡,2,492,4
3,201501020201,4,4,4,キングドラゴン,54,四位洋文,1:30.0,35.7,20.4,6,牡,2,498,6
4,201501020201,5,3,3,タイトルリーフ,54,勝浦正樹,1:30.2,36.5,93.1,7,牝,2,448,-6
5,201501020201,5,5,7,アビス,54,福永祐一,1:30.2,36.4,11.6,4,牝,2,436,-6
6,201501020201,7,8,12,マザックヤース,54,岩田康誠,1:30.4,36.8,16.4,5,牝,2,434,2
7,201501020201,8,4,5,ダンツビジター,54,藤田伸二,1:31.3,37.1,210.9,9,牡,2,438,-2
8,201501020201,9,2,2,マイネルアクティヴ,54,丹内祐次,1:31.5,37.5,389.1,13,牡,2,428,6
9,201501020201,10,6,9,キタノカミカゼ,54,菱田裕二,1:31.7,37.1,230.9,10,牡,2,454,2
10,201501020201,11,6,8,キサナドゥー,51,井上敏樹,1:32.0,37.7,249.9,11,牝,2,396,-6
11,201501020201,12,7,10,アズミノニフクカゼ,51,加藤祥太,1:32.0,36.9,284.1,12,牡,2,470,10
12,201501020201,13,8,13,ホッコースイセイ,54,池添謙一,1:32.4,38.3,138.7,8,牝,2,454,-6
0,201501020202,1,5,5,ジャコバイティズム,56,ルメール,2:34.4,38.9,2.4,1,牡,3,462,-2
1,201501020202,2,7,9,スターペスカンタ,56,岩田康誠,2:34.4,39.2,5.5,3,牡,3,500,-2
2,201501020202,3,5,6,ララクードゥリオン,56,田中博康,2:35.3,39.8,18.0,6,牡,3,494,0
3,201501020202,4,3,3,ハイエストシルバー,56,蛯名正義,2:36.1,41.1,12.0,5,牡,3,526,6
4,201501020202,5,6,7,モーグリ,56,福永祐一,2:36.2,41.2,3.4,2,牡,3,540,8
5,201501020202,6,8,11,トミケンブレスク,56,勝浦正樹,2:36.2,40.2,43.9,10,牡,3,482,12
6,201501020202,7,8,12,トーセンゲイル,56,柴山雄一,2:36.9,40.9,26.5,7,牡,3,468,-2
7,201501020202,8,1,1,インディケーション,53,井上敏樹,2:37.7,41.2,63.1,11,牡,3,494,-12
8,201501020202,9,2,2,スプリングストーム,56,丹内祐次,2:37.8,41.8,175.4,12,牡,3,452,0
9,201501020202,10,6,8,サクラプリズム,54,城戸義政,2:37.8,41.3,39.9,8,牡,3,510,10
10,201501020202,11,4,4,ミスズミラクル,56,松田大作,2:38.0,42.4,40.5,9,牡,3,472,6
11,201501020202,12,7,10,ドラゴンラヴ,51,加藤祥太,2:38.5,43.5,10.3,4,牝,3,452,-2
0,201501020203,1,1,1,クロイツェル,56,ルメール,1:47.0,39.1,1.8,1,牡,3,478,2
1,201501020203,2,4,4,ディーエスレイザー,56,勝浦正樹,1:47.1,39.0,6.2,3,牡,3,488,2
