,race_id,着順,枠番,馬番,馬名,斤量,騎手,タイム,上り,単勝,人気,性,年齢,体重,体重変化
4,201501010103,5,8,9,インディケーション,53,井上敏樹,2:37.5,40.4,23.6,6,牡,3,506,-4
5,201501010103,6,2,2,オブストラクション,56,嶋田純次,2:37.6,40.7,38.4,8,牡,3,530,2
6,201501010103,7,3,3,スプリングストーム,56,丹内祐次,2:38.2,42.2,35.9,7,牡,3,452,0
7,201501010103,8,8,8,シャトーブリアン,54,三浦皇成,2:38.5,43.4,15.6,4,牝,3,470,0
8,201501010103,9,1,1,ハギノカイザー,56,田中博康,2:39.1,42.5,41.6,9,牡,3,422,-10
0,201501010104,1,2,2,クレオール,54,三浦皇成,1:46.9,38.7,16.4,5,牝,3,442,-6
1,201501010104,2,7,9,デュアルフレイム,56,勝浦正樹,1:47.0,39.3,3.4,2,牡,3,448,2
2,201501010104,3,6,6,ディーエスレイザー,56,横山和生,1:47.4,39.5,6.6,4,牡,3,486,8
3,201501010104,4,4,4,ダンスオーレ,53,井上敏樹,1:47.7,39.4,23.2,6,牡,3,454,-6
4,201501010104,5,5,5,ヴェルデプラート,56,柴山雄一,1:48.1,40.2,29.1,8,牡,3,440,-8
5,201501010104,6,3,3,ラヴィダフェリース,56,ルメール,1:48.6,41.0,4.9,3,牡,3,502,2
6,201501010104,7,8,10,デュラブルシャーム,56,古川吉洋,1:51.3,43.4,33.7,9,牡,3,566,-2
7,201501010104,8,7,8,パッショナート,51,加藤祥太,1:51.3,43.4,25.1,7,牝,3,470,4
8,201501010104,9,1,1,サトーリアス,56,福永祐一,1:51.6,44.0,2.7,1,牡,3,462,4
9,201501010104,10,6,7,ヤマニンクラケット,54,丹内祐次,1:51.8,42.8,132.7,11,牝,3,480,0
10,201501010104,11,8,11,メイショウクニツグ,56,藤田伸二,1:52.9,44.0,39.3,10,牡,3,462,-2
0,201501010105,1,5,7,ジープルメリア,51,加藤祥太,1:30.5,34.3,10.9,5,牝,2,440,0
1,201501010105,2,8,13,キャンディバローズ,54,ルメール,1:30.5,34.6,2.1,1,牝,2,402,0
2,201501010105,3,8,12,アビス,54,福永祐一,1:30.7,35.0,29.0,7,牝,2,442,0
3,201501010105,4,4,4,ティソーナ,54,柴山雄一,1:30.7,34.1,4.7,2,牡,2,486,0
4,201501010105,5,2,2,ミスズスター,54,池添謙一,1:30.8,35.5,8.0,4,牡,2,456,0
5,201501010105,6,7,11,ペイシャマリヤ,54,丸田恭介,1:30.9,35.0,68.0,10,牝,2,444,0
6,201501010105,7,3,3,ペイシャフェリシタ,54,黛弘人,1:31.2,35.4,6.9,3,牝,2,474,0
7,201501010105,8,6,8,ナンベーサン,54,勝浦正樹,1:31.3,35.6,55.4,9,牡,2,500,0
8,201501010105,9,4,5,マリエラ,54,藤岡康太,1:31.3,35.0,40.8,8,牡,2,500,0
9,201501010105,10,5,6,エレガントビーナス,51,井上敏樹,1:31.5,36.2,157.2,12,牝,2,410,0
10,201501010105,11,7,10,ブラックベリー,54,三浦皇成,1:31.6,36.1,19.0,6,牝,2,444,0
11,201501010105,12,1,1,サンカーニー,54,松岡正海,1:31.9,36.3,121.1,11,牝,2,466,0
12,201501010105,13,6,9,ヤマニンロスター,54,田中健,1:34.3,36.6,208.4,13,牡,2,458,0
0,201501010106,1,3,5,ジュンファイトクン,56,福永祐一,2:01.0,35.9,2.3,1,牡,3,442,-4
1,201501010106,2,7,13,ピアノコンチェルト,54,ルメール,2:01.4,35.8,14.3,7,牝,3,422,4
2,201501010106,3,1,1,ナンヨーピューピル,56,勝浦正樹,2:01.8,36.1,92.5,13,牡,3,466,0
3,201501010106,4,8,14,ワンディトウショウ,54,横山典弘,2:01.9,36.4,8.5,4,牝,3,466,0
4,201501010106,5,5,9,リュウノースジョイ,54,松岡正海,2:02.0,37.1,6.1,2,牝,3,460,-10
5,201501010106,6,3,4,ハナイチゲ,54,丹内祐次,2:02.0,35.8,9.6,5,牝,3,436,-6
6,201501010106,7,2,2,ピンクシャンパン,51,加藤祥太,2:02.4,36.5,12.3,6,牝,3,426,-4
7,201501010106,8,2,3,エアヴーヴレ,54,松田大作,2:02.6,36.8,65.1,12,牝,3,506,0
8,201501010106,9,6,11,ステイハッピー,51,井上敏樹,2:03.0,38.2,39.3,10,牝,3,450,-10
9,201501010106,10,5,8,クラレンスハウス,54,嶋田純次,2:03.1,37.6,37.3,9,牝,3,448,12
10,201501010106,11,8,15,サルガッソ,54,黛弘人,2:03.2,38.2,59.7,11,牝,3,438,-2
11,201501010106,12,7,12,アスターロマーネ,51,城戸義政,2:03.2,37.3,389.1,15,牝,3,390,-4
12,201501010106,13,4,6,クインズマルシアノ,56,柴山雄一,2:03.3,37.9,15.8,8,牡,3,488,0
13,201501010106,14,6,10,レッドアイヴァー,56,三浦皇成,2:03.8,38.4,8.3,3,牡,3,468,6
14,201501010106,15,4,7,テールドラヴェリテ,54,藤岡康太,2:07.5,40.7,197.8,14,牝,3,486,-8
0,201501010107,1,8,11,ボーンレジェンド,55,柴山雄一,0:59.0,35.7,3.4,1,牝,4,482,-2
1,201501010107,2,5,6,ラスパジャサーダス,52,松岡正海,0:59.0,36.6,10.0,6,牝,3,440,18
2,201501010107,3,5,5,プレシャスヴィガー,55,横山和生,0:59.3,37.0,29.1,9,牝,4,468,-12
3,201501010107,4,6,8,サンレイクウッド,54,井上敏樹,0:59.5,36.2,6.2,4,牡,4,528,6
4,201501010107,5,2,2,クリノショウスーシ,52,長岡禎仁,0:59.5,36.7,63.7,10,牝,3,488,12
5,201501010107,6,4,4,トラストレイカ,52,黛弘人,0:59.6,36.1,18.0,7,牝,3,436,4
6,201501010107,7,3,3,キースカーフ,52,三浦皇成,0:59.7,36.7,4.2,2,牝,3,448,0
7,201501010107,8,7,9,マチルダ,52,加藤祥太,0:59.9,36.4,8.6,5,牝,4,462,-8
8,201501010107,9,8,12,ティーエスカクタス,54,松田大作,1:00.3,37.8,5.5,3,牡,3,488,4
9,201501010107,10,7,10,フジサンマーケット,57,古川吉洋,1:00.4,36.6,74.6,11,牡,4,448,-2
10,201501010107,11,6,7,グランソレイユ,55,阪野学,1:01.6,37.2,120.6,12,牝,4,452,14
11,201501010107,12,1,1,サカダッシュ,51,城戸義政,1:01.7,37.8,22.8,8,牡,3,478,0
0,201501010108,1,7,13,シンフォニア,52,四位洋文,1:08.9,34.7,12.9,5,牝,3,482,20
1,201501010108,2,2,4,ハッシュ,55,藤岡康太,1:09.1,35.3,3.9,2,牝,4,474,-4
2,201501010108,3,3,6,タカミツスズラン,55,松岡正海,1:09.2,35.3,8.2,4,牝,4,460,-6
3,201501010108,4,1,1,カレンステイシー,55,勝浦正樹,1:09.2,35.2,2.8,1,牝,4,480,-6
4,201501010108,5,6,11,ジェラテリアバール,55,福永祐一,1:09.3,34.8,21.0,7,牝,5,496,-2
5,201501010108,6,6,12,アースプレイ,55,丸田恭介,1:09.3,34.5,35.0,9,牝,4,442,10
6,201501010108,7,5,10,クリノツネチャン,52,城戸義政,1:09.4,34.9,283.9,16,牝,4,448,10
7,201501010108,8,4,7,クラシックマーク,55,池添謙一,1:09.4,34.2,62.6,11,牝,4,434,2
8,201501010108,9,2,3,ウィズアットレース,52,丹内祐次,1:09.5,35.4,22.7,8,牝,3,426,2
9,201501010108,10,7,14,ケージーサクランボ,55,柴山雄一,1:09.6,34.5,120.8,13,牝,5,444,-10
10,201501010108,11,4,8,エイシンアリエル,49,加藤祥太,1:09.7,35.3,38.0,10,牝,3,474,2
11,201501010108,12,8,16,クリノハッチャン,55,長岡禎仁,1:09.8,34.4,110.9,12,牝,4,460,-4
12,201501010108,13,8,15,ダイワズットラブ,52,三浦皇成,1:09.8,34.7,5.0,3,牝,3,440,2
13,201501010108,14,3,5,ウォーターメアヌイ,52,田中博康,1:09.8,34.9,194.6,14,牝,3,424,-4
14,201501010108,15,1,2,サクセスフィリア,55,横山和生,1:09.8,35.5,16.3,6,牝,4,452,4
15,201501010108,16,5,9,キュールエアリス,55,松田大作,1:10.1,36.1,199.1,15,牝,5,464,2
0,201501010109,1,6,7,クラシコ,54,福永祐一,1:45.5,38.5,3.4,1,牡,3,492,-6
1,201501010109,2,5,5,ミツバ,54,ルメール,1:45.6,38.8,3.5,2,牡,3,446,0
2,201501010109,3,6,8,スペースクルーズ,57,柴山雄一,1:45.9,39.5,4.4,3,牡,4,588,-16
3,201501010109,4,2,2,ナスノアオバ,57,荻野琢真,1:46.3,39.0,56.4,10,牡,4,540,-2
4,201501010109,5,7,10,オーシャンブルグ,55,池添謙一,1:46.5,39.8,6.7,4,牝,4,450,2
5,201501010109,6,7,9,マハロマナ,52,勝浦正樹,1:46.5,39.9,15.2,6,牝,3,508,6
6,201501010109,7,5,6,ヤマイチキセキ,51,加藤祥太,1:46.7,39.6,16.8,7,牡,3,480,4
7,201501010109,8,3,3,ベルウッドケルン,51,井上敏樹,1:46.8,39.3,36.9,8,牡,3,468,-2
8,201501010109,9,1,1,レッドカノーヴァ,54,三浦皇成,1:46.8,39.3,11.3,5,牡,3,466,-6
9,201501010109,10,4,4,サンディークス,54,藤岡康太,1:48.4,41.4,47.1,9,牡,3,444,-2
10,201501010109,11,8,11,マコトカンパネッロ,52,丹内祐次,1:49.0,42.1,124.0,12,牝,3,432,6
11,201501010109,12,8,12,ムテキザセカンド,57,藤田伸二,1:51.1,44.2,91.5,11,牡,5,506,12
0,201501010110,1,6,10,ウインフェニックス,57,松岡正海,1:28.0,35.0,2.4,1,牡,4,466,4
1,201501010110,2,7,11,アルテ,57,藤岡康太,1:28.0,35.4,10.3,6,牡,4,474,8
2,201501010110,3,7,12,ボールドジャパン,57,丸山元気,1:28.6,35.0,71.0,12,牡,4,502,4
3,201501010110,4,5,7,ビーウィッチド,52,古川吉洋,1:28.7,35.3,7.6,4,牝,3,446,6
4,201501010110,5,4,6,ウォーターラボ,52,横山典弘,1:28.7,35.6,6.7,3,牝,3,452,8
5,201501010110,6,4,5,アドマイヤゴッド,54,ルメール,1:28.9,35.6,10.3,5,牡,3,496,8
6,201501010110,7,1,1,ダイワプロパー,52,三浦皇成,1:28.9,35.6,5.0,2,牝,3,484,0
7,201501010110,8,8,13,ブライトボイス,54,福永祐一,1:29.1,36.1,24.1,7,牡,3,480,-2
8,201501010110,9,6,9,キャンディーハウス,52,勝浦正樹,1:29.3,36.1,121.5,13,牝,3,470,-4
9,201501010110,10,2,2,マイネルグルマン,54,丹内祐次,1:29.6,36.1,28.2,8,牡,3,494,-6
10,201501010110,11,8,14,ビリーヴザワン,57,黛弘人,1:29.7,36.8,35.3,9,セ,4,466,-12
11,201501010110,12,3,4,サビーナクレスタ,57,丸田恭介,1:30.0,36.9,36.9,10,セ,4,490,4
12,201501010110,13,5,8,マナスル,55,井上敏樹,1:30.1,36.6,375.2,14,牝,4,450,-4
13,201501010110,14,3,3,ノボリクリーン,54,阪野学,1:30.3,36.6,62.6,11,牡,3,454,2
0,201501010111,1,1,1,ケイティープライド,54,福永祐一,1:47.2,35.2,4.5,2,牡,5,480,-4
1,201501010111,2,5,6,ウインマーレライ,57.5,松岡正海,1:47.3,35.2,7.8,3,牡,4,500,6
2,201501010111,3,5,5,ダイシンブラック,54,柴山雄一,1:47.5,35.7,130.5,12,牡,6,482,6
3,201501010111,4,4,4,ロードエフォール,55,丸田恭介,1:47.5,34.8,12.1,6,牡,7,488,-8
4,201501010111,5,8,12,サクラボールド,56,勝浦正樹,1:47.7,34.7,25.1,10,牡,8,474,-2
5,201501010111,6,3,3,ケイアイチョウサン,57,横山典弘,1:47.7,35.1,7.9,4,牡,5,452,4
6,201501010111,7,2,2,ブレークビーツ,55,松田大作,1:47.7,34.9,18.3,8,セ,5,450,0
7,201501010111,8,7,9,レッドルーファス,56,ルメール,1:47.9,35.2,2.8,1,牡,5,510,0
8,201501010111,9,6,8,サングラス,55,古川吉洋,1:47.9,36.2,9.9,5,牡,4,494,4
9,201501010111,10,7,10,プレミアムタイム,54,丸山元気,1:48.1,35.1,49.6,11,牡,6,512,-6
10,201501010111,11,6,7,ジャーエスペランサ,54,三浦皇成,1:48.4,36.5,19.4,9,牡,6,482,0
11,201501010111,12,8,11,ワードイズボンド,56,藤岡康太,1:48.5,36.0,14.1,7,牡,4,536,-10
0,201501010112,1,6,8,ゴッドフロアー,55,四位洋文,2:41.3,36.2,9.8,5,牝,5,516,4
1,201501010112,2,8,12,ラルプデュエズ,57,三浦皇成,2:41.3,36.8,11.3,6,牡,5,502,20
2,201501010112,3,4,4,メイショウブシン,57,丸田恭介,2:41.4,36.1,4.9,3,牡,5,464,-8
3,201501010112,4,6,7,シャンパーニュ,57,ルメール,2:41.4,36.6,3.5,1,牡,4,494,4
4,201501010112,5,2,2,ディープストーリー,55,柴山雄一,2:41.4,36.9,39.8,11,牝,5,442,-6
5,201501010112,6,5,6,ヤマニンプードレ,55,黛弘人,2:41.5,36.4,35.8,10,牝,5,464,-10
6,201501010112,7,7,9,フォントルロイ,57,松田大作,2:41.5,37.1,42.1,12,牡,6,504,-2
7,201501010112,8,5,5,ディルガ,55,藤岡康太,2:41.6,36.3,9.1,4,牝,4,464,0
8,201501010112,9,7,10,アドマイヤガスト,54,福永祐一,2:41.7,36.7,4.5,2,牡,3,528,-2
9,201501010112,10,3,3,パッショネイトラン,54,横山典弘,2:41.8,37.0,22.9,9,牡,3,528,-4
10,201501010112,11,1,1,ダンディーズムーン,57,藤田伸二,2:41.9,36.7,14.0,7,牡,4,480,2
11,201501010112,12,8,11,シークレットパス,57,勝浦正樹,2:42.4,37.8,20.6,8,牡,4,454,-10
0,201501010201,1,2,2,ボーダレス,54,横山典弘,1:10.1,35.6,3.0,2,牝,2,460,6
1,201501010201,2,7,7,マーチン,51,加藤祥太,1:10.6,35.4,27.0,6,牝,2,406,0
2,201501010201,3,4,4,ホワイトパンドラ,54,小林徹弥,1:10.7,35.8,2.6,1,牝,2,420,-4
3,201501010201,4,8,9,アイシーザライト,54,水口優也,1:10.9,35.4,119.2,9,牝,2,398,-4
4,201501010201,5,3,3,サラマンカ,54,ルメール,1:11.0,36.3,4.4,3,牝,2,502,4
5,201501010201,6,7,8,ミシェル,51,城戸義政,1:11.0,35.8,14.9,5,牝,2,408,-6
6,201501010201,7,1,1,スイートマティーニ,54,丹内祐次,1:11.1,35.1,71.7,7,牝,2,464,4
7,201501010201,8,8,10,カタオモイ,54,荻野琢真,1:11.8,36.5,175.6,10,牝,2,430,2
8,201501010201,9,5,5,ビバラビダ,51,井上敏樹,1:12.5,37.6,8.1,4,牝,2,446,-8
9,201501010201,10,6,6,ミザントロープ,54,吉田隼人,1:12.8,37.1,82.0,8,牝,2,402,0
0,201501010202,1,1,1,ラッキーダン,56,ルメール,0:59.3,35.6,1.6,1,牡,3,466,-2
1,201501010202,2,8,9,ディーエスフェイム,56,勝浦正樹,0:59.3,35.1,40.8,7,牡,3,478,-10
2,201501010202,3,8,8,サンライズシーズン,53,城戸義政,0:59.4,35.6,8.1,4,牡,3,462,2
3,201501010202,4,4,4,モンサンナシーラ,56,吉田隼人,1:00.1,36.1,4.0,2,牡,3,502,0
4,201501010202,5,7,7,ヴェルトフリーデン,56,長岡禎仁,1:00.2,36.2,43.8,8,牡,3,506,-8
5,201501010202,6,3,3,サクラデスティーノ,56,横山和生,1:00.6,36.1,7.7,3,牡,3,508,2
6,201501010202,7,6,6,カルディア,54,藤岡康太,1:00.7,36.7,13.6,5,牝,3,442,-2
7,201501010202,8,5,5,グラナダ,51,加藤祥太,1:01.3,37.0,37.3,6,牝,3,438,4
8,201501010202,9,2,2,テヅクリ,51,井上敏樹,1:01.6,37.1,127.1,9,牝,3,434,-6
0,201501010203,1,8,10,カゼノドリーム,56,藤田伸二,1:46.0,37.6,28.8,7,牡,3,458,2
1,201501010203,2,5,5,レイズユアハンズ,56,勝浦正樹,1:46.3,38.3,7.9,4,牡,3,512,4
2,201501010203,3,4,4,ヒロノカマオレ,56,藤岡康太,1:46.7,37.9,2.8,1,牡,3,492,4
3,201501010203,4,3,3,キクノステラ,56,畑端省吾,1:46.8,38.8,3.5,2,牡,3,502,4
4,201501010203,5,1,1,ハヤブサゲッツ,56,吉田隼人,1:47.8,40.0,4.3,3,牡,3,472,-4
5,201501010203,6,7,7,ネオキセキ,56,柴山雄一,1:48.0,39.0,30.3,8,牡,3,442,0
6,201501010203,7,8,9,ネオアルカディア,53,井上敏樹,1:48.1,39.3,64.7,9,牡,3,486,-2
7,201501010203,8,7,8,スズカノーチラス,53,加藤祥太,1:48.1,39.9,16.1,6,牡,3,440,6
8,201501010203,9,2,2,ジェンツィアーナ,54,松田大作,1:48.1,40.2,8.6,5,牝,3,434,-10
9,201501010203,10,6,6,リキサンレーヴ,56,黛弘人,1:49.0,40.1,129.9,10,牡,3,514,0
0,201501010204,1,8,13,レオフラッパー,54,横山典弘,1:28.3,35.5,26.0,9,牝,3,468,10
1,201501010204,2,2,2,メイショウスターク,56,四位洋文,1:28.4,35.6,8.6,6,牡,3,440,2
2,201501010204,3,8,14,パーフェクトビュー,54,柴山雄一,1:28.4,35.8,3.2,1,牝,3,468,4
3,201501010204,4,6,10,シーオブラブ,54,ルメール,1:28.6,35.8,11.6,7,牝,3,434,28
4,201501010204,5,3,3,ギャルソンヌ,54,吉田隼人,1:28.6,35.4,32.2,10,牝,3,468,-2
5,201501010204,6,5,7,マイネルプロンプト,56,丹内祐次,1:28.7,36.1,4.9,2,牡,3,464,0
6,201501010204,7,1,1,リアンシチー,51,城戸義政,1:29.0,36.8,8.3,5,牝,3,418,2
7,201501010204,8,4,6,サリュダムール,51,加藤祥太,1:29.3,35.6,209.8,12,牝,3,470,-2
8,201501010204,9,5,8,アグネスイヴァン,56,古川吉洋,1:29.4,35.9,205.8,11,牡,3,480,6
9,201501010204,10,7,12,ウインエスパシオ,53,井上敏樹,1:29.4,36.9,8.0,4,牡,3,508,-4
10,201501010204,11,4,5,クリーミーボイス,54,福永祐一,1:29.6,37.0,5.8,3,牝,3,440,0
11,201501010204,12,6,9,オーバースト,56,黛弘人,1:29.8,37.5,24.8,8,セ,3,446,-2
12,201501010204,13,3,4,クラウンフォルテ,54,西村太一,1:29.8,36.2,256.1,13,牝,3,460,14
13,201501010204,14,7,11,マンダリンクイーン,54,長岡禎仁,1:33.8,40.6,371.1,14,牝,3,436,14
0,201501010205,1,4,4,プロフェット,54,福永祐一,1:52.3,34.2,1.5,1,牡,2,450,0
1,201501010205,2,7,7,レインボーライン,54,四位洋文,1:52.6,34.3,4.9,2,牡,2,454,0
2,201501010205,3,1,1,ベルウッドサコン,54,柴山雄一,1:52.9,34.5,6.6,3,牡,2,446,0
3,201501010205,4,2,2,マコトクラダリング,54,藤岡康太,1:53.1,34.5,16.5,5,牝,2,488,0
4,201501010205,5,6,6,ミラクルユニバンス,54,ルメール,1:54.0,35.4,8.0,4,牡,2,460,0
5,201501010205,6,5,5,スリーハーツクライ,54,古川吉洋,1:54.2,36.1,45.3,7,牡,2,468,0
6,201501010205,7,3,3,ホルスナイフ,54,勝浦正樹,1:56.6,37.7,45.1,6,牡,2,458,0
0,201501010206,1,2,2,エネスク,54,勝浦正樹,1:49.0,38.0,9.1,6,牡,2,488,0
1,201501010206,2,7,8,ドゥラリュール,54,横山典弘,1:49.2,38.0,5.9,3,牡,2,456,0
2,201501010206,3,1,1,クロスドルージュ,54,柴山雄一,1:49.5,38.7,4.2,2,牡,2,460,0
3,201501010206,4,6,6,グロウインザダーク,54,ルメール,1:49.7,39.0,8.6,5,牡,2,478,0
4,201501010206,5,6,7,トゥールエッフェル,54,池添謙一,1:50.3,39.6,3.2,1,牝,2,506,0
5,201501010206,6,4,4,デフィノワール,51,井上敏樹,1:50.9,39.6,133.1,11,牡,2,462,0
6,201501010206,7,8,10,ヘッドストロング,54,藤岡康太,1:51.1,39.7,29.5,8,牡,2,520,0
7,201501010206,8,5,5,ウインブリング,54,黛弘人,1:51.5,40.0,24.9,7,牡,2,480,0
8,201501010206,9,7,9,ムービングデイ,54,四位洋文,1:51.6,40.6,7.6,4,牡,2,490,0
9,201501010206,10,3,3,アルティジャーノ,54,丸山元気,1:53.1,41.8,59.7,10,牡,2,460,0
10,201501010206,11,8,11,コパノリクエスト,54,吉田隼人,1:53.7,42.2,38.0,9,牡,2,540,0
0,201501010207,1,5,5,ネオリアリズム,57,ルメール,1:46.5,33.5,2.8,2,牡,4,514,4
1,201501010207,2,3,3,ヒルノマテーラ,55,四位洋文,1:47.0,34.7,2.7,1,牝,4,460,-10
2,201501010207,3,6,6,ジャストフォーユー,51,井上敏樹,1:47.1,35.7,13.1,5,牡,3,460,-10
3,201501010207,4,7,8,ラガーギアチェンジ,57,池添謙一,1:47.1,35.1,20.1,7,牡,4,486,0
4,201501010207,5,4,4,レジメンタル,54,福永祐一,1:47.8,35.1,5.0,3,牡,3,442,2
5,201501010207,6,8,10,ヒカルエリントン,57,丸山元気,1:48.0,34.7,18.3,6,牡,5,536,0
6,201501010207,7,6,7,アドマイヤアロマ,55,藤岡康太,1:48.1,34.8,9.4,4,牝,4,440,-14
7,201501010207,8,8,11,テイエムクロタカ,54,古川吉洋,1:48.4,36.2,48.7,8,牡,3,470,-8
8,201501010207,9,7,9,ケンブリッジアーサ,54,加藤祥太,1:49.1,35.4,243.2,11,牡,5,438,-6
9,201501010207,10,1,1,ライフトップガン,57,小林徹弥,1:49.1,35.5,70.7,9,牡,5,474,-2
10,201501010207,11,2,2,ウーマン,52,田中博康,1:50.4,36.5,160.0,10,牝,3,446,-14
0,201501010208,1,8,12,サージェントバッジ,54,福永祐一,1:45.3,37.5,8.0,4,牡,3,492,6
1,201501010208,2,7,10,メイショウナガマサ,54,藤岡康太,1:45.7,38.0,3.5,1,牡,3,504,-16
2,201501010208,3,5,6,ツクバイーメーカー,54,古川吉洋,1:45.9,38.1,16.9,9,牡,3,500,-6
3,201501010208,4,8,13,カレンマタドール,57,吉田隼人,1:46.1,38.6,10.4,5,セ,4,508,8
4,201501010208,5,2,2,エイユービリオネア,57,池添謙一,1:46.2,38.2,4.6,2,牡,4,456,2
5,201501010208,6,6,9,オアフライダー,57,松田大作,1:46.4,37.7,15.0,7,牡,5,484,-4
6,201501010208,7,4,4,オンワードハンター,57,ルメール,1:46.6,38.4,14.9,6,牡,4,460,4
7,201501010208,8,5,7,トーコーヴィオラ,52,加藤祥太,1:47.0,39.0,35.6,11,牝,5,466,0
8,201501010208,9,1,1,フクノドービル,54,丹内祐次,1:47.3,38.9,15.3,8,牡,3,492,-2
9,201501010208,10,4,5,ジュガンティーヤ,57,横山典弘,1:47.4,39.4,5.4,3,牡,4,528,-2
10,201501010208,11,7,11,ロワサーブル,57,柴山雄一,1:47.7,38.4,92.7,12,牡,4,494,2
11,201501010208,12,3,3,ショウナンアイ,52,勝浦正樹,1:48.2,40.7,21.9,10,牝,3,466,2
12,201501010208,13,6,8,レオネプチューン,57,西村太一,1:48.9,40.2,114.0,13,牡,7,476,-2
0,201501010209,1,1,1,クルーガー,54,池添謙一,2:00.7,35.4,1.8,1,牡,3,528,36
1,201501010209,2,3,3,ローハイド,57,福永祐一,2:00.9,35.6,5.4,3,牡,4,490,-6
2,201501010209,3,2,2,マイネルサージュ,54,丹内祐次,2:00.9,35.8,16.0,5,牡,3,498,14
3,201501010209,4,5,5,ジョーアラタ,54,ルメール,2:01.0,35.4,4.2,2,牡,3,480,-4
4,201501010209,5,7,7,サンドラバローズ,55,柴山雄一,2:01.2,35.6,23.4,6,牝,4,412,6
5,201501010209,6,8,8,ザトゥルーエアー,57,田中博康,2:01.6,36.5,10.4,4,牡,4,460,-8
6,201501010209,7,6,6,カウニスクッカ,55,丸山元気,2:01.6,36.5,38.1,8,牝,4,462,-12
7,201501010209,8,4,4,ヴィンセンツイヤー,57,吉田隼人,2:01.7,36.3,55.6,9,牡,4,490,4
8,201501010209,9,8,9,グランスエルテ,57,藤田伸二,2:02.5,37.3,24.9,7,牡,5,468,2
0,201501010210,1,6,9,セウアズール,55,福永祐一,1:27.7,34.0,5.4,2,牝,4,406,-6
1,201501010210,2,7,11,エルゴレア,55,柴山雄一,1:27.8,34.5,19.3,8,牝,4,472,2
2,201501010210,3,5,7,アカネイロ,55,吉田隼人,1:27.8,34.3,2.6,1,牝,4,490,-4
3,201501010210,4,5,8,アンレール,55,四位洋文,1:27.9,34.0,8.5,4,牝,5,476,6
4,201501010210,5,4,6,モズハツコイ,55,池添謙一,1:27.9,35.0,18.4,7,牝,4,472,12
5,201501010210,6,4,5,ダンツキャンサー,55,藤田伸二,1:27.9,33.8,11.3,6,牝,4,476,18
6,201501010210,7,2,2,ローズマンブリッジ,55,ルメール,1:28.0,34.3,8.7,5,牝,5,490,0
