,race_id,着順,枠番,馬番,馬名,斤量,騎手,タイム,上り,単勝,人気,性,年齢,体重,体重変化
8,201704020703,9,3,6,デザートスネーク,56,吉田隼人,2:02.0,36.5,91.4,13,牡,3,490,10
9,201704020703,10,6,11,グラスルーチェ,51,野中悠太,2:02.1,35.7,70.2,12,牝,3,444,-2
10,201704020703,11,4,7,サンジュリアン,54,北村宏司,2:02.1,35.7,38.4,10,牝,3,438,4
11,201704020703,12,8,16,エンジェルナンバー,54,宮崎北斗,2:02.2,35.5,318.4,17,牝,3,432,-2
12,201704020703,13,8,17,コスモストレンジ,56,嘉藤貴行,2:02.2,36.6,190.9,16,牡,3,476,-4
13,201704020703,14,7,14,ストラギスト,51,木幡育也,2:02.3,36.6,28.8,9,牝,3,442,2
14,201704020703,15,3,5,ルチアーノカフェ,56,二本柳壮,2:02.4,36.0,429.7,18,牡,3,494,14
15,201704020703,16,2,3,ハートリッチ,56,田中勝春,2:02.4,36.0,143.9,14,牡,3,452,-2
16,201704020703,17,5,10,スカーレットラバー,56,津村明秀,2:02.8,37.0,4.6,2,牡,3,480,0
17,201704020703,18,7,15,ゴールデンチャンス,53,木幡巧也,2:02.9,36.9,182.7,15,牝,3,422,6
0,201704020704,1,2,3,ペイシャリサ,54,的場勇人,1:55.9,38.8,36.0,10,牝,3,464,-4
1,201704020704,2,2,2,ラインディオーネ,51,武藤雅,1:56.0,39.4,7.2,4,牝,3,438,-2
2,201704020704,3,6,11,ミッキークルソラ,54,横山典弘,1:56.4,40.3,7.2,3,牝,3,456,2
3,201704020704,4,4,6,クリノアンヌ,54,三浦皇成,1:57.0,39.7,82.4,13,牝,3,452,2
4,201704020704,5,5,8,ルーセントオーデ,54,柴田善臣,1:57.1,40.3,28.3,8,牝,3,468,0
5,201704020704,6,7,13,オンワードラスター,54,木幡初広,1:57.2,40.4,215.6,14,牝,3,428,10
6,201704020704,6,8,15,サンボストン,51,野中悠太,1:57.2,39.6,26.0,7,牝,3,486,2
7,201704020704,8,6,10,アイティプリンセス,54,吉田豊,1:57.4,41.7,78.0,12,牝,3,472,0
8,201704020704,9,1,1,メリルフォンテン,54,丸田恭介,1:57.4,40.4,245.6,15,牝,3,456,-6
9,201704020704,10,7,12,アクアリオ,54,北村宏司,1:57.4,41.6,2.2,1,牝,3,438,2
10,201704020704,11,4,7,パープルハート,53,木幡巧也,1:57.6,41.3,32.0,9,牝,3,502,6
11,201704020704,12,5,9,チアフルガール,54,岩田康誠,1:57.7,41.4,13.4,5,牝,3,440,0
12,201704020704,13,8,14,ハッピーパーティー,51,藤田菜七,1:57.7,41.1,25.6,6,牝,3,424,-2
13,201704020704,14,3,5,プラスドピラミッド,54,田中勝春,1:58.1,41.0,54.1,11,牝,3,438,6
14,201704020704,15,3,4,メロウハート,54,吉田隼人,1:58.4,41.8,4.1,2,牝,3,532,8
0,201704020705,1,8,12,ノーブルバルカン,51,武藤雅,2:04.0,35.1,60.6,11,牡,2,444,0
1,201704020705,2,5,5,ミレフォリウム,54,津村明秀,2:04.2,35.4,9.0,3,牝,2,472,0
2,201704020705,3,6,7,ワセダインブルー,54,北村宏司,2:04.4,35.1,28.5,8,牡,2,436,0
3,201704020705,4,7,10,インプレスシチー,54,柴山雄一,2:04.7,35.0,17.1,5,牡,2,454,0
4,201704020705,5,8,11,プリマドンナ,54,横山典弘,2:04.7,35.5,10.6,4,牝,2,436,0
5,201704020705,6,7,9,セイカメテオライト,54,岩田康誠,2:04.7,35.6,20.1,6,牡,2,452,0
6,201704020705,7,3,3,ブリスフルデイズ,54,戸崎圭太,2:04.7,35.2,2.1,1,牝,2,432,0
7,201704020705,8,5,6,スリーヘリオス,53,木幡巧也,2:04.9,35.4,37.5,9,牡,2,464,0
8,201704020705,9,1,1,ハクユウフラッシュ,54,大野拓弥,2:05.0,35.3,27.2,7,牡,2,480,0
9,201704020705,10,2,2,アメノムラクモ,54,吉田隼人,2:05.2,36.1,3.7,2,牡,2,504,0
10,201704020705,11,4,4,マイネルパブリック,54,柴田大知,2:07.2,37.9,101.2,12,牡,2,464,0
11,201704020705,12,6,8,キリンノツバサ,54,三浦皇成,2:08.4,37.3,55.5,10,牡,2,438,0
0,201704020706,1,5,10,マイティーワークス,54,田中勝春,1:22.8,35.1,3.8,1,牝,2,448,0
1,201704020706,2,1,2,カイトセブン,54,菅原隆一,1:23.1,35.9,51.1,12,牡,2,482,0
2,201704020706,3,1,1,アイスフィヨルド,54,西田雄一,1:23.1,34.8,39.2,10,牡,2,440,0
3,201704020706,4,3,5,ナンヨーセゾニエ,54,柴田善臣,1:23.2,34.5,50.7,11,牝,2,412,0
4,201704020706,5,7,14,ディアファーシル,54,吉田隼人,1:23.7,36.0,60.2,14,牝,2,426,0
5,201704020706,6,3,6,メイモアナ,54,吉田豊,1:23.9,36.1,11.6,6,牝,2,436,0
6,201704020706,7,8,16,ララマ,51,武藤雅,1:23.9,35.4,10.8,5,牡,2,460,0
7,201704020706,8,7,15,マリノディアナ,54,三浦皇成,1:24.0,36.0,5.6,2,牝,2,432,0
8,201704020706,9,6,11,トニーハピネス,54,江田照男,1:24.2,36.7,64.2,15,牝,2,430,0
9,201704020706,10,4,7,ルアナ,54,戸崎圭太,1:24.3,36.9,7.7,4,牝,2,440,0
10,201704020706,11,7,13,スパークリング,54,津村明秀,1:24.3,36.3,17.3,7,牝,2,394,0
11,201704020706,12,4,8,コウギョウブライト,54,北村宏司,1:24.5,35.4,5.7,3,牡,2,464,0
12,201704020706,13,6,12,ゾディアック,54,岩部純二,1:24.8,36.8,83.3,16,牝,2,422,0
13,201704020706,14,2,4,ニシノバーチョ,53,木幡巧也,1:24.8,35.1,21.6,8,牝,2,440,0
14,201704020706,15,8,18,アンクルブレイク,54,丸田恭介,1:25.1,36.4,136.7,17,牡,2,476,0
15,201704020706,16,2,3,ベルクカッツェ,51,藤田菜七,1:25.3,35.2,38.0,9,牡,2,448,0
16,201704020706,17,5,9,フレキシビリティー,52,伴啓太,1:25.3,36.1,56.5,13,牝,2,490,0
17,201704020706,18,8,17,トミケンムトル,54,武士沢友,1:26.8,36.8,208.9,18,牡,2,468,0
0,201704020707,1,5,9,ラブリイメッセージ,54,津村明秀,0:56.1,33.0,60.5,14,牝,3,440,-2
1,201704020707,2,6,12,エリーヒストリー,54,宮崎北斗,0:56.2,33.6,9.2,5,牝,3,464,8
2,201704020707,3,7,14,エフティリンダ,54,村田一誠,0:56.2,32.9,56.5,13,牝,3,430,4
3,201704020707,4,7,13,モアナブルー,54,丸田恭介,0:56.2,33.2,4.5,2,牝,3,454,-6
4,201704020707,5,8,16,ネオヴェルモット,54,大野拓弥,0:56.3,33.7,3.5,1,牝,3,426,0
5,201704020707,6,3,5,ウインプラージュ,54,柴田大知,0:56.4,33.7,5.7,3,牝,3,414,-2
6,201704020707,7,4,8,ピクニックランチ,51,野中悠太,0:56.4,33.5,45.7,12,牝,3,426,4
7,201704020707,8,6,11,シーソルティキッス,54,北村宏司,0:56.5,33.2,16.8,6,牝,3,414,4
8,201704020707,9,8,18,ルビーティアラ,51,武藤雅,0:56.7,32.8,28.8,9,牝,3,428,4
9,201704020707,10,5,10,ジュローズ,54,岩田康誠,0:56.8,33.1,23.6,8,牝,3,408,2
10,201704020707,11,4,7,コールオンミー,51,木幡育也,0:56.9,33.8,37.8,11,牝,3,432,4
11,201704020707,12,2,3,ガーリー,52,伴啓太,0:57.1,33.2,261.3,18,牝,3,424,8
12,201704020707,13,2,4,ツララ,54,田中勝春,0:57.1,34.0,36.5,10,牝,3,470,6
13,201704020707,14,8,17,トウカイリオナ,53,木幡巧也,0:57.4,34.1,7.0,4,牝,3,454,4
14,201704020707,15,3,6,プリンセスナナコ,51,藤田菜七,0:57.6,34.5,21.0,7,牝,3,440,10
15,201704020707,16,1,2,マッキーイマジン,54,杉原誠人,0:57.9,33.8,133.4,17,牝,3,440,0
16,201704020707,17,7,15,ガンミ,54,江田照男,0:58.4,34.9,82.8,15,牝,3,448,12
17,201704020707,18,1,1,ロマングレース,54,西田雄一,0:58.8,34.6,103.2,16,牝,3,446,-2
0,201704020708,1,4,5,ワイルドカード,54,北村宏司,1:52.2,37.0,5.6,3,牡,3,546,-10
1,201704020708,2,6,10,スペリオルシチー,54,岩田康誠,1:52.3,37.2,1.7,1,牡,3,462,6
2,201704020708,3,4,6,フォレストタウン,54,津村明秀,1:52.7,37.8,4.3,2,牡,3,510,2
3,201704020708,4,8,14,ゴールドブラッド,54,田中勝春,1:53.4,38.1,10.5,4,牡,3,496,-2
4,201704020708,5,7,12,オールウェイズゼア,51,木幡育也,1:53.7,37.7,92.2,10,牡,3,472,6
5,201704020708,6,3,4,オケアノス,57,岩部純二,1:53.9,38.4,68.5,8,牡,5,528,8
6,201704020708,7,5,7,ヤマトワイルド,54,柴山雄一,1:53.9,38.9,19.5,5,牡,3,478,6
7,201704020708,8,5,8,ボーントゥレイン,57,大野拓弥,1:54.2,38.8,76.2,9,牡,4,518,4
8,201704020708,9,7,11,スマートダイバー,54,武藤雅,1:55.0,38.7,31.0,7,牡,6,498,0
9,201704020708,10,6,9,テンノサクラコ,52,野中悠太,1:55.3,39.6,115.6,11,牝,4,468,-2
10,201704020708,11,2,2,ダイワハッスル,57,石橋脩,1:55.5,39.4,30.4,6,牡,5,484,0
11,201704020708,12,8,13,アルジャントゥイユ,54,吉田隼人,1:56.4,39.9,131.4,12,牡,3,422,-14
12,201704020708,13,3,3,テンゴールドラブ,52,嘉藤貴行,1:56.4,39.9,381.9,14,牝,3,450,0
13,201704020708,14,1,1,キャンディハート,51,木幡巧也,1:56.6,39.9,289.8,13,牝,3,432,4
0,201704020709,1,3,3,コウキチョウサン,57,戸崎圭太,2:27.9,33.4,5.1,2,牡,4,456,8
1,201704020709,2,5,6,インペリアルフィズ,54,田辺裕信,2:27.9,34.4,13.8,6,牡,3,456,4
2,201704020709,3,8,12,クレッシェンドラヴ,54,岩田康誠,2:28.0,34.3,6.4,5,牡,3,488,-2
3,201704020709,4,2,2,プライムセラー,57,柴山雄一,2:28.1,34.1,5.9,4,セ,4,496,-2
4,201704020709,5,8,13,スティルウォーター,55,吉田隼人,2:28.3,34.4,5.4,3,牝,4,410,8
5,201704020709,6,1,1,フォースフィールド,57,横山典弘,2:28.4,34.2,15.5,7,牡,5,434,0
6,201704020709,7,4,4,フレスコパスト,52,北村宏司,2:28.4,34.1,27.2,9,牝,3,410,4
7,201704020709,8,7,11,フォイヤーヴェルク,57,石橋脩,2:28.4,34.5,3.7,1,牡,4,444,6
8,201704020709,9,6,9,サムワンライクユー,57,柴田大知,2:28.4,34.8,51.4,10,牡,4,460,-4
9,201704020709,10,4,5,キーフォーサクセス,57,田中勝春,2:28.6,35.3,69.1,11,牡,5,446,0
10,201704020709,11,7,10,ヴァンクールシルク,54,津村明秀,2:29.1,35.7,15.7,8,牡,3,566,0
11,201704020709,12,5,7,ポップスキャット,55,丸田恭介,2:29.2,34.9,277.5,13,牝,5,434,4
12,201704020709,13,6,8,シンボリラパス,57,木幡巧也,2:29.4,35.8,131.2,12,牡,4,484,4
0,201704020710,1,6,11,ディオスコリダー,54,石橋脩,1:10.5,36.3,4.3,1,牡,3,492,-2
1,201704020710,2,2,2,キタサンガンバ,57,吉田隼人,1:10.8,36.7,13.8,7,牡,4,480,-6
2,201704020710,3,7,13,ペイシャバラード,55,三浦皇成,1:10.8,37.0,33.4,11,牝,4,456,2
3,201704020710,4,5,8,アシャカダイキ,52,北村宏司,1:11.1,36.4,8.2,4,牝,3,486,2
4,201704020710,5,3,5,メイショウユメゴゼ,55,岩田康誠,1:11.3,36.3,9.8,6,牝,8,490,0
5,201704020710,6,2,3,タガノヴィッター,57,横山典弘,1:11.5,35.9,4.3,2,牡,4,510,2
6,201704020710,7,4,7,アデレードヒル,55,柴山雄一,1:11.5,37.2,25.4,9,牝,4,480,4
7,201704020710,8,3,4,マイネルラック,57,柴田大知,1:11.6,35.9,31.8,10,牡,4,482,8
8,201704020710,9,8,14,サヴィ,54,戸崎圭太,1:11.7,36.9,5.4,3,牡,3,462,0
9,201704020710,10,7,12,ナムライチバンボシ,57,柴田善臣,1:12.1,37.4,256.5,14,牡,7,494,-4
10,201704020710,11,1,1,ドウカンヤマ,57,大野拓弥,1:12.4,37.5,8.9,5,牡,4,500,0
11,201704020710,12,5,9,ウインバローラス,57,木幡巧也,1:12.4,37.5,34.4,12,牡,5,486,-2
12,201704020710,13,4,6,スナッチアキス,55,木幡育也,1:12.9,37.6,281.3,15,牝,5,430,-6
13,201704020710,14,8,15,エイシンパライソ,57,津村明秀,1:13.0,38.6,17.7,8,牡,5,516,6
14,201704020710,15,6,10,オージーアイドル,55,吉田豊,1:13.9,39.9,173.7,13,牝,5,470,18
0,201704020711,1,4,4,グランアルマダ,57,石橋脩,2:12.3,34.7,5.9,3,牡,5,526,0
1,201704020711,2,1,1,ゼウスバローズ,57,戸崎圭太,2:12.4,34.0,1.9,1,牡,6,470,2
2,201704020711,3,7,7,トレジャーマップ,57,丸田恭介,2:12.5,34.7,21.1,6,牡,6,444,-4
3,201704020711,4,2,2,ペンタトニック,57,吉田隼人,2:12.6,34.3,6.3,4,牡,6,498,-2
4,201704020711,5,5,5,マイネルラフレシア,57,柴田大知,2:13.0,34.8,8.5,5,牡,4,454,-4
5,201704020711,6,8,8,メイショウコルノ,57,大野拓弥,2:13.1,35.5,39.9,7,牡,6,536,-18
6,201704020711,7,6,6,グランドサッシュ,57,岩田康誠,2:13.2,35.1,4.5,2,牡,6,456,-4
7,201704020711,8,3,3,ダイシンブラック,57,吉田豊,2:15.0,37.0,102.7,8,牡,8,488,0
0,201704020712,1,6,10,ケンコンイッテキ,57,三浦皇成,1:11.3,36.4,2.2,1,牡,4,506,-4
1,201704020712,2,1,1,ツインプラネット,54,木幡育也,1:11.9,37.1,13.6,6,セ,7,506,8
2,201704020712,3,6,11,カキツバタチグサ,57,津村明秀,1:12.2,37.1,5.0,2,牡,4,518,0
3,201704020712,4,3,4,ビバラビダ,54,木幡巧也,1:12.3,36.5,7.4,3,牝,4,470,0
4,201704020712,5,2,3,メガポリゴン,54,田中勝春,1:12.4,37.1,28.4,8,牡,3,532,6
5,201704020712,6,2,2,ビレッジエンパイア,57,岩田康誠,1:12.6,37.0,85.4,13,牡,4,474,-4
6,201704020712,7,4,6,ステラルーチェ,57,村田一誠,1:12.6,37.2,30.6,9,牡,5,476,-4
7,201704020712,8,8,15,イデアオブダンディ,57,大野拓弥,1:12.6,36.5,42.5,11,牡,4,480,-4
8,201704020712,9,4,7,エビスリアン,57,西村太一,1:12.8,37.3,9.5,4,牡,4,482,8
9,201704020712,10,5,9,スモモチャン,55,嘉藤貴行,1:12.9,37.1,90.7,14,牝,4,442,-2
10,201704020712,11,5,8,チビノヴァルタン,55,北村宏司,1:13.1,37.4,25.5,7,牝,4,448,0
11,201704020712,12,7,13,ロマンスマジック,52,岩部純二,1:13.4,37.3,61.4,12,牝,3,450,4
12,201704020712,13,8,14,アルマククナ,53,伴啓太,1:13.6,38.1,246.7,15,牝,4,428,6
13,201704020712,14,7,12,カネトシユキミ,49,武藤雅,1:13.6,38.3,10.9,5,牝,3,396,-2
14,201704020712,15,3,5,メダーリアフレイム,54,吉田隼人,1:13.9,38.2,40.3,10,牡,3,462,-4
0,201704020801,1,8,14,アトレヴィード,54,戸崎圭太,1:23.1,36.1,1.9,1,牝,2,436,4
1,201704020801,2,3,5,ダイメイジャスミン,54,丸田恭介,1:23.3,36.1,7.8,3,牝,2,396,0
2,201704020801,3,1,1,アースフライト,54,石橋脩,1:23.3,35.0,16.1,5,牝,2,410,0
3,201704020801,4,6,10,ゴールドシャッツ,54,柴田大知,1:23.5,36.1,12.9,4,牝,2,414,0
4,201704020801,5,5,8,スピードウイング,54,江田照男,1:23.6,36.2,44.8,8,牡,2,452,4
5,201704020801,6,5,9,ノーホームワーク,54,吉田豊,1:23.7,36.9,305.6,14,牡,2,476,10
6,201704020801,7,2,3,マントラ,54,的場勇人,1:23.7,35.9,145.1,10,牝,2,446,0
7,201704020801,8,4,6,レップウ,54,嘉藤貴行,1:23.8,36.4,184.0,12,牡,2,452,-4
8,201704020801,9,3,4,ミヤビチーター,54,内田博幸,1:24.0,36.6,3.8,2,牡,2,460,-10
9,201704020801,10,7,12,ニシノアリオス,51,野中悠太,1:24.0,36.8,20.1,6,牝,2,440,-2
10,201704020801,11,7,13,シゲルソラマメ,51,武藤雅,1:24.2,37.3,235.5,13,牡,2,438,2
11,201704020801,12,6,11,サイモンジルバ,54,大野拓弥,1:24.3,36.3,182.2,11,牝,2,458,-4
12,201704020801,13,4,7,ハリケーンヴォーグ,54,津村明秀,1:24.8,37.1,33.8,7,牡,2,454,0
13,201704020801,14,8,15,ポイズンピル,51,藤田菜七,1:25.1,37.4,71.0,9,牡,2,434,-8
14,201704020801,15,2,2,スロットマシーン,54,江田勇亮,1:25.5,37.4,426.1,15,牡,2,424,0
0,201704020802,1,3,4,ニシノレディー,54,大野拓弥,1:12.8,37.3,21.0,8,牝,3,440,8
1,201704020802,2,6,11,ジャルダンヴェール,54,伊藤工真,1:13.1,37.4,5.6,3,牝,3,432,-4
2,201704020802,3,8,15,クルクルミラクル,51,武藤雅,1:13.2,37.3,44.3,11,牝,3,470,0
3,201704020802,4,7,12,マンハッタンガール,54,岩田康誠,1:13.3,37.1,7.2,4,牝,3,474,-6
4,201704020802,5,1,1,ヒロイックアゲン,54,戸崎圭太,1:13.4,37.6,3.3,1,牝,3,460,-10
5,201704020802,6,3,5,クオリティスタート,52,伴啓太,1:13.5,37.1,24.4,9,牝,3,494,0
6,201704020802,7,7,13,シゲルパンダ,51,木幡育也,1:13.5,37.7,10.7,5,牝,3,386,-8
7,201704020802,8,2,3,サウスカップ,53,木幡巧也,1:13.8,37.8,28.0,10,牝,3,428,7
8,201704020802,9,4,7,ウェルカムキッス,54,内田博幸,1:13.9,37.7,4.8,2,牝,3,470,6
9,201704020802,10,4,6,ヤマニンイリザブル,54,村田一誠,1:14.0,37.8,74.7,12,牝,3,434,6
10,201704020802,11,5,8,サンセリテ,54,丸田恭介,1:14.2,37.0,10.9,6,牝,3,470,10
11,201704020802,12,2,2,エマーブル,54,杉原誠人,1:15.5,39.6,14.2,7,牝,3,398,6
12,201704020802,13,8,14,レッドティフォン,54,田中勝春,1:16.5,39.7,188.6,14,牝,3,402,-8
13,201704020802,14,6,10,セレステアルスター,54,武士沢友,1:16.5,39.5,290.5,15,牝,3,420,-2
14,201704020802,15,5,9,タイジェン,51,藤田菜七,1:17.3,40.8,93.4,13,牝,3,396,8
0,201704020803,1,5,8,ジャストヒーロー,56,岩田康誠,1:54.7,37.8,9.0,4,牡,3,460,6
1,201704020803,2,4,7,エルドールサージュ,56,田辺裕信,1:54.8,39.9,2.5,1,牡,3,466,0
2,201704020803,3,2,2,サンピッツバーグ,54,丸田恭介,1:55.6,38.8,48.0,10,牝,3,436,10
3,201704020803,4,8,15,キャプテンルフィ,56,大野拓弥,1:55.8,41.0,4.6,3,牡,3,484,2
4,201704020803,5,2,3,シンボリスーマラン,56,石橋脩,1:55.9,39.9,11.3,5,牡,3,462,4
5,201704020803,6,6,11,ショウナンハドル,56,内田博幸,1:56.0,40.3,4.6,2,牡,3,470,4
6,201704020803,7,6,10,カドモス,56,柴山雄一,1:56.0,40.6,37.6,9,牡,3,538,8
7,201704020803,8,7,13,グリフレット,53,武藤雅,1:56.2,41.0,13.7,6,牡,3,436,0
8,201704020803,9,3,5,クインズベガ,56,吉田豊,1:58.0,42.3,29.0,8,牡,3,566,14
9,201704020803,10,8,14,レディロックバンド,51,野中悠太,1:58.4,41.8,251.4,14,牝,3,470,2
10,201704020803,11,4,6,プラグドワグナー,56,大庭和弥,1:58.6,41.2,164.3,13,牡,3,508,0
11,201704020803,12,3,4,イノレンジャー,56,宮崎北斗,1:59.4,44.6,148.4,12,牡,3,486,-6
12,201704020803,13,1,1,ネオヴァヴェル,56,西田雄一,1:59.5,42.3,75.7,11,セ,3,478,-14
13,201704020803,14,7,12,キャプテンムーン,53,木幡育也,2:01.7,45.0,21.3,7,牡,3,472,-12
14,201704020803,15,5,9,リュクスワンダー,54,伴啓太,2:07.0,49.7,284.3,15,牡,3,546,-5
0,201704020804,1,3,3,ウエスタンレベッカ,58,熊沢重文,3:02.9,12.8,9.0,3,牝,7,462,0
1,201704020804,2,8,14,リミットブレイク,60,平沢健治,3:03.6,12.9,10.2,4,セ,5,514,-2
2,201704020804,3,4,5,エルゼロ,60,石神深一,3:04.2,12.9,1.6,1,牡,4,488,2
3,201704020804,4,5,7,ボーシエル,60,金子光希,3:04.9,13.0,53.5,8,牡,4,518,0
4,201704020804,5,6,10,レジェンドパワー,60,大江原圭,3:05.8,13.0,6.0,2,セ,5,432,4
5,201704020804,6,1,1,ワークショップ,60,大庭和弥,3:07.1,13.1,15.3,6,牡,4,498,-4
6,201704020804,7,8,13,クリノツネチャン,58,山本康志,3:07.8,13.2,164.7,11,牝,6,474,4
7,201704020804,8,6,9,セガールフォンテン,60,江田勇亮,3:08.2,13.2,172.2,12,牡,7,482,-8
8,201704020804,9,2,2,デルマヌラリヒョン,60,蓑島靖典,3:08.7,13.2,17.3,7,牡,7,500,2
9,201704020804,10,7,11,ナポレオン,60,高野和馬,3:09.0,13.3,251.2,14,牡,5,484,4
10,201704020804,11,3,4,シゲルヤマアラシ,58,田村太雅,3:09.1,13.3,142.7,10,牡,3,498,-6
11,201704020804,12,4,6,オイチ,56,植野貴也,3:09.8,13.3,79.7,9,牝,3,476,6
12,201704020804,13,7,12,ロードリゲル,60,上野翔,3:10.1,13.3,237.0,13,牡,4,482,2
0,201704020805,1,4,8,ラッキーライラック,54,石橋脩,1:36.4,33.1,4.3,2,牝,2,480,0
1,201704020805,2,7,14,ラヴァクール,54,北村宏司,1:36.6,32.9,16.1,7,牝,2,508,0
2,201704020805,3,7,15,デルニエリアリテ,54,戸崎圭太,1:37.4,34.0,2.8,1,牝,2,496,0
3,201704020805,4,1,2,ハーレムライン,54,大野拓弥,1:37.6,34.2,62.3,10,牝,2,458,0
4,201704020805,5,4,7,シエルクレール,54,吉田豊,1:37.6,34.6,9.9,5,牝,2,490,0
5,201704020805,6,2,3,マリーツァ,54,木幡初広,1:37.7,34.5,181.3,16,牝,2,456,0
6,201704020805,7,7,13,マイキャラット,54,柴田善臣,1:37.8,33.8,7.9,3,牝,2,456,0
7,201704020805,8,5,10,アポロアミ,51,武藤雅,1:37.8,34.1,13.7,6,牝,2,434,0
8,201704020805,9,1,1,バトルガラクシア,54,津村明秀,1:38.0,34.6,46.5,9,牝,2,482,0
9,201704020805,10,3,6,ミヤビララ,54,岩田康誠,1:38.1,34.1,36.6,8,牝,2,448,0
10,201704020805,11,6,11,テイエムナタリー,54,江田照男,1:38.2,34.7,96.7,13,牝,2,426,0
11,201704020805,12,8,16,グラスルーナ,54,柴田大知,1:38.5,34.8,105.1,14,牝,2,486,0
12,201704020805,13,8,18,ノチェブランカ,54,内田博幸,1:38.5,35.4,8.8,4,牝,2,448,0
13,201704020805,14,2,4,キーローズ,54,宮崎北斗,1:38.6,34.4,222.5,18,牝,2,446,0
14,201704020805,15,8,17,ブリーズドゥース,53,木幡巧也,1:38.7,35.5,71.0,11,牝,2,514,0
15,201704020805,16,5,9,シーブライド,54,丸田恭介,1:40.8,37.8,142.6,15,牝,2,436,0
16,201704020805,17,6,12,セブンチャン,51,藤田菜七,1:42.8,38.5,71.8,12,牝,2,480,0
17,201704020805,18,3,5,ゴールデンパレス,54,田中勝春,1:42.9,38.7,217.4,17,牝,2,418,0
0,201704020806,1,4,8,ルーラーキング,56,戸崎圭太,2:26.5,35.9,1.8,1,牡,3,458,4
1,201704020806,2,1,2,パラディラタン,51,木幡育也,2:26.8,35.2,100.4,12,牝,3,428,-2
2,201704020806,3,5,10,ホウオウジャンプ,56,大野拓弥,2:26.8,35.8,7.2,2,牡,3,504,4
3,201704020806,4,8,16,ピンクスパイダー,56,吉田豊,2:26.8,35.2,46.0,9,牡,3,426,6
4,201704020806,5,3,5,マイネルハレオ,56,柴田大知,2:27.0,36.5,13.3,6,牡,3,422,-2
5,201704020806,6,1,1,パッキーノ,54,伴啓太,2:27.0,36.4,131.1,14,牡,3,484,-2
6,201704020806,7,8,18,ベストプライド,55,木幡巧也,2:27.0,35.9,23.5,7,牡,3,432,-6
7,201704020806,8,7,13,シングンマイケル,56,武士沢友,2:27.1,36.5,7.6,3,牡,3,458,-2
8,201704020806,9,8,17,テイクオングレース,56,西田雄一,2:27.1,36.1,59.9,11,牡,3,476,-2
9,201704020806,10,3,6,スターライトブルー,56,三浦皇成,2:27.5,35.8,8.6,4,牡,3,486,-2
10,201704020806,11,7,15,アーネストホープ,56,津村明秀,2:27.7,36.7,112.1,13,牡,3,492,2
11,201704020806,12,6,12,マグニフィセント,56,田中勝春,2:27.9,37.6,43.5,8,牡,3,520,2
12,201704020806,13,7,14,エスプリドゥルミエ,51,武藤雅,2:28.1,36.7,280.4,16,牝,3,422,0
13,201704020806,14,5,9,タイセイレイザー,56,内田博幸,2:28.2,37.8,12.8,5,牡,3,460,-6
14,201704020806,15,6,11,ヘラクレスバイオ,53,野中悠太,2:28.4,37.0,173.9,15,牡,3,452,18
15,201704020806,16,4,7,サーロンドン,56,北村宏司,2:28.7,37.3,52.1,10,牡,3,466,0
16,201704020806,17,2,4,ディグアップセンス,56,江田照男,2:29.1,37.4,311.7,17,牡,3,414,-10
17,201704020806,18,2,3,クリノアパッチ,56,嘉藤貴行,2:29.1,36.8,513.6,18,牡,3,456,4
0,201704020807,1,8,13,コパノビジン,52,藤田菜七,1:53.7,38.6,3.4,1,牝,4,462,4
1,201704020807,2,3,4,ピアノイッチョウ,52,戸崎圭太,1:54.5,38.3,10.3,6,牝,3,524,10
2,201704020807,3,5,8,アドマイヤウイング,55,内田博幸,1:54.6,38.7,5.7,4,牝,6,484,6
3,201704020807,4,2,2,マースチェル,52,柴田大知,1:54.7,39.5,48.0,10,牝,3,438,0
4,201704020807,5,8,14,クリノヴィクトリア,49,木幡育也,1:54.7,38.9,22.3,8,牝,3,450,10
5,201704020807,6,3,3,コウセイマユヒメ,55,江田照男,1:54.8,38.4,44.0,9,牝,6,470,10
6,201704020807,7,7,11,ピサノベルベット,52,北村宏司,1:55.0,38.5,10.3,5,牝,3,450,-4
7,201704020807,8,6,10,デフィニール,55,丸田恭介,1:55.2,39.2,92.0,12,牝,4,478,2
8,201704020807,9,7,12,ビーチマリカ,52,大野拓弥,1:55.6,40.1,4.2,2,牝,3,478,8
9,201704020807,10,4,6,ジュブリーユ,52,岩田康誠,1:55.9,40.2,5.6,3,牝,3,488,8
10,201704020807,11,1,1,ラインセイラ,52,武藤雅,1:56.2,39.8,48.3,11,牝,4,462,-2
11,201704020807,12,5,7,トキメキユキチャン,54,木幡巧也,1:56.6,39.2,115.7,13,牝,4,444,8
12,201704020807,13,6,9,アカネバローロ,52,野中悠太,1:56.9,41.2,19.2,7,牝,4,486,-4
13,201704020807,14,4,5,スイートイデアル,53,伴啓太,1:58.0,41.3,243.9,14,牝,5,458,4
0,201704020808,1,6,9,イストワールファム,52,戸崎圭太,1:48.1,32.7,2.4,1,牝,3,448,6
1,201704020808,2,4,4,インヘリットデール,52,北村宏司,1:48.3,33.1,3.4,2,牝,3,456,0
2,201704020808,3,5,7,ジッパーレーン,52,岩田康誠,1:48.4,33.5,6.4,4,牝,3,460,4
3,201704020808,4,5,6,ウエスタンエスプリ,57,柴田善臣,1:48.6,33.6,14.0,5,牡,4,500,-4
4,201704020808,5,4,5,ナイアガラモンロー,53,伴啓太,1:48.6,33.8,30.8,7,牝,5,498,0
