,race_id,着順,枠番,馬番,馬名,斤量,騎手,タイム,上り,単勝,人気,性,年齢,体重,体重変化
0,201601010101,1,6,6,ニシノキララコ,52,井上敏樹,1:50.5,35.3,49.6,8,牝,2,434,-4
1,201601010101,2,2,2,ユノディエール,54,四位洋文,1:50.8,35.3,29.6,7,牡,2,438,-2
2,201601010101,3,5,5,マイネルヘミニス,54,丹内祐次,1:51.1,36.4,12.4,4,牡,2,458,-2
3,201601010101,4,4,4,プラチナヴォイス,51,坂井瑠星,1:51.1,36.2,4.2,2,牡,2,500,-4
4,201601010101,5,3,3,スピリットソウル,54,福永祐一,1:51.1,36.2,1.7,1,牡,2,468,2
5,201601010101,6,7,8,ジャコマル,54,横山典弘,1:51.2,35.7,121.5,10,牡,2,456,0
6,201601010101,7,8,10,クインズゴールド,54,吉田隼人,1:51.3,35.4,19.6,6,牝,2,422,0
7,201601010101,8,8,9,アルマバテーム,54,勝浦正樹,1:52.5,37.0,117.8,9,牝,2,488,-2
8,201601010101,9,7,7,ナルカミ,54,菱田裕二,1:53.3,38.6,8.7,3,牡,2,470,8
9,201601010101,10,1,1,プエルタデルソル,54,ティータ,1:54.8,39.7,14.8,5,牡,2,462,-2
0,201601010102,1,3,3,イエロースター,54,三浦皇成,0:59.0,35.5,5.3,2,牝,3,492,2
1,201601010102,2,2,2,キセキノムスメ,53,中井裕二,0:59.5,35.4,5.5,3,牝,3,450,6
2,201601010102,3,7,9,ジュラーレ,53,加藤祥太,0:59.5,34.9,43.9,11,牝,3,412,-3
3,201601010102,4,7,10,シャウトオブジョイ,54,ルメール,0:59.7,35.8,2.6,1,牝,3,512,-6
4,201601010102,5,8,12,ハヤブサミカリン,51,坂井瑠星,0:59.9,36.3,9.8,5,牝,3,442,-8
5,201601010102,6,4,4,ハコダテキミコ,54,柴山雄一,1:00.0,35.9,30.7,10,牝,3,444,0
6,201601010102,7,8,11,オルテジー,52,長岡禎仁,1:00.0,35.8,150.7,12,牝,3,436,0
7,201601010102,8,6,7,レパーズタウン,52,原田和真,1:00.0,36.3,12.9,6,牝,3,434,0
8,201601010102,9,5,5,クリノアンジュ,52,井上敏樹,1:01.3,37.2,19.5,8,牝,3,484,0
9,201601010102,10,1,1,クリアーウェイ,54,松岡正海,1:01.7,37.9,8.5,4,牝,3,438,6
10,201601010102,11,5,6,タカイチモン,52,城戸義政,1:02.5,38.9,20.4,9,牝,3,430,6
11,201601010102,12,6,8,スピードムテキ,54,ティータ,1:02.5,38.6,19.5,7,牝,3,438,-10
0,201601010103,1,6,6,トウカイハッピー,56,四位洋文,2:34.9,38.1,12.2,3,牡,3,490,0
1,201601010103,2,6,7,ウィーバービル,56,ルメール,2:35.0,39.0,1.3,1,牡,3,510,0
2,201601010103,3,8,11,メイショウルルド,56,吉田隼人,2:35.3,39.4,6.7,2,牡,3,512,2
3,201601010103,4,5,5,シーザワールド,56,菱田裕二,2:35.8,39.4,16.7,5,牡,3,496,-10
4,201601010103,5,8,10,ウインウェルス,56,松岡正海,2:36.2,39.8,49.7,9,牡,3,506,12
5,201601010103,6,2,2,ニシノライト,55,加藤祥太,2:36.2,39.9,18.6,6,牡,3,440,2
6,201601010103,7,1,1,ストラーノ,53,坂井瑠星,2:36.2,38.8,13.3,4,牡,3,472,-12
7,201601010103,8,7,9,メイショウカイヒメ,53,中井裕二,2:37.5,40.6,140.1,10,牝,3,468,6
8,201601010103,9,4,4,ノーブルワルツ,56,菅原隆一,2:38.1,40.9,33.3,8,牡,3,488,4
9,201601010103,10,7,8,カジノノーブル,54,井上敏樹,2:38.3,40.3,243.7,11,牡,3,396,-6
10,201601010103,11,3,3,タケルナイト,56,勝浦正樹,2:38.4,40.9,31.6,7,牡,3,496,-6
0,201601010104,1,6,7,ウインドオブホープ,56,三浦皇成,1:46.4,38.3,9.0,6,セ,3,514,-14
1,201601010104,2,7,8,レッドリッジ,56,ティータ,1:46.6,38.4,4.6,3,牡,3,534,-4
2,201601010104,3,8,11,ルピナスベル,54,古川吉洋,1:46.9,38.5,8.6,5,牝,3,448,-4
3,201601010104,4,6,6,ヤマニンバビルサ,56,柴山雄一,1:47.0,38.8,3.1,1,牡,3,476,4
4,201601010104,5,4,4,ブラックスナイパー,56,丹内祐次,1:47.4,38.9,30.6,8,セ,3,482,-2
5,201601010104,6,1,1,アグネスルコリエ,51,坂井瑠星,1:47.5,38.6,7.7,4,牝,3,496,6
6,201601010104,7,3,3,メイショウザイル,56,松岡正海,1:47.6,39.2,4.0,2,牡,3,456,-4
7,201601010104,8,8,10,トブガゴトク,56,勝浦正樹,1:47.8,39.7,20.1,7,牡,3,482,-14
8,201601010104,9,5,5,リョーシンヒナタ,54,小林徹弥,1:48.7,39.6,160.7,11,牝,3,450,-10
9,201601010104,10,7,9,トキメキアイナ,54,吉田隼人,1:50.7,41.8,91.5,10,牝,3,450,4
10,201601010104,11,2,2,デルマガラシャ,54,荻野琢真,1:51.1,41.0,78.0,9,牝,3,498,0
0,201601010105,1,8,9,ミスパンテール,54,四位洋文,1:32.9,34.1,6.5,3,牝,2,504,0
1,201601010105,2,3,3,ユアスイスイ,54,福永祐一,1:33.1,34.6,2.2,1,牝,2,512,0
2,201601010105,3,1,1,サンボストン,54,黛弘人,1:33.4,35.2,129.7,9,牝,2,474,0
3,201601010105,4,6,6,ジュンキタフーレン,54,田中博康,1:33.4,34.3,9.3,4,牡,2,492,0
4,201601010105,5,5,5,バルコラベーロ,54,ティータ,1:33.5,35.3,17.6,6,牡,2,482,0
5,201601010105,6,8,8,マイネルヴィレ,54,丹内祐次,1:33.7,35.3,13.4,5,牡,2,462,0
6,201601010105,7,4,4,オコルデヤスシ,54,古川吉洋,1:33.9,35.1,31.8,8,牡,2,418,0
7,201601010105,8,2,2,ピンクスター,51,坂井瑠星,1:34.6,36.0,21.3,7,牝,2,456,0
8,201601010105,9,7,7,コンゴウトシオー,54,池添謙一,1:34.7,36.1,3.7,2,牡,2,462,0
0,201601010106,1,2,2,ホーリーフルーツ,54,ティータ,2:02.6,35.1,3.1,1,牝,3,474,-2
1,201601010106,2,1,1,ギャツビー,53,坂井瑠星,2:03.1,35.0,3.2,2,牡,3,438,-8
2,201601010106,3,4,4,マイネルサダクビア,56,丹内祐次,2:03.4,35.4,53.2,7,牡,3,428,0
3,201601010106,4,3,3,エクスプレスレーン,54,横山典弘,2:03.7,35.1,7.1,5,牝,3,408,-4
4,201601010106,5,8,8,トウシンスパーク,56,福永祐一,2:03.7,35.3,5.0,4,牡,3,414,4
5,201601010106,6,7,7,ラチェット,52,原田和真,2:03.9,36.4,26.0,6,牝,3,440,0
6,201601010106,7,6,6,ホットメッセージ,56,ルメール,2:04.6,36.0,4.6,3,牡,3,452,2
7,201601010106,8,5,5,テトラコード,56,水口優也,2:05.1,37.2,129.6,8,セ,3,456,-16
0,201601010107,1,7,9,ラスパジャサーダス,55,松岡正海,0:58.4,35.1,3.0,1,牝,4,450,12
1,201601010107,2,5,6,トウショウカウント,55,井上敏樹,0:58.6,35.2,5.9,3,牡,4,498,0
2,201601010107,3,8,11,ダイメイコンドル,57,吉田隼人,0:59.2,35.1,6.8,4,牡,4,516,-14
3,201601010107,4,4,4,ヤマカツサファイヤ,52,池添謙一,0:59.3,35.6,4.1,2,牝,3,482,-4
4,201601010107,5,6,8,ビットアリエス,55,丹内祐次,0:59.3,35.4,29.1,9,牝,5,448,-6
5,201601010107,6,8,12,サンビショップ,57,古川吉洋,0:59.4,35.3,12.1,6,セ,4,456,4
6,201601010107,7,1,1,カンタベリーマイン,52,城戸義政,0:59.4,35.6,33.7,11,牡,3,450,0
7,201601010107,8,2,2,リバーコンサート,52,坂井瑠星,0:59.5,36.0,22.0,7,牝,5,432,-6
8,201601010107,9,7,10,モアアピール,55,柴山雄一,0:59.6,35.5,32.5,10,牝,4,474,2
9,201601010107,10,6,7,トーセンミッション,56,加藤祥太,0:59.7,34.6,11.1,5,牡,4,504,-8
10,201601010107,11,5,5,ニシノグリーディ,50,原田和真,0:59.7,36.1,23.2,8,牝,3,444,16
11,201601010107,12,3,3,バルブランシュ,55,長岡禎仁,1:00.0,36.1,102.9,12,セ,4,478,-12
0,201601010108,1,8,16,セレッソブランコ,52,坂井瑠星,1:08.8,34.6,13.7,6,牝,4,476,6
1,201601010108,2,6,12,オフクヒメ,52,荻野琢真,1:09.0,33.7,49.6,12,牝,3,444,14
2,201601010108,3,1,1,フジマサアクトレス,52,勝浦正樹,1:09.1,34.4,32.7,11,牝,3,452,14
3,201601010108,4,2,3,ビバリーヒルズ,55,福永祐一,1:09.1,34.7,2.4,1,牝,4,428,-2
4,201601010108,5,6,11,エターナルユース,52,古川吉洋,1:09.1,33.5,128.1,14,牝,3,420,-8
5,201601010108,6,3,6,オールオブナイト,55,ティータ,1:09.2,34.5,65.2,13,牝,5,440,4
6,201601010108,7,1,2,シンフォニア,55,四位洋文,1:09.3,34.8,4.8,2,牝,4,476,-4
7,201601010108,8,7,14,コスモマイルール,55,ルメール,1:09.3,34.2,31.0,10,牝,5,450,0
8,201601010108,9,5,10,ユメノマイホーム,55,吉田隼人,1:09.3,34.3,8.0,3,牝,4,440,-8
9,201601010108,10,4,8,エクスシア,53,井上敏樹,1:09.5,34.5,129.8,15,牝,5,440,-2
10,201601010108,11,5,9,アイムウィッシング,52,丹内祐次,1:09.5,34.2,26.8,9,牝,3,442,0
11,201601010108,12,3,5,クリノスイートピー,53,長岡禎仁,1:09.5,34.5,17.3,8,牝,4,446,2
12,201601010108,13,7,13,プルメリアスター,55,菱田裕二,1:09.5,34.8,14.5,7,牝,4,438,12
13,201601010108,14,4,7,バトルグランドリイ,50,原田和真,1:09.7,35.1,12.2,4,牝,3,462,14
14,201601010108,15,2,4,ケイエスフェアリー,52,三浦皇成,1:10.2,35.9,13.3,5,牝,3,474,0
15,201601010108,16,8,15,ハワイアンリズ,55,池添謙一,1:10.4,34.9,172.1,16,牝,5,416,-4
0,201601010109,1,8,13,ドラゴンシュバリエ,54,福永祐一,1:44.9,37.1,2.6,1,牡,3,508,4
1,201601010109,2,6,9,ヒルノデンハーグ,57,古川吉洋,1:44.9,37.5,4.5,2,セ,4,474,-6
2,201601010109,3,6,8,ハヤブサプリプリ,52,横山典弘,1:45.3,37.0,6.4,4,牝,3,456,-2
3,201601010109,4,8,12,ワンダーハイーニャ,55,丹内祐次,1:45.4,37.8,26.3,7,牝,5,462,-6
4,201601010109,5,3,3,シゲルクロダイ,54,黛弘人,1:45.7,37.8,34.3,8,牡,3,488,2
5,201601010109,6,7,10,プログレスシチー,54,松岡正海,1:45.7,37.8,6.8,5,牡,3,470,2
6,201601010109,7,5,7,ハシカミ,52,原田和真,1:45.9,37.3,144.7,11,牡,3,468,-4
7,201601010109,8,7,11,ライムチェイサー,56,加藤祥太,1:46.0,37.8,15.5,6,牡,4,466,-6
8,201601010109,9,5,6,ボルドネス,57,柴山雄一,1:46.1,38.0,5.8,3,牡,4,492,-2
9,201601010109,10,1,1,スリーチアサウス,53,城戸義政,1:46.9,38.6,120.4,10,牝,5,482,-6
10,201601010109,11,2,2,トゥールエッフェル,52,荻野琢真,1:47.1,38.5,37.3,9,牝,3,506,-6
11,201601010109,12,4,4,ミズーリスカイ,57,西村太一,1:48.9,39.9,151.3,12,牡,4,490,16
12,201601010109,13,4,5,スティルプリンス,54,水口優也,1:50.1,41.9,168.0,13,牡,3,480,0
0,201601010110,1,4,4,ウインムート,54,菱田裕二,1:28.7,34.8,3.4,1,牡,3,476,-8
1,201601010110,2,1,1,シンシアズブレス,52,三浦皇成,1:28.8,34.6,4.9,3,牝,3,478,4
2,201601010110,3,5,6,アドマイヤロマン,54,福永祐一,1:28.9,35.0,4.2,2,牡,3,476,4
3,201601010110,4,7,11,ニシノカブケ,57,勝浦正樹,1:29.1,34.4,8.4,5,牡,4,484,-6
4,201601010110,5,3,3,レーヴドプランス,57,井上敏樹,1:29.2,34.7,133.6,11,セ,6,480,-12
5,201601010110,6,6,8,キングライオン,54,坂井瑠星,1:29.2,35.6,13.8,6,牡,3,496,6
6,201601010110,7,5,7,ブラックバード,57,ルメール,1:29.3,35.2,5.0,4,牡,4,466,-4
7,201601010110,8,8,13,ペイシャマリヤ,52,黛弘人,1:29.5,35.2,146.5,12,牝,3,440,-10
8,201601010110,9,6,9,マイネルラック,54,丹内祐次,1:29.7,35.3,41.8,9,牡,3,464,-6
9,201601010110,10,8,12,アルトゥーナ,55,池添謙一,1:29.9,35.3,111.2,10,牝,5,426,-4
10,201601010110,11,2,2,ビリーヴザワン,57,長岡禎仁,1:29.9,36.2,36.6,8,セ,5,482,-6
11,201601010110,12,7,10,ポートレイト,52,古川吉洋,1:30.0,35.9,19.8,7,牝,3,420,-2
12,201601010110,13,4,5,ハドウホウ,57,水口優也,1:31.0,36.7,181.4,13,牡,4,498,-4
0,201601010111,1,6,6,サンソヴール,52,ティータ,1:47.6,34.4,7.4,4,牝,5,448,10
1,201601010111,2,2,2,ダイヤモンドダンス,54,福永祐一,1:47.7,34.5,21.7,7,牡,7,504,2
2,201601010111,3,1,1,フェルメッツァ,56,横山典弘,1:47.9,34.6,3.4,2,牡,5,456,-2
3,201601010111,4,7,7,トウカイオーロラ,53,吉田隼人,1:47.9,34.4,55.7,9,牡,9,466,-4
4,201601010111,5,7,8,ミエノワンダー,56,三浦皇成,1:47.9,34.5,5.2,3,牡,6,514,0
5,201601010111,6,8,9,レッドシャンクス,54,四位洋文,1:48.0,34.0,23.6,8,セ,7,472,-6
6,201601010111,7,8,10,ロードエフォール,53,勝浦正樹,1:48.0,34.4,62.9,10,牡,8,492,2
7,201601010111,8,4,4,シャドウアプローチ,54,ルメール,1:48.4,35.3,2.9,1,牡,3,492,0
8,201601010111,9,5,5,キャットコイン,55.5,柴山雄一,1:48.4,35.0,20.3,6,牝,4,432,-10
9,201601010111,10,3,3,ウインマーレライ,56,松岡正海,1:48.7,35.7,8.1,5,牡,5,498,-6
0,201601010112,1,7,11,カフジプリンス,54,福永祐一,2:39.3,35.1,4.7,2,牡,3,518,4
1,201601010112,2,8,12,エアカーディナル,57,松岡正海,2:40.1,35.7,15.3,7,牡,5,484,6
2,201601010112,3,2,2,スズカヴァンガード,57,長岡禎仁,2:40.4,36.5,91.3,12,セ,5,480,0
3,201601010112,4,3,3,リアルキング,54,菱田裕二,2:40.5,36.9,11.8,6,牡,3,530,4
4,201601010112,5,4,5,ミライヘノツバサ,54,勝浦正樹,2:40.6,36.9,7.5,4,牡,3,492,-2
5,201601010112,6,1,1,ジューヴルエール,57,坂井瑠星,2:40.7,36.4,39.5,9,牡,6,472,-4
6,201601010112,7,6,9,シャンパーニュ,57,ルメール,2:40.7,36.5,17.9,8,牡,5,484,-2
7,201601010112,8,5,7,ブライトバローズ,57,ティータ,2:41.1,37.2,2.9,1,牡,4,496,12
8,201601010112,9,6,8,サブライムカイザー,57,三浦皇成,2:41.3,37.3,5.2,3,牡,4,500,-4
9,201601010112,10,5,6,トウキョウタフガイ,57,池添謙一,2:41.4,36.1,57.2,11,牡,5,466,-8
10,201601010112,11,7,10,シークレットパス,57,丹内祐次,2:41.5,37.5,41.8,10,牡,5,460,4
11,201601010112,12,4,4,ロングスピーク,57,吉田隼人,2:41.5,37.9,10.9,5,牡,4,574,4
12,201601010112,13,8,13,セイカアヴァンサ,57,柴山雄一,2:41.9,36.7,238.0,13,牡,4,466,16
0,201601010201,1,8,8,アンジュデジール,54,四位洋文,1:10.6,34.7,1.1,1,牝,2,462,2
1,201601010201,2,3,3,ジェイケイマヤヒメ,54,横山和生,1:10.8,34.9,11.0,2,牝,2,458,-4
2,201601010201,3,6,6,ジュウニンノナカマ,51,坂井瑠星,1:11.0,35.3,20.2,4,牝,2,404,-2
3,201601010201,4,7,7,アントレーン,52,長岡禎仁,1:11.0,35.3,18.2,3,牝,2,424,6
4,201601010201,5,8,9,エスケーレア,54,古川吉洋,1:11.6,35.5,46.8,6,牝,2,490,-20
5,201601010201,6,5,5,カーリージャール,54,大野拓弥,1:11.7,35.4,83.6,8,牝,2,408,-2
6,201601010201,7,4,4,フレンドパリ,54,松岡正海,1:11.9,35.8,34.5,5,牝,2,438,-2
7,201601010201,8,1,1,ツーダイス,54,小林徹弥,1:12.3,35.7,70.7,7,牝,2,426,2
8,201601010201,9,2,2,シルバニアラブ,54,西村太一,1:12.9,36.4,133.2,9,牝,2,408,-6
0,201601010202,1,2,2,アンペラール,56,池添謙一,0:59.7,35.7,3.7,1,牡,3,428,-12
1,201601010202,2,8,12,フレッシュギャル,54,三浦皇成,0:59.8,35.9,3.8,2,牝,3,442,4
2,201601010202,3,4,4,ドスコイ,56,菱田裕二,1:00.1,35.4,62.6,10,牡,3,436,0
3,201601010202,4,1,1,シャインメルシー,54,横山和生,1:00.1,36.0,82.8,12,牝,3,424,4
4,201601010202,5,6,7,コウセイカルメン,53,中井裕二,1:00.2,35.6,74.3,11,牝,3,376,-8
5,201601010202,6,5,5,トウショウアパッチ,54,長岡禎仁,1:00.2,36.0,32.1,7,牡,3,468,-6
6,201601010202,7,5,6,フォーシーム,54,松岡正海,1:00.3,36.0,39.1,8,牝,3,466,0
7,201601010202,8,8,11,デルマブンザエモン,56,丸山元気,1:00.4,36.3,8.3,5,牡,3,492,16
8,201601010202,9,7,10,セイントシャイニー,55,加藤祥太,1:00.4,36.4,22.8,6,牡,3,472,0
9,201601010202,10,3,3,ノートルスウェ,53,坂井瑠星,1:00.7,35.7,4.1,3,牡,3,522,10
10,201601010202,11,7,9,アジロ,54,戸崎圭太,1:00.7,36.7,4.8,4,牝,3,458,8
11,201601010202,12,6,8,サクラグレイス,54,松若風馬,1:01.9,36.9,58.4,9,牝,3,416,2
0,201601010203,1,6,6,ロバストミノル,56,松岡正海,1:46.5,37.5,1.7,1,牡,3,488,-4
1,201601010203,2,7,8,フィールザシルバー,56,大野拓弥,1:46.5,37.7,26.8,5,牡,3,442,-12
2,201601010203,3,7,7,サンマルクラウン,56,柴山雄一,1:47.2,37.9,22.1,4,牡,3,472,-4
3,201601010203,4,8,9,サイモンキンバリー,56,横山和生,1:47.7,38.8,150.2,10,牡,3,486,2
4,201601010203,5,3,3,カキナダ,56,松若風馬,1:47.7,37.8,11.4,3,牡,3,498,-6
5,201601010203,6,4,4,トウシンダイヤ,56,福永祐一,1:47.7,38.5,2.2,2,牡,3,532,4
6,201601010203,7,8,10,ノーブルブラック,54,勝浦正樹,1:48.5,38.9,44.9,6,牝,3,434,-2
7,201601010203,8,1,1,アイリーアイリー,52,井上敏樹,1:48.7,39.0,79.7,8,牝,3,450,-6
8,201601010203,9,5,5,ガーデンタイム,51,坂井瑠星,1:48.8,39.1,66.9,7,牝,3,462,-2
9,201601010203,10,2,2,スリーサンレーザー,54,小林徹弥,1:49.4,40.2,110.9,9,牝,3,464,-12
0,201601010204,1,1,1,ドルチャーリオ,56,池添謙一,1:29.4,34.2,2.7,1,牡,3,448,2
1,201601010204,2,8,12,ラレッサングル,54,大野拓弥,1:29.6,34.7,3.7,2,牝,3,442,2
2,201601010204,3,2,2,ピコット,54,古川吉洋,1:30.1,35.1,17.5,6,牝,3,434,-10
3,201601010204,4,8,13,メイショウティグレ,56,松岡正海,1:30.1,34.6,8.4,5,牡,3,436,-6
4,201601010204,5,6,9,セイクリッドシー,56,戸崎圭太,1:30.1,35.5,5.9,3,牡,3,542,-4
5,201601010204,6,3,3,ハロックライン,54,勝浦正樹,1:30.1,35.4,8.3,4,牝,3,414,-2
6,201601010204,7,7,10,スケッチ,54,柴山雄一,1:30.1,34.7,70.6,10,牝,3,464,6
7,201601010204,8,4,5,アカンパニスト,54,丸山元気,1:30.2,35.7,168.6,11,牝,3,434,2
8,201601010204,9,7,11,ブラックインパクト,52,原田和真,1:30.2,35.3,43.3,9,牝,3,436,6
9,201601010204,10,5,6,ジャマイカムーン,55,加藤祥太,1:30.4,35.2,19.2,8,牡,3,416,-10
10,201601010204,11,6,8,ゴールドサミット,54,長岡禎仁,1:31.0,36.3,211.1,12,牡,3,444,-8
11,201601010204,12,4,4,ストレイン,56,福永祐一,1:31.0,35.8,18.1,7,牡,3,486,0
12,201601010204,13,5,7,ハルノアシオト,52,井上敏樹,1:31.1,36.6,227.4,13,牝,3,468,-2
0,201601010205,1,3,3,ソウルスターリング,54,ルメール,1:51.4,34.2,1.7,1,牝,2,480,0
1,201601010205,2,1,1,アドマイヤマンバイ,54,福永祐一,1:51.4,34.4,4.1,2,牡,2,528,0
2,201601010205,3,7,7,エトルディーニュ,52,原田和真,1:52.2,35.3,45.6,7,牡,2,476,0
3,201601010205,4,6,6,カロス,54,池添謙一,1:52.2,35.4,4.6,3,牡,2,476,0
4,201601010205,5,4,4,パーティーピーポー,54,ティータ,1:52.6,35.3,40.8,6,牡,2,466,0
5,201601010205,6,8,8,ミラクルシップ,54,戸崎圭太,1:53.3,35.9,18.3,4,牡,2,482,0
6,201601010205,7,2,2,エスシーエイト,54,松若風馬,1:53.3,36.6,25.1,5,牡,2,472,0
7,201601010205,8,5,5,ライフライン,54,松岡正海,1:54.4,37.9,61.4,8,牡,2,480,0
0,201601010206,1,3,3,ビーチマリカ,54,四位洋文,1:46.7,37.8,3.4,1,牝,2,466,0
1,201601010206,2,7,8,バニーテール,54,福永祐一,1:47.5,38.0,3.6,2,牝,2,474,0
2,201601010206,3,6,6,カンムル,54,菱田裕二,1:48.0,38.6,37.1,10,牡,2,430,0
3,201601010206,4,2,2,サンジレット,54,勝浦正樹,1:48.0,39.2,26.9,9,牡,2,484,0
4,201601010206,5,7,9,ゴールドスカル,54,松岡正海,1:49.3,40.1,10.2,5,牡,2,476,0
5,201601010206,6,6,7,カツヴィーナス,54,池添謙一,1:49.7,40.0,15.8,6,牝,2,444,0
6,201601010206,7,8,10,ボクハチャーリー,54,ルメール,1:50.6,40.9,5.6,3,牡,2,474,0
7,201601010206,8,1,1,マイネルラムセス,54,丹内祐次,1:52.6,40.6,68.8,11,牡,2,506,0
8,201601010206,9,5,5,レヴリミット,54,戸崎圭太,1:52.6,40.7,25.6,8,牡,2,502,0
9,201601010206,10,4,4,シークレットプラン,54,三浦皇成,1:53.0,43.6,24.6,7,牡,2,482,0
10,201601010206,11,8,11,フィアマロッサ,54,丸山元気,1:54.2,44.6,8.6,4,牝,2,514,0
0,201601010207,1,2,2,ブレイクザポケット,57,三浦皇成,1:47.8,35.3,2.7,1,牡,4,430,-4
1,201601010207,2,8,10,フォルシャー,57,勝浦正樹,1:48.1,35.3,5.6,3,牡,5,482,-4
2,201601010207,3,4,4,ブライトボイス,55,長岡禎仁,1:48.1,36.1,13.1,5,牡,4,490,6
3,201601010207,4,8,11,ミスズダンディー,56,加藤祥太,1:48.3,36.1,17.9,6,牡,4,476,10
4,201601010207,5,6,7,エリモジパング,57,丸山元気,1:48.5,36.3,49.9,10,牡,6,466,-8
5,201601010207,6,7,8,ワクワクキリシマ,53,原田和真,1:48.5,36.1,28.5,7,牝,5,452,-4
6,201601010207,7,1,1,キャノンプレート,57,四位洋文,1:48.6,36.9,6.5,4,セ,4,478,-12
7,201601010207,8,5,5,メイジン,57,横山典弘,1:49.2,37.0,36.5,9,牡,5,464,0
8,201601010207,9,6,6,マダムクレアシオン,49,坂井瑠星,1:49.7,37.2,29.0,8,牝,3,450,-8
9,201601010207,10,7,9,サーサルヴァトーレ,57,松若風馬,1:50.1,38.3,3.3,2,牡,4,494,2
10,201601010207,11,3,3,スズカレビン,57,小林徹弥,1:50.4,37.7,161.8,11,牡,5,474,-12
0,201601010208,1,2,2,ディアドナテロ,57,戸崎圭太,1:45.2,37.3,4.0,2,牡,4,482,-8
1,201601010208,2,7,11,デジタルフラッシュ,57,ルメール,1:45.6,37.1,13.4,5,牡,5,450,-14
2,201601010208,3,4,5,ドゥラリュール,54,横山典弘,1:45.8,37.7,5.5,3,牡,3,468,4
3,201601010208,4,7,10,ハギノスノーボール,54,福永祐一,1:45.8,37.6,2.0,1,牡,3,484,-4
4,201601010208,5,1,1,フジノナデシコ,52,大野拓弥,1:46.1,37.7,11.4,4,牝,3,462,-2
5,201601010208,6,5,7,エイシンキロオル,54,田中博康,1:46.1,37.4,70.8,11,牡,3,448,4
6,201601010208,7,5,6,マックスユーキャン,55,横山和生,1:46.2,37.5,67.4,10,牝,5,486,-8
7,201601010208,8,8,13,サダムダイジョウブ,57,菱田裕二,1:46.2,38.5,53.9,9,牡,6,498,-4
8,201601010208,9,6,9,フェンガリ,55,長岡禎仁,1:46.3,38.1,135.4,13,牡,5,506,-8
9,201601010208,10,4,4,ジェット,54,坂井瑠星,1:46.6,38.6,46.3,8,牡,4,488,6
10,201601010208,11,6,8,トウケイフクキタル,54,四位洋文,1:46.8,38.8,18.9,6,牡,3,458,-6
11,201601010208,12,8,12,ドミナドール,53,加藤祥太,1:47.2,39.6,43.2,7,牡,3,472,6
12,201601010208,13,3,3,グラディス,53,井上敏樹,1:50.4,42.4,85.7,12,牝,4,486,-4
0,201601010209,1,1,1,ケンホファヴァルト,54,ルメール,2:00.9,34.8,3.7,2,牡,3,446,-2
1,201601010209,2,8,8,トーセンカナロア,57,原田和真,2:01.0,34.8,13.1,4,牡,4,480,-4
2,201601010209,3,4,4,エニグマバリエート,57,福永祐一,2:01.1,34.7,1.6,1,牡,4,492,8
3,201601010209,4,6,6,アートフェスタ,57,丹内祐次,2:01.4,34.6,24.1,5,牡,5,500,6
4,201601010209,5,7,7,ラハトケレブ,54,柴山雄一,2:01.6,35.2,4.7,3,牡,3,462,-4
5,201601010209,6,2,2,エバーハーモニー,57,勝浦正樹,2:01.8,35.0,35.4,6,牡,4,476,-2
6,201601010209,7,5,5,カゼノドリーム,57,丸山元気,2:02.6,35.4,106.3,8,牡,4,456,2
7,201601010209,8,3,3,ウォーターミリオン,54,菱田裕二,2:02.6,35.1,43.0,7,牡,3,442,6
0,201601010210,1,2,2,アールブリュット,55,福永祐一,1:28.5,34.3,4.1,3,牝,4,478,2
1,201601010210,2,5,7,オートクレール,55,黛弘人,1:28.5,34.6,87.1,11,牝,5,432,-2
2,201601010210,3,6,8,グレイスミノル,55,ルメール,1:28.6,34.6,3.8,2,牝,4,470,-4
3,201601010210,4,8,12,ペルフィカ,55,菱田裕二,1:28.7,34.2,8.4,4,牝,4,444,-4
4,201601010210,5,8,13,フォールインラブ,52,古川吉洋,1:28.7,34.2,29.8,8,牝,3,454,-4
5,201601010210,6,4,4,カイザーバル,52,四位洋文,1:28.8,34.5,3.6,1,牝,3,484,18
6,201601010210,7,1,1,ハナフブキ,55,加藤祥太,1:28.8,34.7,36.2,10,牝,5,424,8
7,201601010210,8,3,3,ダイアモンドノーム,52,三浦皇成,1:28.9,35.1,157.1,12,牝,3,418,-10
8,201601010210,9,4,5,テラノヴァ,52,ティータ,1:28.9,34.4,13.8,6,牝,3,476,8
9,201601010210,10,7,10,ハツガツオ,55,戸崎圭太,1:28.9,34.8,8.6,5,牝,5,520,10
10,201601010210,11,7,11,ヤマニンバステト,55,柴山雄一,1:29.1,34.6,30.8,9,牝,5,458,0
11,201601010210,12,6,9,レオフラッパー,55,大野拓弥,1:29.4,35.0,20.5,7,牝,4,460,-4
12,201601010210,13,5,6,スノードリーム,52,勝浦正樹,1:30.3,35.7,161.7,13,牝,3,450,4
0,201601010211,1,2,2,マコトブリジャール,55,四位洋文,1:47.7,33.8,20.2,9,牝,6,400,-2
1,201601010211,2,7,11,シャルール,55,横山典弘,1:47.7,34.0,4.2,1,牝,4,464,10
2,201601010211,3,1,1,ダンツキャンサー,55,勝浦正樹,1:48.1,34.0,46.9,11,牝,5,480,-4
3,201601010211,4,4,4,レッドリヴェール,55,ティータ,1:48.2,34.1,18.9,8,牝,5,434,-4
